,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Dopamine D5 receptor,381.0,437.0,418.0,865.0,973.0,429.0,558.0,93.0,250.0,462.0,363.0
Somatostatin receptor 4,19.0,682.0,994.0,382.0,4.0,939.0,58.0,996.0,140.0,931.0,236.0
Gonadotropin-releasing hormone receptor,648.0,279.0,936.0,31.0,199.0,51.0,285.0,759.0,142.0,279.0,244.0
Steroid 5-alpha-reductase 2,141.0,624.0,561.0,711.0,456.0,686.0,281.0,901.0,139.0,53.0,284.0
Voltage-gated T-type calcium channel alpha-1H subunit,652.0,904.0,257.0,310.0,575.0,228.0,712.0,21.0,699.0,691.0,638.0
Thyroid hormone receptor alpha,638.0,25.0,123.0,816.0,766.0,502.0,505.0,574.0,774.0,391.0,832.0
4-hydroxyphenylpyruvate dioxygenase,838.0,23.0,90.0,754.0,968.0,44.0,701.0,439.0,348.0,404.0,805.0
Tyrosine-protein kinase ABL,989.0,104.0,129.0,150.0,996.0,226.0,717.0,27.0,936.0,83.0,437.0
Histone deacetylase 6,225.0,683.0,584.0,246.0,425.0,747.0,658.0,247.0,323.0,712.0,756.0
Alpha-2a adrenergic receptor,24.0,1000.0,545.0,985.0,47.0,979.0,578.0,808.0,197.0,427.0,591.0
Vascular endothelial growth factor receptor 1,993.0,5.0,555.0,32.0,833.0,20.0,217.0,646.0,710.0,337.0,9.0
Androgen Receptor,708.0,812.0,866.0,19.0,76.0,452.0,773.0,976.0,134.0,112.0,489.0
Tissue-type plasminogen activator,2.0,999.0,690.0,998.0,152.0,977.0,150.0,327.0,255.0,835.0,759.0
Serotonin 4 (5-HT4) receptor,622.0,69.0,268.0,941.0,999.0,222.0,568.0,3.0,917.0,380.0,799.0
Calcium sensing receptor,612.0,27.0,213.0,433.0,205.0,936.0,645.0,859.0,939.0,413.0,944.0
Prostanoid EP2 receptor,675.0,989.0,463.0,203.0,232.0,729.0,704.0,245.0,80.0,919.0,437.0
Neuronal acetylcholine receptor protein alpha-4 subunit,808.0,199.0,196.0,156.0,475.0,472.0,546.0,752.0,890.0,553.0,473.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",290.0,159.0,144.0,982.0,683.0,107.0,818.0,811.0,546.0,334.0,774.0
Vasopressin V1a receptor,945.0,226.0,574.0,227.0,650.0,380.0,608.0,491.0,815.0,119.0,81.0
Glutamate carboxypeptidase II,950.0,141.0,84.0,54.0,824.0,158.0,477.0,716.0,726.0,387.0,631.0
Serotonin 1b (5-HT1b) receptor,142.0,17.0,771.0,907.0,940.0,88.0,788.0,61.0,242.0,27.0,771.0
Serotonin 3a (5-HT3a) receptor,1.0,996.0,442.0,944.0,606.0,926.0,276.0,197.0,78.0,105.0,901.0
Aldose reductase,253.0,986.0,865.0,599.0,1.0,835.0,125.0,931.0,432.0,990.0,46.0
Cholecystokinin A receptor,818.0,1.0,178.0,495.0,997.0,146.0,792.0,9.0,922.0,96.0,846.0
FK506-binding protein 1A,242.0,568.0,797.0,90.0,124.0,882.0,422.0,758.0,126.0,992.0,555.0
GABA transporter 1,717.0,301.0,628.0,279.0,373.0,558.0,687.0,976.0,51.0,515.0,359.0
Glutamate [NMDA] receptor subunit epsilon 2,993.0,556.0,137.0,278.0,359.0,153.0,411.0,561.0,898.0,329.0,65.0
Serine/threonine-protein kinase RAF,835.0,440.0,46.0,136.0,760.0,523.0,700.0,982.0,536.0,167.0,669.0
Aminopeptidase N,69.0,591.0,939.0,838.0,261.0,256.0,62.0,518.0,665.0,747.0,222.0
Cytochrome P450 11B1,492.0,217.0,12.0,966.0,996.0,315.0,981.0,23.0,148.0,84.0,986.0
Mitogen-activated protein kinase kinase kinase 12,560.0,667.0,142.0,409.0,990.0,266.0,595.0,0.0,673.0,278.0,670.0
Platelet-derived growth factor receptor beta,348.0,144.0,756.0,525.0,4.0,706.0,229.0,999.0,813.0,983.0,364.0
Butyrylcholinesterase,421.0,576.0,588.0,831.0,912.0,381.0,798.0,42.0,693.0,156.0,888.0
Alpha-2c adrenergic receptor,672.0,815.0,823.0,61.0,17.0,849.0,113.0,878.0,493.0,693.0,149.0
Somatostatin receptor 1,186.0,982.0,357.0,860.0,147.0,767.0,626.0,151.0,390.0,865.0,848.0
Voltage-gated calcium channel alpha2/delta subunit 1,21.0,922.0,982.0,584.0,22.0,945.0,147.0,817.0,616.0,694.0,150.0
Vasopressin V1b receptor,847.0,97.0,567.0,62.0,351.0,711.0,286.0,784.0,462.0,735.0,640.0
Protoporphyrinogen oxidase,798.0,113.0,945.0,176.0,878.0,49.0,298.0,391.0,98.0,534.0,15.0
Xanthine dehydrogenase,18.0,946.0,994.0,816.0,0.0,790.0,112.0,969.0,518.0,818.0,95.0
Aldehyde dehydrogenase,870.0,374.0,507.0,244.0,127.0,701.0,856.0,308.0,967.0,896.0,362.0
Stem cell growth factor receptor,993.0,350.0,3.0,62.0,996.0,59.0,866.0,25.0,633.0,70.0,741.0
Histone deacetylase 2,120.0,258.0,562.0,399.0,543.0,815.0,304.0,729.0,499.0,106.0,928.0
Lysine-specific demethylase 2A,737.0,426.0,381.0,641.0,571.0,335.0,686.0,689.0,215.0,62.0,189.0
Histamine H2 receptor,142.0,992.0,673.0,721.0,243.0,910.0,776.0,539.0,229.0,908.0,583.0
Alpha-2b adrenergic receptor,23.0,932.0,561.0,712.0,28.0,775.0,265.0,861.0,168.0,976.0,696.0
Neprilysin,806.0,31.0,22.0,874.0,988.0,91.0,758.0,329.0,777.0,1.0,862.0
Melatonin receptor 1A,970.0,761.0,50.0,209.0,824.0,189.0,425.0,153.0,323.0,323.0,120.0
Melatonin receptor 1B,77.0,828.0,139.0,837.0,214.0,879.0,781.0,746.0,257.0,721.0,919.0
Thyroid hormone receptor beta-1,896.0,141.0,822.0,103.0,623.0,363.0,201.0,769.0,645.0,810.0,225.0
Cyclophilin A,230.0,694.0,273.0,735.0,910.0,268.0,763.0,412.0,18.0,65.0,565.0
Monoamine oxidase A,74.0,767.0,894.0,737.0,949.0,479.0,221.0,59.0,423.0,110.0,628.0
Thymidylate synthase,952.0,228.0,632.0,77.0,410.0,176.0,239.0,523.0,586.0,347.0,100.0
Vascular endothelial growth factor receptor 3,343.0,150.0,688.0,778.0,906.0,255.0,519.0,379.0,438.0,446.0,646.0
Insulin-like growth factor I receptor,721.0,849.0,508.0,496.0,85.0,730.0,658.0,331.0,958.0,732.0,310.0
Dihydroorotate dehydrogenase,437.0,12.0,913.0,289.0,874.0,304.0,482.0,260.0,417.0,99.0,416.0
Epoxide hydrolase 1,845.0,516.0,6.0,906.0,816.0,318.0,831.0,887.0,441.0,401.0,953.0
Sulfonylurea receptor 2,695.0,78.0,30.0,256.0,993.0,99.0,425.0,66.0,263.0,127.0,546.0
Tyrosine-protein kinase receptor FLT3,957.0,701.0,590.0,225.0,458.0,245.0,421.0,196.0,854.0,937.0,24.0
Vitamin D receptor,467.0,783.0,947.0,294.0,36.0,498.0,495.0,890.0,110.0,859.0,840.0
Cytochrome P450 19A1,410.0,77.0,988.0,186.0,1.0,921.0,158.0,992.0,933.0,920.0,69.0
Sodium channel protein type V alpha subunit,213.0,263.0,724.0,672.0,899.0,846.0,849.0,23.0,646.0,43.0,921.0
Insulin receptor,89.0,788.0,53.0,718.0,932.0,660.0,512.0,105.0,363.0,28.0,520.0
Serotonin 1d (5-HT1d) receptor,10.0,741.0,812.0,930.0,6.0,842.0,297.0,938.0,591.0,998.0,674.0
Glucagon receptor,934.0,592.0,185.0,203.0,736.0,128.0,805.0,858.0,286.0,520.0,215.0
Inhibitor of nuclear factor kappa B kinase beta subunit,198.0,836.0,942.0,452.0,73.0,913.0,379.0,505.0,570.0,792.0,853.0
DNA (cytosine-5)-methyltransferase 1,326.0,872.0,389.0,764.0,79.0,882.0,770.0,768.0,360.0,788.0,785.0
Mineralocorticoid receptor,98.0,950.0,393.0,856.0,45.0,830.0,183.0,88.0,953.0,920.0,406.0
Prostanoid IP receptor,745.0,163.0,780.0,289.0,391.0,454.0,667.0,402.0,686.0,161.0,729.0
Equilibrative nucleoside transporter 1,764.0,53.0,145.0,722.0,996.0,266.0,701.0,124.0,312.0,42.0,884.0
Plasma kallikrein,55.0,704.0,959.0,723.0,8.0,826.0,316.0,992.0,10.0,710.0,205.0
Purinergic receptor P2Y12,465.0,829.0,993.0,52.0,187.0,588.0,124.0,608.0,319.0,218.0,325.0
Inosine-5'-monophosphate dehydrogenase 2,981.0,229.0,2.0,223.0,992.0,207.0,657.0,69.0,940.0,66.0,603.0
Retinoic acid receptor gamma,858.0,133.0,795.0,282.0,111.0,212.0,274.0,825.0,791.0,686.0,242.0
Platelet-derived growth factor receptor alpha,18.0,989.0,987.0,893.0,115.0,709.0,302.0,526.0,70.0,961.0,41.0
Isocitrate dehydrogenase [NADP] cytoplasmic,597.0,78.0,310.0,96.0,845.0,393.0,514.0,742.0,275.0,569.0,609.0
Retinoic acid receptor beta,83.0,144.0,176.0,934.0,603.0,518.0,750.0,217.0,430.0,899.0,810.0
C-X-C chemokine receptor type 7,862.0,516.0,7.0,407.0,788.0,881.0,706.0,591.0,826.0,366.0,967.0
Nociceptin receptor,993.0,400.0,559.0,231.0,998.0,6.0,573.0,34.0,810.0,31.0,17.0
Coagulation factor IX,732.0,738.0,840.0,254.0,601.0,50.0,360.0,73.0,858.0,375.0,179.0
Dihydrofolate reductase,9.0,974.0,262.0,947.0,14.0,955.0,355.0,907.0,406.0,907.0,789.0
Niemann-Pick C1-like protein 1,265.0,65.0,891.0,576.0,178.0,763.0,261.0,711.0,354.0,129.0,673.0
Somatostatin receptor 3,820.0,123.0,30.0,154.0,986.0,441.0,756.0,362.0,552.0,44.0,888.0
Epidermal growth factor receptor erbB1,26.0,929.0,983.0,809.0,1.0,924.0,573.0,797.0,173.0,850.0,461.0
Glucocorticoid receptor,986.0,489.0,77.0,70.0,442.0,115.0,646.0,575.0,470.0,898.0,105.0
Muscarinic acetylcholine receptor M5,25.0,304.0,771.0,887.0,977.0,488.0,544.0,126.0,210.0,261.0,912.0
Monoamine oxidase B,832.0,765.0,6.0,702.0,914.0,240.0,834.0,111.0,818.0,145.0,737.0
Thrombin,782.0,558.0,937.0,111.0,986.0,108.0,500.0,147.0,46.0,215.0,18.0
Tyrosine-protein kinase receptor RET,30.0,938.0,882.0,937.0,1.0,928.0,74.0,909.0,471.0,931.0,598.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",967.0,104.0,13.0,39.0,445.0,657.0,743.0,993.0,563.0,396.0,593.0
Bile acid receptor FXR,353.0,26.0,451.0,734.0,650.0,93.0,349.0,870.0,337.0,709.0,198.0
Oxytocin receptor,93.0,64.0,993.0,781.0,880.0,310.0,325.0,53.0,285.0,146.0,781.0
Carbonic anhydrase II,759.0,816.0,230.0,54.0,638.0,486.0,728.0,585.0,282.0,574.0,432.0
Peptidyl-prolyl cis-trans isomerase FKBP5,989.0,3.0,9.0,211.0,992.0,222.0,914.0,7.0,973.0,45.0,790.0
Retinoic acid receptor alpha,669.0,321.0,791.0,330.0,48.0,802.0,419.0,813.0,931.0,516.0,186.0
Dopamine D1 receptor,36.0,398.0,202.0,971.0,15.0,973.0,315.0,980.0,924.0,966.0,979.0
Estrogen receptor alpha,232.0,433.0,303.0,538.0,551.0,417.0,494.0,494.0,400.0,327.0,545.0
Retinoid X receptor alpha,157.0,557.0,820.0,738.0,945.0,188.0,164.0,376.0,218.0,220.0,276.0
Ceramide glucosyltransferase,996.0,702.0,162.0,27.0,993.0,237.0,735.0,69.0,455.0,106.0,513.0
Ephrin type-A receptor 2,561.0,73.0,546.0,524.0,114.0,129.0,180.0,496.0,919.0,710.0,356.0
Thromboxane A2 receptor,164.0,400.0,559.0,975.0,401.0,455.0,892.0,769.0,314.0,362.0,624.0
Sodium channel protein type IV alpha subunit,963.0,907.0,671.0,41.0,946.0,690.0,858.0,17.0,538.0,925.0,195.0
Tyrosine-protein kinase YES,709.0,998.0,881.0,62.0,7.0,874.0,101.0,993.0,31.0,856.0,6.0
Progesterone receptor,15.0,955.0,921.0,825.0,3.0,945.0,516.0,427.0,384.0,943.0,868.0
Fatty acid binding protein adipocyte,137.0,66.0,674.0,381.0,124.0,689.0,556.0,942.0,768.0,586.0,699.0
Macrophage migration inhibitory factor,893.0,2.0,8.0,633.0,1000.0,28.0,657.0,571.0,573.0,40.0,696.0
Trypsin I,253.0,950.0,892.0,350.0,487.0,278.0,162.0,280.0,144.0,973.0,171.0
Beta-2 adrenergic receptor,7.0,972.0,749.0,984.0,54.0,911.0,468.0,585.0,176.0,543.0,663.0
C-X-C chemokine receptor type 4,994.0,0.0,204.0,90.0,985.0,68.0,696.0,118.0,534.0,41.0,574.0
Cyclin T1,649.0,977.0,751.0,53.0,822.0,717.0,859.0,7.0,421.0,267.0,862.0
Muscarinic acetylcholine receptor M2,988.0,723.0,1.0,334.0,942.0,431.0,615.0,748.0,776.0,125.0,397.0
Beta-1 adrenergic receptor,52.0,6.0,726.0,970.0,506.0,203.0,88.0,482.0,796.0,258.0,562.0
Serotonin 1a (5-HT1a) receptor,977.0,343.0,201.0,27.0,971.0,3.0,486.0,191.0,480.0,26.0,52.0
Kynurenine 3-monooxygenase,43.0,988.0,841.0,706.0,6.0,980.0,399.0,996.0,114.0,976.0,471.0
"Glutaminase kidney isoform, mitochondrial",161.0,4.0,821.0,946.0,97.0,705.0,319.0,692.0,929.0,761.0,856.0
Serine/threonine-protein kinase PIM1,310.0,817.0,548.0,423.0,407.0,767.0,250.0,390.0,346.0,858.0,436.0
Tyrosine-protein kinase JAK3,79.0,970.0,187.0,964.0,112.0,923.0,465.0,682.0,243.0,895.0,936.0
Arachidonate 5-lipoxygenase,787.0,716.0,979.0,215.0,156.0,259.0,679.0,199.0,739.0,221.0,62.0
ATPase family AAA domain-containing protein 2,933.0,1.0,442.0,33.0,894.0,1.0,310.0,877.0,239.0,88.0,40.0
Muscarinic acetylcholine receptor M1,42.0,454.0,878.0,988.0,645.0,492.0,414.0,368.0,649.0,451.0,827.0
Tyrosyl-DNA phosphodiesterase 2,252.0,548.0,114.0,732.0,553.0,794.0,873.0,472.0,204.0,102.0,962.0
Dopamine D2 receptor,996.0,11.0,249.0,4.0,487.0,283.0,316.0,913.0,676.0,900.0,131.0
Beta-glucocerebrosidase,312.0,832.0,676.0,493.0,311.0,929.0,550.0,390.0,658.0,139.0,709.0
Cannabinoid CB1 receptor,36.0,988.0,943.0,906.0,120.0,956.0,325.0,439.0,373.0,971.0,252.0
Serine/threonine-protein kinase Aurora-B,529.0,619.0,690.0,839.0,294.0,371.0,113.0,395.0,741.0,708.0,115.0
Histone-lysine N-methyltransferase EZH2,950.0,93.0,33.0,69.0,984.0,26.0,843.0,175.0,613.0,177.0,693.0
Dopamine D4 receptor,621.0,975.0,559.0,621.0,353.0,525.0,681.0,290.0,678.0,255.0,120.0
Acetylcholinesterase,929.0,354.0,9.0,145.0,876.0,802.0,978.0,370.0,661.0,517.0,977.0
Motilin receptor,94.0,772.0,220.0,970.0,176.0,876.0,308.0,742.0,355.0,917.0,831.0
MAP kinase-activated protein kinase 2,300.0,820.0,962.0,249.0,24.0,847.0,495.0,973.0,114.0,805.0,421.0
Cyclooxygenase-1,794.0,18.0,89.0,334.0,981.0,465.0,754.0,365.0,731.0,199.0,891.0
Norepinephrine transporter,454.0,933.0,982.0,341.0,284.0,278.0,143.0,316.0,445.0,772.0,104.0
Alpha-1d adrenergic receptor,932.0,241.0,878.0,150.0,308.0,426.0,288.0,262.0,922.0,109.0,128.0
Serotonin 2a (5-HT2a) receptor,342.0,478.0,953.0,288.0,56.0,425.0,217.0,679.0,481.0,888.0,116.0
Anandamide amidohydrolase,697.0,5.0,22.0,115.0,992.0,84.0,382.0,330.0,935.0,114.0,634.0
Aldehyde reductase,104.0,977.0,402.0,964.0,417.0,310.0,891.0,249.0,21.0,937.0,868.0
Serotonin 2c (5-HT2c) receptor,453.0,870.0,180.0,862.0,737.0,841.0,713.0,264.0,343.0,39.0,703.0
Tyrosine-protein kinase BLK,417.0,97.0,132.0,518.0,418.0,547.0,318.0,965.0,681.0,507.0,944.0
Dipeptidyl peptidase I,118.0,844.0,738.0,975.0,602.0,610.0,572.0,52.0,648.0,769.0,142.0
Adenosine A1 receptor,165.0,624.0,374.0,475.0,696.0,171.0,127.0,780.0,88.0,704.0,205.0
Acyl coenzyme A:cholesterol acyltransferase,471.0,664.0,261.0,422.0,27.0,903.0,880.0,937.0,110.0,204.0,951.0
Type-1 angiotensin II receptor,945.0,3.0,19.0,548.0,993.0,278.0,876.0,285.0,838.0,60.0,946.0
Sphingosine 1-phosphate receptor Edg-8,872.0,740.0,109.0,78.0,847.0,621.0,792.0,33.0,769.0,118.0,695.0
c-Jun N-terminal kinase 1,30.0,626.0,989.0,636.0,100.0,148.0,138.0,490.0,207.0,668.0,121.0
Serotonin transporter,936.0,299.0,918.0,33.0,947.0,60.0,67.0,399.0,224.0,748.0,22.0
ADAMTS5,184.0,872.0,766.0,704.0,65.0,395.0,496.0,949.0,57.0,892.0,513.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,527.0,151.0,148.0,570.0,890.0,137.0,702.0,15.0,974.0,88.0,860.0
Alpha-1a adrenergic receptor,103.0,982.0,992.0,804.0,5.0,996.0,195.0,980.0,785.0,896.0,560.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,961.0,361.0,522.0,2.0,835.0,110.0,311.0,321.0,307.0,616.0,23.0
Cyclooxygenase-2,62.0,1000.0,886.0,980.0,152.0,928.0,527.0,422.0,179.0,955.0,143.0
Voltage-gated potassium channel subunit Kv1.1,499.0,79.0,585.0,347.0,799.0,278.0,458.0,745.0,230.0,298.0,519.0
Histamine H1 receptor,482.0,104.0,597.0,453.0,200.0,269.0,519.0,659.0,628.0,837.0,638.0
ADAMTS4,82.0,841.0,684.0,783.0,49.0,936.0,178.0,992.0,68.0,814.0,719.0
Alpha-1b adrenergic receptor,990.0,539.0,541.0,154.0,695.0,264.0,770.0,160.0,836.0,188.0,418.0
Potassium channel subfamily K member 3,115.0,839.0,932.0,518.0,19.0,944.0,796.0,351.0,848.0,809.0,825.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",606.0,660.0,111.0,238.0,798.0,473.0,472.0,495.0,649.0,449.0,169.0
Carbonic anhydrase VII,823.0,18.0,18.0,653.0,968.0,87.0,406.0,296.0,559.0,230.0,717.0
Neurokinin 2 receptor,927.0,645.0,9.0,418.0,524.0,470.0,874.0,852.0,607.0,386.0,901.0
Mu opioid receptor,102.0,995.0,281.0,982.0,661.0,412.0,650.0,261.0,45.0,437.0,394.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",294.0,499.0,833.0,511.0,322.0,484.0,360.0,200.0,651.0,213.0,372.0
Caspase-3,562.0,6.0,7.0,509.0,997.0,405.0,581.0,1.0,819.0,43.0,812.0
Lysosomal Pro-X carboxypeptidase,434.0,40.0,957.0,296.0,26.0,713.0,621.0,989.0,520.0,551.0,142.0
Glycine transporter 1,426.0,136.0,886.0,624.0,854.0,147.0,336.0,44.0,722.0,739.0,513.0
Dopamine D3 receptor,64.0,963.0,982.0,833.0,0.0,890.0,207.0,952.0,503.0,889.0,492.0
Serine/threonine-protein kinase Sgk1,822.0,278.0,291.0,436.0,999.0,207.0,813.0,124.0,115.0,183.0,261.0
Ribosomal protein S6 kinase alpha 3,768.0,264.0,28.0,86.0,971.0,501.0,648.0,783.0,285.0,77.0,918.0
Peroxisome proliferator-activated receptor gamma,309.0,526.0,359.0,745.0,437.0,200.0,125.0,917.0,725.0,478.0,225.0
Delta opioid receptor,979.0,475.0,956.0,48.0,859.0,317.0,390.0,87.0,597.0,109.0,193.0
Hypoxanthine-guanine phosphoribosyltransferase,53.0,996.0,863.0,948.0,4.0,941.0,379.0,682.0,165.0,783.0,817.0
Kappa opioid receptor,9.0,903.0,998.0,982.0,18.0,977.0,635.0,792.0,540.0,847.0,767.0
C5a anaphylatoxin chemotactic receptor,645.0,299.0,74.0,858.0,803.0,82.0,541.0,70.0,853.0,967.0,858.0
Dual specificity phosphatase Cdc25C,900.0,155.0,247.0,39.0,728.0,873.0,657.0,210.0,910.0,337.0,155.0
Dopamine transporter,909.0,28.0,744.0,39.0,188.0,272.0,284.0,895.0,764.0,732.0,86.0
Peroxisome proliferator-activated receptor alpha,493.0,723.0,397.0,829.0,305.0,931.0,523.0,416.0,855.0,479.0,672.0
HERG,668.0,182.0,278.0,36.0,822.0,169.0,596.0,731.0,125.0,122.0,476.0
Epoxide hydratase,591.0,614.0,47.0,855.0,994.0,35.0,773.0,7.0,418.0,567.0,307.0
Phosphodiesterase 3A,123.0,562.0,896.0,190.0,26.0,761.0,63.0,830.0,552.0,917.0,381.0
C-C chemokine receptor type 1,395.0,57.0,255.0,173.0,717.0,356.0,347.0,820.0,235.0,67.0,777.0
