,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Corticotropin releasing factor receptor 1,859.0,980.0,660.0,873.0,637.0,457.0,759.0,55.0,120.0,96.0,36.0
Plasminogen,4.0,531.0,175.0,259.0,228.0,638.0,80.0,946.0,859.0,502.0,385.0
Leukocyte adhesion glycoprotein LFA-1 alpha,21.0,500.0,895.0,914.0,49.0,659.0,681.0,684.0,469.0,436.0,931.0
Somatostatin receptor 2,991.0,536.0,72.0,1.0,198.0,242.0,249.0,978.0,391.0,45.0,40.0
DNA topoisomerase II alpha,0.0,18.0,185.0,983.0,11.0,788.0,575.0,999.0,509.0,975.0,649.0
Angiotensin-converting enzyme,38.0,422.0,990.0,210.0,983.0,4.0,4.0,292.0,703.0,157.0,0.0
Prostanoid EP1 receptor,924.0,962.0,36.0,237.0,353.0,909.0,717.0,0.0,675.0,783.0,1000.0
Muscarinic acetylcholine receptor M4,225.0,161.0,381.0,698.0,421.0,821.0,167.0,993.0,256.0,502.0,0.0
Inosine-5'-monophosphate dehydrogenase 1,996.0,947.0,157.0,15.0,332.0,449.0,393.0,279.0,301.0,96.0,137.0
Receptor protein-tyrosine kinase erbB-2,174.0,537.0,776.0,995.0,971.0,138.0,371.0,384.0,688.0,437.0,111.0
TNF-alpha,7.0,404.0,166.0,941.0,151.0,825.0,957.0,915.0,806.0,805.0,797.0
Phosphodiesterase 5A,860.0,392.0,557.0,281.0,819.0,185.0,93.0,525.0,165.0,925.0,133.0
Histone deacetylase 3,44.0,129.0,577.0,901.0,42.0,687.0,599.0,978.0,647.0,325.0,273.0
Serotonin 2b (5-HT2b) receptor,439.0,467.0,961.0,897.0,426.0,299.0,630.0,425.0,445.0,308.0,137.0
Thromboxane-A synthase,948.0,790.0,574.0,748.0,4.0,869.0,690.0,357.0,723.0,672.0,990.0
Prostanoid EP4 receptor,371.0,201.0,2.0,161.0,2.0,398.0,524.0,973.0,983.0,453.0,910.0
Tyrosine-protein kinase FYN,994.0,951.0,718.0,66.0,1000.0,661.0,13.0,1.0,178.0,513.0,14.0
Macrophage colony stimulating factor  receptor,495.0,337.0,68.0,730.0,834.0,467.0,438.0,614.0,794.0,99.0,565.0
Dopamine D5 receptor,848.0,203.0,929.0,985.0,4.0,146.0,991.0,970.0,266.0,867.0,981.0
Somatostatin receptor 4,947.0,862.0,704.0,993.0,960.0,540.0,924.0,16.0,6.0,356.0,157.0
Gonadotropin-releasing hormone receptor,999.0,15.0,202.0,0.0,219.0,231.0,735.0,851.0,499.0,865.0,310.0
Steroid 5-alpha-reductase 2,0.0,28.0,982.0,184.0,989.0,399.0,29.0,799.0,46.0,882.0,158.0
Voltage-gated T-type calcium channel alpha-1H subunit,9.0,96.0,933.0,668.0,889.0,199.0,164.0,855.0,359.0,158.0,210.0
Thyroid hormone receptor alpha,940.0,940.0,505.0,7.0,779.0,836.0,940.0,139.0,804.0,802.0,999.0
4-hydroxyphenylpyruvate dioxygenase,136.0,580.0,126.0,107.0,532.0,221.0,51.0,744.0,478.0,142.0,34.0
Tyrosine-protein kinase ABL,839.0,184.0,83.0,190.0,796.0,931.0,716.0,514.0,365.0,860.0,467.0
Histone deacetylase 6,698.0,878.0,997.0,999.0,110.0,248.0,622.0,259.0,32.0,45.0,181.0
Alpha-2a adrenergic receptor,976.0,757.0,43.0,47.0,543.0,629.0,557.0,166.0,730.0,125.0,947.0
Vascular endothelial growth factor receptor 1,24.0,407.0,802.0,978.0,761.0,57.0,646.0,660.0,942.0,48.0,172.0
Androgen Receptor,664.0,980.0,27.0,91.0,979.0,984.0,331.0,3.0,915.0,956.0,790.0
Tissue-type plasminogen activator,994.0,422.0,21.0,0.0,405.0,313.0,304.0,462.0,769.0,706.0,264.0
Serotonin 4 (5-HT4) receptor,382.0,15.0,733.0,912.0,5.0,884.0,281.0,915.0,632.0,996.0,947.0
Calcium sensing receptor,128.0,646.0,928.0,935.0,129.0,246.0,455.0,795.0,908.0,26.0,438.0
Prostanoid EP2 receptor,645.0,819.0,83.0,486.0,381.0,120.0,788.0,905.0,38.0,722.0,203.0
Neuronal acetylcholine receptor protein alpha-4 subunit,0.0,570.0,247.0,886.0,83.0,818.0,202.0,899.0,967.0,274.0,22.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",869.0,164.0,344.0,2.0,347.0,565.0,914.0,890.0,289.0,668.0,999.0
Vasopressin V1a receptor,96.0,531.0,796.0,542.0,18.0,404.0,417.0,740.0,906.0,654.0,230.0
Glutamate carboxypeptidase II,992.0,814.0,225.0,794.0,123.0,839.0,906.0,384.0,286.0,66.0,850.0
Serotonin 1b (5-HT1b) receptor,995.0,913.0,926.0,147.0,992.0,337.0,810.0,89.0,128.0,5.0,367.0
Serotonin 3a (5-HT3a) receptor,984.0,463.0,263.0,10.0,1000.0,220.0,141.0,40.0,54.0,472.0,305.0
Aldose reductase,2.0,733.0,738.0,942.0,897.0,695.0,482.0,85.0,835.0,751.0,267.0
Cholecystokinin A receptor,999.0,990.0,44.0,991.0,5.0,652.0,859.0,175.0,519.0,564.0,869.0
FK506-binding protein 1A,3.0,796.0,975.0,1000.0,1000.0,243.0,174.0,0.0,130.0,486.0,870.0
GABA transporter 1,61.0,221.0,597.0,953.0,46.0,984.0,722.0,983.0,551.0,983.0,894.0
Glutamate [NMDA] receptor subunit epsilon 2,463.0,583.0,415.0,71.0,321.0,625.0,78.0,808.0,210.0,233.0,172.0
Serine/threonine-protein kinase RAF,999.0,145.0,99.0,1.0,428.0,77.0,285.0,775.0,908.0,147.0,64.0
Aminopeptidase N,571.0,410.0,433.0,494.0,46.0,439.0,432.0,952.0,609.0,292.0,268.0
Cytochrome P450 11B1,0.0,62.0,898.0,998.0,344.0,257.0,597.0,842.0,367.0,904.0,777.0
Mitogen-activated protein kinase kinase kinase 12,427.0,764.0,783.0,943.0,330.0,448.0,625.0,441.0,505.0,891.0,296.0
Platelet-derived growth factor receptor beta,939.0,544.0,13.0,158.0,999.0,850.0,404.0,0.0,170.0,918.0,737.0
Butyrylcholinesterase,488.0,742.0,364.0,753.0,36.0,515.0,849.0,986.0,119.0,419.0,133.0
Alpha-2c adrenergic receptor,85.0,375.0,505.0,10.0,201.0,398.0,158.0,943.0,944.0,63.0,251.0
Somatostatin receptor 1,792.0,1.0,879.0,15.0,590.0,498.0,682.0,563.0,216.0,777.0,876.0
Voltage-gated calcium channel alpha2/delta subunit 1,724.0,518.0,622.0,763.0,19.0,266.0,870.0,895.0,381.0,865.0,180.0
Vasopressin V1b receptor,961.0,652.0,862.0,820.0,559.0,600.0,124.0,455.0,122.0,615.0,164.0
Protoporphyrinogen oxidase,545.0,79.0,845.0,490.0,33.0,533.0,845.0,908.0,635.0,823.0,918.0
Xanthine dehydrogenase,341.0,686.0,7.0,3.0,984.0,91.0,183.0,6.0,995.0,865.0,774.0
Aldehyde dehydrogenase,848.0,971.0,39.0,659.0,4.0,858.0,925.0,806.0,955.0,108.0,970.0
Stem cell growth factor receptor,141.0,308.0,955.0,495.0,998.0,683.0,123.0,529.0,15.0,47.0,124.0
Histone deacetylase 2,991.0,858.0,227.0,767.0,962.0,728.0,156.0,61.0,608.0,312.0,215.0
Lysine-specific demethylase 2A,643.0,312.0,155.0,2.0,997.0,280.0,724.0,4.0,966.0,103.0,856.0
Histamine H2 receptor,637.0,739.0,956.0,18.0,888.0,230.0,84.0,503.0,88.0,707.0,14.0
Alpha-2b adrenergic receptor,42.0,51.0,952.0,686.0,11.0,584.0,690.0,565.0,603.0,994.0,963.0
Neprilysin,999.0,548.0,905.0,952.0,173.0,213.0,948.0,80.0,61.0,672.0,975.0
Melatonin receptor 1A,41.0,346.0,256.0,21.0,181.0,513.0,295.0,950.0,292.0,362.0,314.0
Melatonin receptor 1B,963.0,141.0,970.0,322.0,814.0,166.0,284.0,168.0,11.0,593.0,100.0
Thyroid hormone receptor beta-1,800.0,29.0,245.0,943.0,115.0,129.0,948.0,962.0,989.0,687.0,989.0
Cyclophilin A,736.0,889.0,899.0,906.0,17.0,428.0,707.0,835.0,551.0,57.0,459.0
Monoamine oxidase A,36.0,693.0,17.0,1.0,998.0,968.0,581.0,32.0,86.0,67.0,948.0
Thymidylate synthase,994.0,995.0,359.0,1000.0,944.0,849.0,597.0,0.0,333.0,590.0,119.0
Vascular endothelial growth factor receptor 3,2.0,982.0,731.0,927.0,329.0,707.0,122.0,713.0,853.0,123.0,124.0
Insulin-like growth factor I receptor,35.0,472.0,16.0,500.0,851.0,492.0,716.0,585.0,277.0,621.0,915.0
Dihydroorotate dehydrogenase,253.0,2.0,705.0,928.0,43.0,474.0,105.0,989.0,861.0,940.0,155.0
Epoxide hydrolase 1,267.0,133.0,395.0,41.0,0.0,476.0,974.0,951.0,123.0,948.0,953.0
Sulfonylurea receptor 2,86.0,15.0,149.0,380.0,884.0,92.0,602.0,850.0,861.0,822.0,49.0
Tyrosine-protein kinase receptor FLT3,910.0,996.0,355.0,592.0,966.0,372.0,435.0,8.0,219.0,3.0,177.0
Vitamin D receptor,293.0,821.0,881.0,958.0,117.0,590.0,202.0,805.0,514.0,68.0,76.0
Cytochrome P450 19A1,1.0,467.0,857.0,1000.0,416.0,875.0,167.0,897.0,657.0,607.0,464.0
Sodium channel protein type V alpha subunit,1000.0,123.0,456.0,0.0,0.0,481.0,189.0,930.0,864.0,413.0,65.0
Insulin receptor,2.0,110.0,936.0,270.0,301.0,364.0,23.0,835.0,438.0,924.0,84.0
Serotonin 1d (5-HT1d) receptor,997.0,560.0,44.0,67.0,845.0,365.0,939.0,260.0,455.0,465.0,893.0
Glucagon receptor,995.0,919.0,411.0,24.0,956.0,856.0,934.0,327.0,162.0,932.0,904.0
Inhibitor of nuclear factor kappa B kinase beta subunit,742.0,140.0,776.0,19.0,339.0,279.0,475.0,522.0,815.0,828.0,964.0
DNA (cytosine-5)-methyltransferase 1,1000.0,51.0,267.0,9.0,724.0,10.0,969.0,2.0,53.0,827.0,983.0
Mineralocorticoid receptor,51.0,736.0,314.0,998.0,933.0,693.0,828.0,15.0,584.0,84.0,873.0
Prostanoid IP receptor,128.0,972.0,320.0,203.0,76.0,923.0,157.0,964.0,975.0,111.0,61.0
Equilibrative nucleoside transporter 1,139.0,542.0,876.0,973.0,400.0,383.0,398.0,42.0,673.0,774.0,462.0
Plasma kallikrein,748.0,456.0,543.0,95.0,5.0,269.0,317.0,1000.0,391.0,75.0,94.0
Purinergic receptor P2Y12,791.0,65.0,859.0,840.0,987.0,63.0,515.0,152.0,39.0,484.0,3.0
Inosine-5'-monophosphate dehydrogenase 2,2.0,194.0,34.0,485.0,268.0,971.0,306.0,907.0,991.0,719.0,343.0
Retinoic acid receptor gamma,0.0,890.0,939.0,1000.0,517.0,675.0,113.0,844.0,320.0,119.0,25.0
Platelet-derived growth factor receptor alpha,899.0,662.0,186.0,0.0,953.0,83.0,76.0,125.0,768.0,312.0,27.0
Isocitrate dehydrogenase [NADP] cytoplasmic,999.0,996.0,75.0,856.0,66.0,960.0,818.0,59.0,758.0,361.0,994.0
Retinoic acid receptor beta,27.0,363.0,726.0,327.0,23.0,337.0,499.0,990.0,476.0,173.0,489.0
C-X-C chemokine receptor type 7,752.0,373.0,823.0,846.0,737.0,276.0,908.0,572.0,27.0,745.0,887.0
Nociceptin receptor,38.0,48.0,630.0,1000.0,976.0,874.0,66.0,78.0,845.0,685.0,102.0
Coagulation factor IX,1000.0,897.0,41.0,95.0,961.0,469.0,923.0,0.0,311.0,935.0,944.0
Dihydrofolate reductase,6.0,408.0,438.0,964.0,424.0,833.0,463.0,751.0,783.0,325.0,682.0
Niemann-Pick C1-like protein 1,76.0,462.0,212.0,568.0,16.0,699.0,834.0,987.0,21.0,678.0,698.0
Somatostatin receptor 3,437.0,101.0,858.0,20.0,140.0,11.0,757.0,968.0,139.0,539.0,725.0
Epidermal growth factor receptor erbB1,351.0,998.0,142.0,967.0,570.0,955.0,598.0,26.0,871.0,577.0,800.0
Glucocorticoid receptor,387.0,519.0,75.0,339.0,31.0,644.0,326.0,981.0,992.0,406.0,686.0
Muscarinic acetylcholine receptor M5,643.0,36.0,384.0,169.0,470.0,371.0,493.0,991.0,370.0,663.0,180.0
Monoamine oxidase B,38.0,28.0,809.0,108.0,997.0,152.0,591.0,250.0,157.0,789.0,931.0
Thrombin,210.0,439.0,993.0,167.0,949.0,328.0,13.0,536.0,87.0,100.0,0.0
Tyrosine-protein kinase receptor RET,844.0,594.0,944.0,754.0,841.0,259.0,351.0,14.0,144.0,177.0,167.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",996.0,944.0,93.0,97.0,47.0,855.0,519.0,475.0,748.0,647.0,878.0
Bile acid receptor FXR,3.0,44.0,148.0,151.0,148.0,193.0,157.0,993.0,986.0,601.0,255.0
Oxytocin receptor,242.0,385.0,342.0,935.0,186.0,833.0,923.0,468.0,810.0,815.0,980.0
Carbonic anhydrase II,842.0,117.0,870.0,114.0,983.0,137.0,104.0,99.0,115.0,414.0,43.0
Peptidyl-prolyl cis-trans isomerase FKBP5,450.0,50.0,675.0,29.0,16.0,179.0,524.0,994.0,470.0,428.0,712.0
Retinoic acid receptor alpha,241.0,208.0,628.0,818.0,282.0,89.0,125.0,976.0,317.0,351.0,2.0
Dopamine D1 receptor,373.0,926.0,869.0,940.0,984.0,922.0,863.0,1.0,210.0,775.0,675.0
Estrogen receptor alpha,104.0,657.0,105.0,999.0,422.0,963.0,970.0,246.0,989.0,747.0,995.0
Retinoid X receptor alpha,1000.0,986.0,50.0,0.0,833.0,267.0,287.0,13.0,492.0,10.0,442.0
Ceramide glucosyltransferase,1.0,42.0,950.0,986.0,17.0,239.0,286.0,993.0,277.0,837.0,839.0
Ephrin type-A receptor 2,359.0,937.0,411.0,987.0,724.0,488.0,848.0,151.0,615.0,87.0,761.0
Thromboxane A2 receptor,999.0,641.0,177.0,377.0,670.0,375.0,805.0,101.0,95.0,220.0,39.0
Sodium channel protein type IV alpha subunit,373.0,473.0,307.0,29.0,323.0,821.0,418.0,537.0,817.0,881.0,534.0
Tyrosine-protein kinase YES,4.0,563.0,757.0,272.0,738.0,888.0,206.0,251.0,532.0,508.0,879.0
Progesterone receptor,597.0,680.0,367.0,7.0,375.0,123.0,332.0,816.0,274.0,443.0,67.0
Fatty acid binding protein adipocyte,0.0,113.0,837.0,505.0,854.0,251.0,380.0,600.0,314.0,541.0,851.0
Macrophage migration inhibitory factor,1000.0,959.0,6.0,967.0,47.0,639.0,962.0,356.0,43.0,287.0,994.0
Trypsin I,758.0,109.0,704.0,685.0,991.0,127.0,601.0,67.0,367.0,664.0,117.0
Beta-2 adrenergic receptor,894.0,421.0,136.0,133.0,991.0,236.0,44.0,299.0,78.0,184.0,91.0
C-X-C chemokine receptor type 4,26.0,682.0,750.0,415.0,885.0,828.0,940.0,101.0,513.0,864.0,829.0
Cyclin T1,329.0,13.0,934.0,962.0,0.0,607.0,766.0,999.0,572.0,812.0,251.0
Muscarinic acetylcholine receptor M2,1.0,910.0,172.0,811.0,431.0,945.0,214.0,525.0,991.0,651.0,231.0
Beta-1 adrenergic receptor,124.0,800.0,893.0,40.0,278.0,215.0,72.0,941.0,779.0,282.0,703.0
Serotonin 1a (5-HT1a) receptor,73.0,60.0,222.0,847.0,430.0,625.0,319.0,583.0,731.0,968.0,730.0
Kynurenine 3-monooxygenase,1000.0,861.0,933.0,856.0,255.0,552.0,660.0,579.0,866.0,58.0,380.0
"Glutaminase kidney isoform, mitochondrial",525.0,43.0,303.0,15.0,946.0,23.0,7.0,455.0,148.0,802.0,4.0
Serine/threonine-protein kinase PIM1,980.0,463.0,334.0,134.0,978.0,246.0,719.0,144.0,2.0,714.0,358.0
Tyrosine-protein kinase JAK3,622.0,665.0,53.0,969.0,99.0,923.0,897.0,606.0,960.0,889.0,672.0
Arachidonate 5-lipoxygenase,998.0,231.0,335.0,118.0,33.0,269.0,998.0,848.0,801.0,152.0,1000.0
ATPase family AAA domain-containing protein 2,998.0,984.0,675.0,222.0,727.0,657.0,669.0,3.0,553.0,13.0,641.0
Muscarinic acetylcholine receptor M1,241.0,51.0,702.0,968.0,35.0,302.0,787.0,986.0,11.0,685.0,594.0
Tyrosyl-DNA phosphodiesterase 2,1.0,671.0,885.0,997.0,950.0,523.0,182.0,311.0,687.0,155.0,56.0
Dopamine D2 receptor,4.0,27.0,910.0,986.0,3.0,939.0,268.0,999.0,173.0,771.0,200.0
Beta-glucocerebrosidase,212.0,639.0,251.0,0.0,825.0,98.0,153.0,831.0,503.0,60.0,195.0
Cannabinoid CB1 receptor,61.0,583.0,476.0,820.0,987.0,219.0,96.0,0.0,886.0,806.0,509.0
Serine/threonine-protein kinase Aurora-B,1000.0,958.0,28.0,81.0,350.0,696.0,603.0,53.0,687.0,857.0,564.0
Histone-lysine N-methyltransferase EZH2,149.0,745.0,497.0,974.0,64.0,907.0,901.0,463.0,767.0,870.0,946.0
Dopamine D4 receptor,51.0,304.0,535.0,823.0,994.0,433.0,406.0,224.0,380.0,431.0,829.0
Acetylcholinesterase,1000.0,952.0,212.0,42.0,388.0,702.0,151.0,12.0,627.0,440.0,269.0
Motilin receptor,49.0,101.0,896.0,683.0,758.0,365.0,82.0,808.0,201.0,405.0,29.0
MAP kinase-activated protein kinase 2,41.0,304.0,926.0,922.0,440.0,704.0,699.0,863.0,133.0,190.0,849.0
Cyclooxygenase-1,90.0,238.0,705.0,982.0,380.0,519.0,877.0,418.0,414.0,748.0,772.0
Norepinephrine transporter,987.0,697.0,149.0,22.0,139.0,173.0,459.0,625.0,527.0,371.0,56.0
Alpha-1d adrenergic receptor,869.0,49.0,379.0,0.0,370.0,745.0,36.0,911.0,631.0,639.0,223.0
Serotonin 2a (5-HT2a) receptor,997.0,830.0,387.0,170.0,667.0,261.0,401.0,24.0,805.0,695.0,159.0
Anandamide amidohydrolase,418.0,843.0,449.0,687.0,787.0,422.0,912.0,618.0,209.0,133.0,953.0
Aldehyde reductase,196.0,956.0,1000.0,994.0,978.0,266.0,814.0,22.0,18.0,95.0,883.0
Serotonin 2c (5-HT2c) receptor,62.0,474.0,287.0,967.0,98.0,148.0,759.0,930.0,617.0,633.0,444.0
Tyrosine-protein kinase BLK,833.0,996.0,74.0,423.0,60.0,756.0,292.0,615.0,726.0,242.0,64.0
Dipeptidyl peptidase I,11.0,192.0,455.0,897.0,952.0,438.0,576.0,285.0,805.0,395.0,785.0
Adenosine A1 receptor,953.0,206.0,507.0,101.0,173.0,131.0,397.0,337.0,527.0,180.0,249.0
Acyl coenzyme A:cholesterol acyltransferase,436.0,388.0,905.0,981.0,542.0,75.0,960.0,674.0,228.0,389.0,987.0
Type-1 angiotensin II receptor,428.0,294.0,734.0,746.0,32.0,907.0,723.0,989.0,218.0,324.0,27.0
Sphingosine 1-phosphate receptor Edg-8,0.0,710.0,58.0,858.0,1000.0,543.0,91.0,187.0,960.0,50.0,163.0
c-Jun N-terminal kinase 1,16.0,353.0,359.0,730.0,496.0,931.0,556.0,491.0,875.0,947.0,245.0
Serotonin transporter,950.0,277.0,903.0,54.0,605.0,796.0,588.0,323.0,95.0,972.0,663.0
ADAMTS5,998.0,196.0,381.0,193.0,37.0,315.0,525.0,786.0,177.0,466.0,640.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,994.0,170.0,127.0,142.0,36.0,562.0,730.0,127.0,772.0,924.0,986.0
Alpha-1a adrenergic receptor,996.0,770.0,649.0,404.0,366.0,86.0,218.0,112.0,547.0,563.0,466.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,287.0,464.0,379.0,30.0,980.0,556.0,103.0,149.0,876.0,718.0,350.0
Cyclooxygenase-2,21.0,454.0,404.0,184.0,158.0,677.0,983.0,841.0,537.0,470.0,991.0
Voltage-gated potassium channel subunit Kv1.1,94.0,354.0,968.0,413.0,46.0,720.0,296.0,979.0,0.0,513.0,41.0
Histamine H1 receptor,1000.0,970.0,335.0,976.0,0.0,771.0,984.0,905.0,777.0,81.0,946.0
ADAMTS4,0.0,816.0,42.0,134.0,993.0,639.0,10.0,54.0,933.0,711.0,54.0
Alpha-1b adrenergic receptor,692.0,116.0,878.0,750.0,72.0,427.0,653.0,883.0,153.0,432.0,737.0
Potassium channel subfamily K member 3,857.0,51.0,257.0,151.0,995.0,114.0,912.0,19.0,667.0,947.0,982.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0.0,457.0,369.0,973.0,7.0,848.0,99.0,995.0,960.0,648.0,56.0
Carbonic anhydrase VII,718.0,67.0,820.0,689.0,951.0,54.0,331.0,277.0,103.0,440.0,41.0
Neurokinin 2 receptor,991.0,523.0,551.0,316.0,984.0,216.0,721.0,17.0,2.0,598.0,158.0
Mu opioid receptor,140.0,547.0,654.0,937.0,102.0,645.0,396.0,694.0,563.0,425.0,671.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",22.0,628.0,64.0,685.0,716.0,765.0,414.0,265.0,966.0,608.0,718.0
Caspase-3,899.0,996.0,327.0,847.0,670.0,905.0,443.0,2.0,680.0,189.0,636.0
Lysosomal Pro-X carboxypeptidase,977.0,671.0,314.0,25.0,28.0,914.0,703.0,858.0,701.0,111.0,955.0
Glycine transporter 1,572.0,194.0,738.0,973.0,762.0,49.0,377.0,899.0,921.0,711.0,107.0
Dopamine D3 receptor,236.0,244.0,942.0,666.0,509.0,347.0,549.0,728.0,518.0,895.0,340.0
Serine/threonine-protein kinase Sgk1,36.0,992.0,76.0,210.0,162.0,722.0,97.0,303.0,864.0,107.0,322.0
Ribosomal protein S6 kinase alpha 3,661.0,455.0,128.0,10.0,954.0,165.0,33.0,960.0,89.0,225.0,11.0
Peroxisome proliferator-activated receptor gamma,690.0,765.0,432.0,193.0,1000.0,135.0,237.0,1.0,86.0,130.0,67.0
Delta opioid receptor,427.0,2.0,830.0,652.0,645.0,568.0,892.0,952.0,708.0,846.0,878.0
Hypoxanthine-guanine phosphoribosyltransferase,977.0,522.0,442.0,17.0,611.0,409.0,629.0,8.0,160.0,646.0,484.0
Kappa opioid receptor,346.0,603.0,305.0,827.0,1.0,593.0,907.0,890.0,234.0,838.0,970.0
C5a anaphylatoxin chemotactic receptor,164.0,964.0,134.0,983.0,765.0,686.0,325.0,224.0,943.0,87.0,356.0
Dual specificity phosphatase Cdc25C,277.0,148.0,933.0,300.0,80.0,613.0,533.0,937.0,568.0,162.0,872.0
Dopamine transporter,1.0,142.0,905.0,191.0,999.0,537.0,32.0,216.0,147.0,722.0,85.0
Peroxisome proliferator-activated receptor alpha,995.0,980.0,66.0,85.0,16.0,476.0,366.0,286.0,897.0,401.0,615.0
HERG,72.0,115.0,959.0,977.0,203.0,412.0,901.0,472.0,799.0,635.0,499.0
Epoxide hydratase,537.0,615.0,519.0,774.0,438.0,922.0,961.0,843.0,20.0,859.0,979.0
Phosphodiesterase 3A,897.0,587.0,155.0,180.0,920.0,603.0,393.0,346.0,899.0,103.0,400.0
