,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Plasminogen,475.0,134.0,246.0,778.0,863.0,86.0,739.0,404.0,863.0,130.0,298.0
Leukocyte adhesion glycoprotein LFA-1 alpha,805.0,820.0,685.0,176.0,713.0,237.0,964.0,592.0,509.0,167.0,204.0
Somatostatin receptor 2,977.0,799.0,969.0,103.0,838.0,587.0,296.0,5.0,204.0,999.0,57.0
DNA topoisomerase II alpha,599.0,459.0,181.0,405.0,206.0,316.0,481.0,737.0,683.0,411.0,438.0
Angiotensin-converting enzyme,414.0,380.0,499.0,267.0,602.0,574.0,971.0,881.0,959.0,12.0,945.0
Prostanoid EP1 receptor,836.0,684.0,809.0,420.0,15.0,80.0,291.0,989.0,8.0,338.0,724.0
Muscarinic acetylcholine receptor M4,804.0,365.0,316.0,262.0,454.0,717.0,541.0,870.0,155.0,368.0,90.0
Inosine-5'-monophosphate dehydrogenase 1,35.0,41.0,174.0,920.0,500.0,322.0,376.0,985.0,224.0,430.0,690.0
Receptor protein-tyrosine kinase erbB-2,595.0,991.0,917.0,748.0,698.0,41.0,172.0,0.0,818.0,525.0,875.0
TNF-alpha,94.0,281.0,893.0,558.0,71.0,782.0,29.0,497.0,702.0,986.0,894.0
Phosphodiesterase 5A,872.0,137.0,524.0,25.0,478.0,849.0,821.0,296.0,623.0,991.0,319.0
Histone deacetylase 3,141.0,407.0,21.0,907.0,767.0,919.0,348.0,876.0,492.0,13.0,384.0
Serotonin 2b (5-HT2b) receptor,105.0,962.0,353.0,911.0,755.0,333.0,876.0,519.0,511.0,0.0,744.0
Thromboxane-A synthase,28.0,44.0,642.0,953.0,953.0,593.0,533.0,53.0,987.0,977.0,911.0
Prostanoid EP4 receptor,482.0,58.0,120.0,105.0,415.0,272.0,585.0,994.0,885.0,66.0,61.0
Tyrosine-protein kinase FYN,805.0,392.0,881.0,872.0,394.0,46.0,672.0,693.0,271.0,165.0,423.0
Macrophage colony stimulating factor  receptor,145.0,270.0,688.0,822.0,280.0,590.0,820.0,968.0,538.0,76.0,532.0
Dopamine D5 receptor,777.0,859.0,495.0,319.0,711.0,567.0,190.0,2.0,161.0,901.0,867.0
Somatostatin receptor 4,538.0,55.0,121.0,380.0,889.0,920.0,630.0,620.0,194.0,243.0,174.0
Gonadotropin-releasing hormone receptor,955.0,859.0,583.0,5.0,454.0,793.0,321.0,742.0,13.0,966.0,208.0
Steroid 5-alpha-reductase 2,832.0,61.0,861.0,703.0,779.0,64.0,712.0,50.0,693.0,506.0,199.0
Voltage-gated T-type calcium channel alpha-1H subunit,798.0,734.0,458.0,13.0,845.0,642.0,357.0,95.0,119.0,930.0,562.0
Thyroid hormone receptor alpha,692.0,745.0,152.0,67.0,23.0,892.0,413.0,960.0,602.0,644.0,177.0
4-hydroxyphenylpyruvate dioxygenase,301.0,558.0,155.0,850.0,390.0,680.0,52.0,161.0,791.0,632.0,210.0
Tyrosine-protein kinase ABL,143.0,952.0,359.0,317.0,207.0,986.0,804.0,726.0,592.0,240.0,700.0
Histone deacetylase 6,458.0,718.0,613.0,997.0,805.0,55.0,513.0,171.0,798.0,345.0,644.0
Alpha-2a adrenergic receptor,285.0,519.0,574.0,999.0,642.0,66.0,174.0,44.0,662.0,559.0,983.0
Vascular endothelial growth factor receptor 1,176.0,140.0,748.0,287.0,637.0,920.0,511.0,302.0,933.0,968.0,522.0
Androgen Receptor,74.0,53.0,742.0,643.0,133.0,637.0,744.0,993.0,391.0,28.0,699.0
Tissue-type plasminogen activator,97.0,97.0,56.0,788.0,94.0,131.0,379.0,899.0,935.0,661.0,916.0
Serotonin 4 (5-HT4) receptor,671.0,189.0,82.0,334.0,751.0,808.0,612.0,655.0,612.0,402.0,213.0
Calcium sensing receptor,553.0,737.0,541.0,588.0,775.0,487.0,691.0,223.0,943.0,106.0,736.0
Prostanoid EP2 receptor,519.0,985.0,993.0,42.0,524.0,457.0,664.0,89.0,128.0,504.0,955.0
Neuronal acetylcholine receptor protein alpha-4 subunit,840.0,204.0,201.0,16.0,935.0,914.0,298.0,14.0,74.0,997.0,26.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",781.0,409.0,419.0,526.0,1.0,559.0,335.0,878.0,638.0,812.0,533.0
Vasopressin V1a receptor,294.0,369.0,738.0,671.0,706.0,493.0,549.0,625.0,543.0,731.0,266.0
Glutamate carboxypeptidase II,201.0,695.0,207.0,781.0,431.0,129.0,184.0,917.0,937.0,288.0,279.0
Serotonin 1b (5-HT1b) receptor,150.0,281.0,345.0,841.0,192.0,318.0,745.0,994.0,372.0,37.0,667.0
Serotonin 3a (5-HT3a) receptor,888.0,322.0,683.0,185.0,741.0,611.0,821.0,639.0,56.0,7.0,422.0
Aldose reductase,20.0,993.0,640.0,959.0,92.0,178.0,203.0,677.0,472.0,350.0,867.0
Cholecystokinin A receptor,538.0,148.0,604.0,326.0,631.0,268.0,628.0,92.0,454.0,969.0,255.0
FK506-binding protein 1A,987.0,820.0,445.0,119.0,168.0,741.0,542.0,376.0,128.0,763.0,284.0
GABA transporter 1,512.0,817.0,750.0,897.0,862.0,298.0,322.0,19.0,444.0,947.0,868.0
Glutamate [NMDA] receptor subunit epsilon 2,593.0,10.0,610.0,87.0,126.0,887.0,575.0,1000.0,81.0,32.0,44.0
Serine/threonine-protein kinase RAF,992.0,984.0,259.0,39.0,190.0,339.0,419.0,524.0,98.0,263.0,147.0
Aminopeptidase N,887.0,37.0,153.0,411.0,832.0,473.0,744.0,986.0,521.0,196.0,273.0
Cytochrome P450 11B1,986.0,818.0,989.0,227.0,897.0,6.0,540.0,0.0,612.0,992.0,883.0
Mitogen-activated protein kinase kinase kinase 12,78.0,358.0,316.0,612.0,926.0,532.0,495.0,926.0,721.0,21.0,87.0
Platelet-derived growth factor receptor beta,78.0,51.0,204.0,907.0,644.0,656.0,736.0,998.0,346.0,6.0,782.0
Butyrylcholinesterase,283.0,340.0,611.0,917.0,328.0,107.0,659.0,217.0,832.0,919.0,831.0
Alpha-2c adrenergic receptor,34.0,961.0,736.0,1000.0,476.0,85.0,675.0,103.0,999.0,15.0,970.0
Somatostatin receptor 1,480.0,938.0,824.0,325.0,722.0,875.0,112.0,0.0,598.0,972.0,747.0
Voltage-gated calcium channel alpha2/delta subunit 1,20.0,33.0,264.0,216.0,730.0,937.0,141.0,288.0,365.0,979.0,304.0
Vasopressin V1b receptor,577.0,715.0,660.0,232.0,756.0,734.0,733.0,342.0,80.0,881.0,369.0
Protoporphyrinogen oxidase,909.0,636.0,307.0,384.0,592.0,278.0,439.0,574.0,198.0,431.0,174.0
Xanthine dehydrogenase,911.0,843.0,477.0,772.0,259.0,70.0,348.0,148.0,377.0,432.0,706.0
Aldehyde dehydrogenase,719.0,305.0,502.0,24.0,437.0,723.0,682.0,936.0,149.0,327.0,476.0
Stem cell growth factor receptor,457.0,783.0,921.0,615.0,149.0,181.0,893.0,726.0,679.0,97.0,395.0
Histone deacetylase 2,920.0,960.0,789.0,404.0,569.0,156.0,104.0,52.0,532.0,794.0,623.0
Lysine-specific demethylase 2A,45.0,1.0,10.0,25.0,518.0,1000.0,912.0,998.0,682.0,650.0,100.0
Histamine H2 receptor,971.0,946.0,713.0,34.0,761.0,466.0,196.0,7.0,32.0,963.0,409.0
Alpha-2b adrenergic receptor,386.0,881.0,996.0,966.0,815.0,269.0,684.0,427.0,735.0,8.0,708.0
Neprilysin,866.0,373.0,84.0,355.0,376.0,216.0,368.0,885.0,682.0,849.0,54.0
Melatonin receptor 1A,111.0,72.0,220.0,823.0,26.0,513.0,122.0,988.0,870.0,647.0,521.0
Melatonin receptor 1B,248.0,824.0,321.0,76.0,677.0,915.0,773.0,117.0,599.0,223.0,506.0
Thyroid hormone receptor beta-1,483.0,420.0,505.0,825.0,262.0,383.0,448.0,364.0,139.0,740.0,717.0
Cyclophilin A,65.0,775.0,667.0,1000.0,63.0,33.0,547.0,423.0,929.0,325.0,981.0
Monoamine oxidase A,341.0,730.0,54.0,785.0,924.0,513.0,113.0,854.0,537.0,767.0,50.0
Thymidylate synthase,18.0,69.0,738.0,449.0,465.0,923.0,291.0,44.0,986.0,907.0,882.0
Vascular endothelial growth factor receptor 3,978.0,125.0,574.0,76.0,846.0,900.0,508.0,164.0,28.0,634.0,131.0
Insulin-like growth factor I receptor,531.0,109.0,135.0,7.0,47.0,971.0,527.0,981.0,195.0,901.0,209.0
Dihydroorotate dehydrogenase,573.0,85.0,54.0,558.0,628.0,207.0,379.0,700.0,276.0,569.0,205.0
Epoxide hydrolase 1,917.0,987.0,753.0,346.0,976.0,1.0,651.0,3.0,100.0,553.0,579.0
Sulfonylurea receptor 2,856.0,151.0,919.0,39.0,663.0,906.0,954.0,849.0,439.0,122.0,100.0
Tyrosine-protein kinase receptor FLT3,157.0,931.0,221.0,989.0,386.0,658.0,913.0,947.0,527.0,16.0,915.0
Vitamin D receptor,580.0,909.0,369.0,690.0,110.0,751.0,289.0,996.0,63.0,10.0,403.0
Cytochrome P450 19A1,382.0,177.0,911.0,273.0,176.0,141.0,558.0,684.0,980.0,154.0,883.0
Sodium channel protein type V alpha subunit,109.0,707.0,856.0,912.0,105.0,219.0,100.0,124.0,706.0,767.0,748.0
Insulin receptor,873.0,822.0,859.0,268.0,899.0,281.0,223.0,6.0,444.0,944.0,607.0
Serotonin 1d (5-HT1d) receptor,265.0,819.0,152.0,993.0,341.0,454.0,733.0,928.0,803.0,19.0,907.0
Glucagon receptor,206.0,22.0,552.0,2.0,422.0,990.0,501.0,417.0,285.0,998.0,20.0
Inhibitor of nuclear factor kappa B kinase beta subunit,718.0,44.0,573.0,85.0,45.0,336.0,265.0,1000.0,168.0,85.0,424.0
DNA (cytosine-5)-methyltransferase 1,325.0,980.0,909.0,987.0,953.0,3.0,897.0,37.0,953.0,44.0,972.0
Mineralocorticoid receptor,89.0,191.0,157.0,743.0,377.0,891.0,306.0,122.0,894.0,760.0,976.0
Prostanoid IP receptor,17.0,887.0,200.0,96.0,939.0,996.0,413.0,11.0,468.0,915.0,706.0
Equilibrative nucleoside transporter 1,611.0,392.0,260.0,871.0,494.0,505.0,424.0,198.0,545.0,989.0,167.0
Plasma kallikrein,659.0,674.0,160.0,855.0,331.0,101.0,973.0,1000.0,675.0,1.0,264.0
Purinergic receptor P2Y12,646.0,38.0,108.0,712.0,923.0,72.0,721.0,776.0,621.0,599.0,436.0
Inosine-5'-monophosphate dehydrogenase 2,453.0,137.0,283.0,299.0,747.0,652.0,83.0,234.0,166.0,987.0,171.0
Retinoic acid receptor gamma,353.0,661.0,671.0,984.0,729.0,378.0,792.0,927.0,313.0,0.0,822.0
Platelet-derived growth factor receptor alpha,714.0,879.0,908.0,215.0,380.0,869.0,303.0,1.0,725.0,984.0,410.0
Isocitrate dehydrogenase [NADP] cytoplasmic,856.0,587.0,953.0,5.0,602.0,283.0,588.0,156.0,333.0,664.0,135.0
Retinoic acid receptor beta,964.0,599.0,518.0,82.0,65.0,70.0,760.0,984.0,154.0,769.0,31.0
C-X-C chemokine receptor type 7,383.0,997.0,414.0,435.0,214.0,162.0,349.0,52.0,396.0,365.0,983.0
Nociceptin receptor,946.0,866.0,899.0,448.0,9.0,318.0,217.0,962.0,62.0,62.0,759.0
Coagulation factor IX,33.0,420.0,844.0,969.0,921.0,428.0,266.0,208.0,940.0,340.0,855.0
Dihydrofolate reductase,594.0,665.0,413.0,110.0,882.0,620.0,616.0,530.0,405.0,177.0,205.0
Niemann-Pick C1-like protein 1,775.0,117.0,328.0,238.0,53.0,695.0,824.0,87.0,879.0,990.0,447.0
Somatostatin receptor 3,300.0,163.0,494.0,460.0,171.0,773.0,398.0,910.0,197.0,27.0,698.0
Epidermal growth factor receptor erbB1,503.0,737.0,485.0,976.0,426.0,117.0,509.0,966.0,749.0,49.0,906.0
Glucocorticoid receptor,118.0,56.0,21.0,961.0,997.0,104.0,788.0,538.0,805.0,171.0,65.0
Muscarinic acetylcholine receptor M5,867.0,223.0,239.0,258.0,14.0,804.0,326.0,365.0,233.0,992.0,726.0
Monoamine oxidase B,127.0,90.0,704.0,276.0,934.0,958.0,340.0,180.0,457.0,645.0,124.0
Thrombin,307.0,993.0,459.0,45.0,284.0,998.0,6.0,97.0,26.0,930.0,569.0
Tyrosine-protein kinase receptor RET,657.0,225.0,907.0,26.0,799.0,52.0,911.0,134.0,623.0,706.0,219.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",474.0,709.0,903.0,612.0,371.0,67.0,532.0,174.0,814.0,746.0,345.0
Bile acid receptor FXR,766.0,168.0,75.0,948.0,142.0,624.0,654.0,997.0,16.0,180.0,554.0
Oxytocin receptor,767.0,454.0,19.0,325.0,299.0,962.0,79.0,893.0,532.0,833.0,252.0
Carbonic anhydrase II,346.0,759.0,273.0,210.0,63.0,906.0,258.0,620.0,228.0,276.0,447.0
Peptidyl-prolyl cis-trans isomerase FKBP5,626.0,98.0,933.0,146.0,514.0,289.0,969.0,335.0,422.0,277.0,900.0
Retinoic acid receptor alpha,1.0,218.0,762.0,984.0,940.0,22.0,541.0,884.0,987.0,12.0,859.0
Dopamine D1 receptor,834.0,883.0,870.0,761.0,739.0,363.0,416.0,11.0,131.0,977.0,967.0
Estrogen receptor alpha,524.0,628.0,641.0,560.0,318.0,402.0,729.0,280.0,868.0,36.0,534.0
Retinoid X receptor alpha,319.0,793.0,366.0,208.0,495.0,994.0,583.0,970.0,221.0,131.0,89.0
Ceramide glucosyltransferase,340.0,405.0,420.0,214.0,275.0,685.0,185.0,246.0,840.0,973.0,486.0
Ephrin type-A receptor 2,474.0,118.0,255.0,700.0,459.0,258.0,817.0,983.0,409.0,126.0,581.0
Thromboxane A2 receptor,279.0,171.0,278.0,520.0,978.0,630.0,871.0,398.0,210.0,355.0,152.0
Sodium channel protein type IV alpha subunit,966.0,257.0,468.0,253.0,256.0,156.0,591.0,504.0,563.0,513.0,543.0
Tyrosine-protein kinase YES,184.0,200.0,739.0,954.0,77.0,563.0,465.0,608.0,907.0,170.0,850.0
Progesterone receptor,811.0,439.0,103.0,284.0,983.0,151.0,156.0,7.0,577.0,997.0,29.0
Fatty acid binding protein adipocyte,237.0,901.0,411.0,953.0,154.0,515.0,313.0,82.0,993.0,437.0,898.0
Macrophage migration inhibitory factor,935.0,875.0,924.0,321.0,959.0,251.0,886.0,66.0,931.0,757.0,78.0
Trypsin I,800.0,567.0,733.0,566.0,502.0,456.0,542.0,841.0,5.0,332.0,886.0
Beta-2 adrenergic receptor,570.0,496.0,101.0,793.0,383.0,555.0,459.0,935.0,452.0,271.0,360.0
C-X-C chemokine receptor type 4,423.0,672.0,578.0,131.0,489.0,653.0,164.0,267.0,292.0,925.0,414.0
Cyclin T1,436.0,138.0,173.0,3.0,113.0,973.0,253.0,942.0,44.0,740.0,119.0
Muscarinic acetylcholine receptor M2,170.0,917.0,574.0,108.0,106.0,956.0,126.0,456.0,794.0,840.0,326.0
Beta-1 adrenergic receptor,986.0,791.0,812.0,934.0,984.0,1.0,875.0,48.0,561.0,223.0,366.0
Serotonin 1a (5-HT1a) receptor,668.0,74.0,622.0,732.0,29.0,253.0,338.0,890.0,857.0,431.0,360.0
Kynurenine 3-monooxygenase,177.0,239.0,204.0,313.0,212.0,895.0,669.0,562.0,404.0,654.0,924.0
"Glutaminase kidney isoform, mitochondrial",534.0,345.0,959.0,968.0,337.0,268.0,368.0,250.0,275.0,444.0,573.0
Serine/threonine-protein kinase PIM1,869.0,950.0,877.0,396.0,1000.0,2.0,587.0,3.0,166.0,321.0,344.0
Tyrosine-protein kinase JAK3,282.0,649.0,106.0,783.0,599.0,826.0,840.0,900.0,87.0,15.0,959.0
Arachidonate 5-lipoxygenase,259.0,514.0,287.0,898.0,803.0,704.0,263.0,20.0,888.0,639.0,659.0
ATPase family AAA domain-containing protein 2,268.0,749.0,833.0,264.0,16.0,756.0,668.0,977.0,826.0,628.0,780.0
Muscarinic acetylcholine receptor M1,335.0,739.0,590.0,148.0,817.0,914.0,186.0,247.0,170.0,966.0,452.0
Tyrosyl-DNA phosphodiesterase 2,259.0,463.0,314.0,72.0,477.0,652.0,377.0,871.0,510.0,459.0,181.0
Dopamine D2 receptor,747.0,590.0,117.0,512.0,37.0,430.0,318.0,991.0,695.0,508.0,305.0
Beta-glucocerebrosidase,72.0,144.0,567.0,800.0,827.0,924.0,631.0,166.0,760.0,848.0,510.0
Cannabinoid CB1 receptor,474.0,155.0,530.0,911.0,951.0,537.0,716.0,3.0,570.0,936.0,674.0
Serine/threonine-protein kinase Aurora-B,236.0,141.0,120.0,427.0,990.0,725.0,782.0,58.0,894.0,248.0,520.0
Histone-lysine N-methyltransferase EZH2,871.0,893.0,354.0,825.0,64.0,91.0,17.0,963.0,13.0,481.0,295.0
Dopamine D4 receptor,626.0,584.0,872.0,243.0,124.0,93.0,767.0,66.0,939.0,553.0,482.0
Acetylcholinesterase,862.0,957.0,832.0,290.0,264.0,92.0,817.0,706.0,629.0,1.0,967.0
Motilin receptor,982.0,956.0,709.0,80.0,233.0,195.0,429.0,911.0,10.0,543.0,109.0
MAP kinase-activated protein kinase 2,875.0,375.0,609.0,888.0,293.0,101.0,668.0,362.0,775.0,352.0,476.0
Cyclooxygenase-1,509.0,558.0,383.0,701.0,856.0,186.0,506.0,71.0,760.0,790.0,101.0
Norepinephrine transporter,929.0,515.0,897.0,28.0,783.0,733.0,274.0,5.0,88.0,997.0,302.0
Alpha-1d adrenergic receptor,12.0,107.0,307.0,458.0,875.0,953.0,502.0,873.0,716.0,124.0,499.0
Serotonin 2a (5-HT2a) receptor,168.0,639.0,54.0,748.0,112.0,879.0,541.0,992.0,456.0,20.0,927.0
Anandamide amidohydrolase,670.0,869.0,703.0,120.0,944.0,127.0,776.0,488.0,305.0,948.0,3.0
Aldehyde reductase,617.0,44.0,990.0,559.0,526.0,209.0,356.0,64.0,876.0,643.0,478.0
Serotonin 2c (5-HT2c) receptor,854.0,783.0,636.0,281.0,3.0,442.0,291.0,796.0,139.0,815.0,338.0
Tyrosine-protein kinase BLK,514.0,33.0,329.0,935.0,891.0,132.0,862.0,568.0,854.0,218.0,405.0
Dipeptidyl peptidase I,329.0,383.0,37.0,926.0,943.0,360.0,894.0,904.0,901.0,100.0,540.0
Adenosine A1 receptor,403.0,429.0,276.0,390.0,15.0,912.0,233.0,923.0,754.0,380.0,689.0
Acyl coenzyme A:cholesterol acyltransferase,173.0,899.0,640.0,988.0,974.0,511.0,39.0,1.0,728.0,567.0,951.0
Type-1 angiotensin II receptor,486.0,300.0,221.0,236.0,23.0,927.0,75.0,906.0,70.0,963.0,362.0
Sphingosine 1-phosphate receptor Edg-8,749.0,52.0,221.0,376.0,177.0,684.0,576.0,996.0,44.0,204.0,195.0
c-Jun N-terminal kinase 1,90.0,20.0,103.0,789.0,8.0,772.0,782.0,996.0,960.0,98.0,245.0
Serotonin transporter,763.0,801.0,216.0,816.0,971.0,4.0,903.0,38.0,188.0,678.0,634.0
ADAMTS5,68.0,806.0,929.0,105.0,577.0,995.0,85.0,37.0,627.0,848.0,579.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,800.0,955.0,951.0,386.0,911.0,655.0,761.0,18.0,835.0,474.0,942.0
Alpha-1a adrenergic receptor,860.0,641.0,684.0,5.0,547.0,367.0,590.0,548.0,716.0,649.0,105.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,35.0,834.0,918.0,673.0,590.0,309.0,393.0,231.0,269.0,49.0,943.0
Cyclooxygenase-2,19.0,269.0,626.0,182.0,127.0,806.0,400.0,991.0,47.0,103.0,417.0
Voltage-gated potassium channel subunit Kv1.1,696.0,304.0,939.0,864.0,706.0,40.0,750.0,394.0,699.0,228.0,795.0
Histamine H1 receptor,802.0,597.0,1.0,777.0,106.0,908.0,65.0,619.0,712.0,1000.0,138.0
ADAMTS4,264.0,775.0,31.0,496.0,923.0,204.0,701.0,610.0,969.0,452.0,144.0
Alpha-1b adrenergic receptor,653.0,66.0,726.0,958.0,700.0,469.0,901.0,646.0,138.0,371.0,818.0
Potassium channel subfamily K member 3,147.0,20.0,612.0,229.0,920.0,712.0,525.0,16.0,818.0,856.0,763.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",679.0,843.0,444.0,758.0,799.0,548.0,801.0,207.0,153.0,199.0,588.0
Carbonic anhydrase VII,910.0,269.0,584.0,35.0,6.0,863.0,340.0,1000.0,9.0,367.0,290.0
Neurokinin 2 receptor,545.0,617.0,969.0,976.0,933.0,50.0,576.0,46.0,810.0,306.0,724.0
Mu opioid receptor,313.0,847.0,297.0,606.0,732.0,529.0,512.0,6.0,767.0,865.0,631.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",165.0,626.0,349.0,613.0,218.0,517.0,535.0,435.0,792.0,980.0,283.0
Caspase-3,197.0,859.0,56.0,179.0,164.0,878.0,292.0,877.0,960.0,159.0,556.0
Lysosomal Pro-X carboxypeptidase,747.0,523.0,796.0,164.0,584.0,179.0,606.0,873.0,83.0,115.0,207.0
Glycine transporter 1,789.0,91.0,819.0,16.0,461.0,850.0,754.0,675.0,232.0,305.0,417.0
Dopamine D3 receptor,708.0,284.0,549.0,855.0,21.0,228.0,108.0,999.0,254.0,181.0,386.0
Serine/threonine-protein kinase Sgk1,366.0,491.0,709.0,176.0,71.0,712.0,394.0,409.0,785.0,974.0,163.0
Ribosomal protein S6 kinase alpha 3,211.0,332.0,265.0,615.0,855.0,716.0,318.0,381.0,840.0,597.0,335.0
Peroxisome proliferator-activated receptor gamma,396.0,879.0,744.0,563.0,320.0,151.0,956.0,563.0,395.0,4.0,984.0
Delta opioid receptor,925.0,996.0,631.0,445.0,917.0,671.0,126.0,1.0,557.0,960.0,236.0
Hypoxanthine-guanine phosphoribosyltransferase,839.0,859.0,172.0,232.0,831.0,434.0,854.0,149.0,136.0,618.0,373.0
Kappa opioid receptor,656.0,192.0,479.0,934.0,982.0,27.0,343.0,0.0,925.0,999.0,363.0
C5a anaphylatoxin chemotactic receptor,431.0,837.0,347.0,893.0,121.0,294.0,736.0,946.0,625.0,24.0,973.0
Dual specificity phosphatase Cdc25C,81.0,82.0,780.0,864.0,93.0,481.0,492.0,860.0,921.0,1.0,963.0
Dopamine transporter,348.0,59.0,758.0,237.0,766.0,866.0,339.0,875.0,128.0,271.0,457.0
Peroxisome proliferator-activated receptor alpha,59.0,413.0,64.0,955.0,429.0,805.0,887.0,999.0,727.0,19.0,745.0
HERG,368.0,956.0,387.0,935.0,366.0,103.0,352.0,115.0,516.0,779.0,213.0
Epoxide hydratase,335.0,841.0,58.0,768.0,209.0,780.0,140.0,324.0,349.0,476.0,817.0
Phosphodiesterase 3A,358.0,210.0,346.0,282.0,428.0,810.0,961.0,761.0,947.0,682.0,172.0
C-C chemokine receptor type 1,930.0,167.0,657.0,11.0,233.0,637.0,237.0,682.0,329.0,927.0,21.0
