,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Neuropeptides B/W receptor type 1,52.0,50.0,62.0,985.0,999.0,611.0,857.0,478.0,48.0,990.0,944.0
Menin,100.0,274.0,360.0,841.0,531.0,958.0,730.0,119.0,942.0,138.0,475.0
Nuclear receptor ROR-gamma,143.0,248.0,608.0,341.0,85.0,355.0,749.0,990.0,569.0,182.0,583.0
Enteropeptidase,355.0,957.0,310.0,494.0,670.0,13.0,186.0,635.0,963.0,900.0,69.0
Endothelial PAS domain-containing protein 1,995.0,968.0,481.0,270.0,869.0,142.0,144.0,5.0,566.0,637.0,578.0
Nicotinamide phosphoribosyltransferase,518.0,633.0,101.0,370.0,726.0,590.0,776.0,471.0,19.0,294.0,841.0
Replication protein A 70 kDa DNA-binding subunit,610.0,988.0,989.0,260.0,79.0,566.0,224.0,399.0,784.0,513.0,165.0
DNA topoisomerase I,976.0,525.0,924.0,83.0,558.0,609.0,139.0,103.0,567.0,928.0,744.0
Farnesyl diphosphate synthase,21.0,74.0,518.0,998.0,371.0,829.0,399.0,434.0,503.0,231.0,368.0
Glucagon-like peptide 1 receptor,646.0,893.0,710.0,1.0,10.0,657.0,689.0,829.0,960.0,224.0,131.0
Endothelin receptor ET-B,156.0,547.0,138.0,7.0,805.0,521.0,711.0,176.0,996.0,439.0,612.0
Steroid 5-alpha-reductase 1,783.0,240.0,527.0,733.0,708.0,326.0,524.0,519.0,58.0,856.0,437.0
Vasopressin V2 receptor,299.0,29.0,778.0,795.0,810.0,919.0,606.0,369.0,213.0,105.0,605.0
Somatostatin receptor 5,799.0,594.0,382.0,967.0,132.0,287.0,623.0,927.0,13.0,87.0,887.0
"Histone-lysine N-methyltransferase, H3 lysine-79 specific",413.0,348.0,24.0,271.0,985.0,165.0,695.0,501.0,151.0,548.0,692.0
Transmembrane protease serine 6,49.0,0.0,28.0,828.0,868.0,700.0,913.0,884.0,380.0,698.0,438.0
Bromodomain-containing protein 3,151.0,395.0,489.0,899.0,306.0,382.0,515.0,611.0,240.0,455.0,223.0
Cysteinyl leukotriene receptor 1,0.0,525.0,911.0,994.0,11.0,688.0,358.0,979.0,834.0,667.0,443.0
Corticotropin releasing factor receptor 1,996.0,486.0,696.0,1.0,155.0,184.0,216.0,236.0,986.0,795.0,353.0
Plasminogen,719.0,664.0,903.0,614.0,506.0,917.0,291.0,246.0,963.0,897.0,495.0
Leukocyte adhesion glycoprotein LFA-1 alpha,930.0,805.0,50.0,500.0,995.0,779.0,806.0,41.0,312.0,251.0,970.0
Somatostatin receptor 2,284.0,526.0,734.0,702.0,927.0,805.0,114.0,32.0,527.0,893.0,271.0
DNA topoisomerase II alpha,942.0,640.0,288.0,13.0,644.0,79.0,702.0,82.0,380.0,370.0,30.0
Angiotensin-converting enzyme,8.0,910.0,489.0,603.0,219.0,349.0,740.0,721.0,275.0,194.0,529.0
Prostanoid EP1 receptor,839.0,633.0,812.0,719.0,6.0,798.0,255.0,834.0,214.0,31.0,613.0
Muscarinic acetylcholine receptor M4,1.0,63.0,68.0,1000.0,596.0,221.0,750.0,963.0,435.0,671.0,780.0
Inosine-5'-monophosphate dehydrogenase 1,854.0,442.0,60.0,385.0,890.0,359.0,894.0,597.0,49.0,368.0,812.0
Receptor protein-tyrosine kinase erbB-2,105.0,960.0,993.0,563.0,2.0,439.0,75.0,850.0,986.0,608.0,106.0
TNF-alpha,997.0,208.0,98.0,2.0,998.0,404.0,455.0,10.0,283.0,932.0,775.0
Phosphodiesterase 5A,1000.0,934.0,888.0,1.0,719.0,540.0,64.0,7.0,743.0,857.0,221.0
Histone deacetylase 3,44.0,884.0,824.0,984.0,123.0,530.0,702.0,981.0,102.0,797.0,189.0
Serotonin 2b (5-HT2b) receptor,661.0,639.0,913.0,218.0,7.0,232.0,82.0,697.0,965.0,111.0,724.0
Thromboxane-A synthase,9.0,97.0,7.0,996.0,939.0,242.0,981.0,688.0,273.0,203.0,367.0
Prostanoid EP4 receptor,956.0,540.0,150.0,995.0,764.0,81.0,312.0,46.0,391.0,961.0,914.0
Tyrosine-protein kinase FYN,988.0,448.0,442.0,3.0,998.0,525.0,301.0,9.0,174.0,858.0,854.0
Macrophage colony stimulating factor  receptor,0.0,33.0,8.0,997.0,191.0,841.0,977.0,995.0,806.0,41.0,581.0
Dopamine D5 receptor,534.0,735.0,973.0,2.0,146.0,974.0,426.0,306.0,686.0,411.0,86.0
Somatostatin receptor 4,1000.0,476.0,995.0,10.0,5.0,626.0,33.0,634.0,483.0,302.0,212.0
Gonadotropin-releasing hormone receptor,462.0,170.0,104.0,431.0,1000.0,182.0,922.0,22.0,394.0,903.0,575.0
Steroid 5-alpha-reductase 2,951.0,982.0,759.0,224.0,767.0,667.0,147.0,61.0,309.0,247.0,432.0
Voltage-gated T-type calcium channel alpha-1H subunit,17.0,143.0,56.0,996.0,396.0,380.0,714.0,830.0,303.0,678.0,319.0
Thyroid hormone receptor alpha,421.0,627.0,507.0,105.0,5.0,265.0,258.0,963.0,833.0,307.0,365.0
4-hydroxyphenylpyruvate dioxygenase,920.0,859.0,823.0,317.0,78.0,266.0,510.0,774.0,376.0,473.0,838.0
Tyrosine-protein kinase ABL,33.0,199.0,320.0,545.0,987.0,902.0,934.0,463.0,728.0,681.0,363.0
Histone deacetylase 6,19.0,538.0,688.0,347.0,190.0,778.0,800.0,921.0,30.0,124.0,626.0
Alpha-2a adrenergic receptor,1000.0,240.0,841.0,74.0,96.0,206.0,26.0,416.0,378.0,842.0,480.0
Vascular endothelial growth factor receptor 1,561.0,36.0,710.0,707.0,935.0,942.0,477.0,172.0,40.0,614.0,546.0
Androgen Receptor,107.0,434.0,45.0,696.0,72.0,687.0,434.0,787.0,993.0,147.0,777.0
Tissue-type plasminogen activator,456.0,834.0,367.0,871.0,999.0,120.0,144.0,10.0,482.0,955.0,546.0
Serotonin 4 (5-HT4) receptor,80.0,704.0,459.0,928.0,447.0,262.0,855.0,328.0,593.0,22.0,761.0
Calcium sensing receptor,6.0,60.0,642.0,947.0,111.0,633.0,690.0,689.0,774.0,579.0,118.0
Prostanoid EP2 receptor,991.0,981.0,183.0,276.0,533.0,104.0,268.0,489.0,110.0,596.0,524.0
Neuronal acetylcholine receptor protein alpha-4 subunit,540.0,202.0,458.0,71.0,923.0,811.0,932.0,452.0,775.0,909.0,469.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",731.0,783.0,368.0,194.0,646.0,443.0,174.0,130.0,333.0,732.0,542.0
Vasopressin V1a receptor,227.0,936.0,373.0,922.0,738.0,57.0,563.0,609.0,444.0,609.0,328.0
Glutamate carboxypeptidase II,0.0,726.0,101.0,1000.0,89.0,312.0,610.0,997.0,984.0,198.0,538.0
Serotonin 1b (5-HT1b) receptor,430.0,40.0,911.0,964.0,110.0,833.0,318.0,747.0,878.0,870.0,497.0
Serotonin 3a (5-HT3a) receptor,983.0,288.0,667.0,2.0,70.0,365.0,197.0,356.0,402.0,468.0,434.0
Aldose reductase,2.0,402.0,152.0,939.0,270.0,299.0,354.0,585.0,931.0,428.0,572.0
Cholecystokinin A receptor,957.0,246.0,704.0,4.0,945.0,456.0,601.0,31.0,295.0,697.0,612.0
FK506-binding protein 1A,685.0,566.0,865.0,287.0,459.0,854.0,664.0,425.0,16.0,108.0,495.0
GABA transporter 1,999.0,922.0,932.0,33.0,396.0,552.0,577.0,232.0,223.0,474.0,729.0
Glutamate [NMDA] receptor subunit epsilon 2,31.0,354.0,136.0,914.0,284.0,768.0,850.0,953.0,476.0,286.0,212.0
Serine/threonine-protein kinase RAF,985.0,840.0,237.0,62.0,478.0,240.0,192.0,339.0,299.0,662.0,692.0
Aminopeptidase N,0.0,197.0,64.0,974.0,518.0,534.0,824.0,935.0,661.0,192.0,477.0
Cytochrome P450 11B1,994.0,926.0,826.0,0.0,322.0,767.0,55.0,33.0,724.0,859.0,140.0
Mitogen-activated protein kinase kinase kinase 12,89.0,489.0,924.0,1000.0,71.0,254.0,538.0,960.0,18.0,51.0,891.0
Platelet-derived growth factor receptor beta,560.0,3.0,423.0,663.0,959.0,891.0,909.0,601.0,62.0,385.0,343.0
Butyrylcholinesterase,931.0,31.0,465.0,34.0,964.0,868.0,615.0,87.0,645.0,774.0,192.0
Alpha-2c adrenergic receptor,54.0,996.0,74.0,1000.0,163.0,10.0,91.0,846.0,381.0,59.0,873.0
Somatostatin receptor 1,928.0,512.0,448.0,170.0,605.0,243.0,669.0,384.0,168.0,762.0,190.0
Voltage-gated calcium channel alpha2/delta subunit 1,207.0,228.0,733.0,20.0,773.0,989.0,450.0,76.0,837.0,248.0,473.0
Vasopressin V1b receptor,352.0,870.0,489.0,721.0,43.0,326.0,221.0,855.0,617.0,91.0,784.0
Protoporphyrinogen oxidase,213.0,545.0,955.0,470.0,143.0,721.0,441.0,899.0,880.0,754.0,374.0
Xanthine dehydrogenase,994.0,995.0,925.0,36.0,143.0,32.0,72.0,317.0,479.0,959.0,72.0
Aldehyde dehydrogenase,134.0,103.0,198.0,707.0,995.0,668.0,971.0,312.0,180.0,723.0,957.0
Stem cell growth factor receptor,702.0,453.0,266.0,215.0,284.0,877.0,679.0,124.0,939.0,343.0,123.0
Histone deacetylase 2,677.0,8.0,21.0,191.0,984.0,424.0,976.0,258.0,500.0,842.0,611.0
Lysine-specific demethylase 2A,739.0,935.0,617.0,4.0,623.0,298.0,394.0,225.0,396.0,878.0,805.0
Histamine H2 receptor,804.0,656.0,874.0,34.0,866.0,524.0,385.0,5.0,245.0,859.0,773.0
Alpha-2b adrenergic receptor,746.0,997.0,992.0,997.0,1.0,157.0,29.0,841.0,985.0,375.0,391.0
Neprilysin,1000.0,323.0,385.0,2.0,383.0,542.0,219.0,422.0,150.0,208.0,309.0
Melatonin receptor 1A,11.0,751.0,566.0,993.0,359.0,209.0,460.0,898.0,738.0,683.0,232.0
Melatonin receptor 1B,444.0,461.0,710.0,249.0,91.0,586.0,662.0,576.0,833.0,394.0,273.0
Thyroid hormone receptor beta-1,982.0,469.0,497.0,162.0,994.0,390.0,386.0,55.0,10.0,258.0,607.0
Cyclophilin A,955.0,372.0,208.0,61.0,456.0,611.0,384.0,111.0,403.0,189.0,609.0
Monoamine oxidase A,6.0,68.0,787.0,988.0,276.0,933.0,835.0,782.0,108.0,706.0,599.0
Thymidylate synthase,436.0,608.0,520.0,906.0,61.0,422.0,249.0,995.0,924.0,225.0,827.0
Vascular endothelial growth factor receptor 3,3.0,8.0,37.0,839.0,905.0,855.0,934.0,953.0,930.0,663.0,474.0
Insulin-like growth factor I receptor,1000.0,951.0,651.0,23.0,970.0,247.0,156.0,17.0,12.0,915.0,387.0
Dihydroorotate dehydrogenase,3.0,6.0,624.0,981.0,797.0,914.0,907.0,945.0,213.0,398.0,731.0
Epoxide hydrolase 1,1000.0,764.0,944.0,1.0,663.0,665.0,187.0,272.0,59.0,586.0,197.0
Sulfonylurea receptor 2,387.0,710.0,177.0,965.0,10.0,175.0,233.0,850.0,634.0,36.0,507.0
Tyrosine-protein kinase receptor FLT3,859.0,990.0,662.0,973.0,218.0,164.0,103.0,19.0,820.0,602.0,819.0
Vitamin D receptor,625.0,381.0,230.0,2.0,752.0,648.0,925.0,144.0,710.0,254.0,673.0
Cytochrome P450 19A1,143.0,688.0,69.0,955.0,795.0,160.0,448.0,497.0,897.0,626.0,238.0
Sodium channel protein type V alpha subunit,0.0,624.0,921.0,994.0,11.0,748.0,331.0,965.0,508.0,409.0,587.0
Insulin receptor,999.0,674.0,664.0,161.0,534.0,243.0,287.0,751.0,674.0,955.0,537.0
Serotonin 1d (5-HT1d) receptor,4.0,807.0,134.0,998.0,820.0,661.0,845.0,779.0,13.0,188.0,856.0
Glucagon receptor,1.0,80.0,207.0,30.0,176.0,652.0,823.0,774.0,999.0,225.0,14.0
Inhibitor of nuclear factor kappa B kinase beta subunit,55.0,426.0,366.0,932.0,569.0,344.0,195.0,174.0,269.0,431.0,505.0
DNA (cytosine-5)-methyltransferase 1,988.0,941.0,633.0,51.0,4.0,60.0,101.0,702.0,726.0,477.0,358.0
Mineralocorticoid receptor,604.0,612.0,626.0,843.0,630.0,677.0,458.0,157.0,58.0,167.0,604.0
Prostanoid IP receptor,8.0,0.0,80.0,569.0,953.0,983.0,999.0,947.0,679.0,712.0,136.0
Equilibrative nucleoside transporter 1,920.0,374.0,915.0,242.0,231.0,759.0,665.0,786.0,221.0,358.0,386.0
Plasma kallikrein,11.0,690.0,68.0,977.0,289.0,66.0,239.0,940.0,944.0,397.0,918.0
Purinergic receptor P2Y12,238.0,17.0,38.0,974.0,983.0,276.0,927.0,856.0,57.0,699.0,934.0
Inosine-5'-monophosphate dehydrogenase 2,716.0,657.0,673.0,503.0,146.0,795.0,401.0,428.0,849.0,68.0,641.0
Retinoic acid receptor gamma,43.0,922.0,911.0,849.0,4.0,302.0,58.0,589.0,952.0,302.0,185.0
Platelet-derived growth factor receptor alpha,988.0,835.0,231.0,38.0,967.0,247.0,235.0,119.0,300.0,923.0,411.0
Isocitrate dehydrogenase [NADP] cytoplasmic,966.0,874.0,939.0,15.0,898.0,604.0,484.0,11.0,316.0,629.0,556.0
Retinoic acid receptor beta,776.0,58.0,580.0,106.0,992.0,581.0,595.0,23.0,778.0,1000.0,265.0
C-X-C chemokine receptor type 7,999.0,580.0,696.0,83.0,298.0,102.0,172.0,444.0,36.0,902.0,766.0
Nociceptin receptor,291.0,342.0,148.0,268.0,535.0,446.0,798.0,639.0,381.0,123.0,869.0
Coagulation factor IX,143.0,668.0,841.0,993.0,85.0,480.0,522.0,864.0,186.0,133.0,444.0
Dihydrofolate reductase,43.0,712.0,404.0,998.0,403.0,446.0,373.0,753.0,556.0,53.0,353.0
Niemann-Pick C1-like protein 1,892.0,831.0,855.0,537.0,14.0,676.0,248.0,698.0,873.0,172.0,238.0
Somatostatin receptor 3,851.0,471.0,750.0,0.0,127.0,871.0,493.0,460.0,882.0,248.0,194.0
Epidermal growth factor receptor erbB1,1.0,201.0,214.0,744.0,575.0,885.0,797.0,370.0,972.0,849.0,514.0
Glucocorticoid receptor,0.0,49.0,101.0,994.0,627.0,240.0,556.0,886.0,414.0,641.0,684.0
Muscarinic acetylcholine receptor M5,1000.0,799.0,918.0,0.0,945.0,269.0,150.0,167.0,110.0,880.0,557.0
Monoamine oxidase B,997.0,776.0,750.0,0.0,833.0,601.0,682.0,82.0,803.0,711.0,79.0
Thrombin,1000.0,124.0,180.0,0.0,974.0,373.0,281.0,15.0,23.0,881.0,791.0
Tyrosine-protein kinase receptor RET,966.0,919.0,893.0,224.0,500.0,493.0,411.0,326.0,291.0,563.0,768.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",59.0,602.0,399.0,983.0,4.0,290.0,246.0,994.0,930.0,523.0,292.0
Bile acid receptor FXR,37.0,531.0,978.0,648.0,573.0,806.0,533.0,236.0,53.0,142.0,154.0
Oxytocin receptor,949.0,8.0,21.0,239.0,1000.0,722.0,713.0,29.0,92.0,669.0,791.0
Carbonic anhydrase II,933.0,823.0,750.0,97.0,15.0,67.0,140.0,672.0,725.0,695.0,351.0
Peptidyl-prolyl cis-trans isomerase FKBP5,0.0,197.0,7.0,999.0,795.0,609.0,960.0,770.0,518.0,184.0,574.0
Retinoic acid receptor alpha,175.0,846.0,795.0,752.0,734.0,672.0,309.0,216.0,446.0,259.0,410.0
Dopamine D1 receptor,872.0,343.0,674.0,213.0,154.0,606.0,960.0,821.0,193.0,175.0,375.0
Estrogen receptor alpha,36.0,934.0,921.0,982.0,1.0,71.0,25.0,956.0,998.0,849.0,841.0
Retinoid X receptor alpha,89.0,460.0,542.0,874.0,343.0,355.0,441.0,775.0,889.0,805.0,391.0
Ceramide glucosyltransferase,123.0,290.0,476.0,433.0,695.0,902.0,949.0,955.0,245.0,164.0,126.0
Ephrin type-A receptor 2,331.0,126.0,35.0,911.0,868.0,183.0,690.0,412.0,101.0,724.0,791.0
Thromboxane A2 receptor,0.0,345.0,17.0,983.0,312.0,837.0,932.0,783.0,662.0,14.0,618.0
Sodium channel protein type IV alpha subunit,988.0,850.0,893.0,337.0,692.0,791.0,114.0,181.0,206.0,446.0,540.0
Tyrosine-protein kinase YES,999.0,962.0,418.0,92.0,643.0,68.0,18.0,18.0,876.0,987.0,417.0
Progesterone receptor,214.0,730.0,524.0,59.0,950.0,833.0,859.0,705.0,39.0,440.0,311.0
Fatty acid binding protein adipocyte,53.0,22.0,730.0,978.0,99.0,842.0,565.0,690.0,231.0,40.0,774.0
Macrophage migration inhibitory factor,869.0,498.0,222.0,955.0,537.0,80.0,122.0,259.0,620.0,831.0,821.0
Trypsin I,507.0,486.0,658.0,30.0,2.0,510.0,493.0,929.0,998.0,592.0,122.0
Beta-2 adrenergic receptor,774.0,94.0,103.0,429.0,986.0,649.0,723.0,82.0,116.0,349.0,974.0
C-X-C chemokine receptor type 4,939.0,227.0,852.0,42.0,128.0,754.0,124.0,421.0,427.0,363.0,212.0
Cyclin T1,84.0,921.0,812.0,995.0,8.0,574.0,143.0,751.0,555.0,700.0,607.0
Muscarinic acetylcholine receptor M2,597.0,937.0,870.0,1.0,925.0,649.0,882.0,193.0,828.0,421.0,66.0
Beta-1 adrenergic receptor,598.0,517.0,38.0,964.0,761.0,41.0,710.0,700.0,116.0,473.0,855.0
Serotonin 1a (5-HT1a) receptor,764.0,369.0,79.0,21.0,1000.0,833.0,837.0,1.0,221.0,992.0,140.0
Kynurenine 3-monooxygenase,181.0,173.0,222.0,995.0,212.0,86.0,610.0,789.0,863.0,434.0,651.0
"Glutaminase kidney isoform, mitochondrial",225.0,191.0,539.0,962.0,835.0,467.0,428.0,266.0,319.0,696.0,578.0
Serine/threonine-protein kinase PIM1,40.0,629.0,788.0,4.0,42.0,562.0,339.0,548.0,975.0,240.0,651.0
Tyrosine-protein kinase JAK3,956.0,755.0,957.0,940.0,953.0,802.0,389.0,292.0,35.0,768.0,459.0
Arachidonate 5-lipoxygenase,687.0,986.0,797.0,550.0,119.0,725.0,108.0,546.0,879.0,198.0,482.0
ATPase family AAA domain-containing protein 2,862.0,885.0,573.0,29.0,517.0,544.0,355.0,548.0,338.0,489.0,316.0
Muscarinic acetylcholine receptor M1,998.0,2.0,679.0,232.0,738.0,547.0,576.0,779.0,123.0,940.0,481.0
Tyrosyl-DNA phosphodiesterase 2,4.0,29.0,517.0,367.0,143.0,869.0,880.0,821.0,926.0,386.0,178.0
Dopamine D2 receptor,586.0,267.0,446.0,958.0,104.0,281.0,381.0,926.0,16.0,59.0,900.0
Beta-glucocerebrosidase,836.0,784.0,669.0,17.0,210.0,781.0,679.0,734.0,225.0,44.0,561.0
Cannabinoid CB1 receptor,57.0,880.0,343.0,7.0,563.0,87.0,197.0,58.0,997.0,904.0,439.0
Serine/threonine-protein kinase Aurora-B,964.0,356.0,652.0,31.0,913.0,642.0,768.0,120.0,57.0,417.0,665.0
Histone-lysine N-methyltransferase EZH2,68.0,854.0,448.0,1000.0,508.0,250.0,623.0,919.0,638.0,524.0,259.0
Dopamine D4 receptor,17.0,82.0,199.0,982.0,538.0,634.0,790.0,901.0,707.0,454.0,481.0
Acetylcholinesterase,688.0,908.0,112.0,969.0,547.0,28.0,380.0,234.0,135.0,735.0,251.0
Motilin receptor,123.0,435.0,271.0,981.0,66.0,697.0,618.0,990.0,132.0,304.0,978.0
MAP kinase-activated protein kinase 2,0.0,802.0,114.0,918.0,508.0,774.0,948.0,885.0,737.0,6.0,371.0
Cyclooxygenase-1,991.0,916.0,833.0,538.0,342.0,633.0,71.0,47.0,0.0,440.0,236.0
Norepinephrine transporter,973.0,742.0,689.0,410.0,33.0,547.0,137.0,405.0,977.0,68.0,881.0
Alpha-1d adrenergic receptor,839.0,764.0,611.0,15.0,996.0,269.0,225.0,0.0,988.0,999.0,190.0
Serotonin 2a (5-HT2a) receptor,110.0,81.0,836.0,42.0,628.0,434.0,850.0,645.0,942.0,836.0,54.0
Anandamide amidohydrolase,916.0,842.0,482.0,669.0,767.0,278.0,53.0,529.0,12.0,585.0,502.0
Aldehyde reductase,343.0,26.0,147.0,796.0,63.0,894.0,954.0,991.0,63.0,166.0,852.0
Serotonin 2c (5-HT2c) receptor,434.0,384.0,598.0,758.0,271.0,386.0,649.0,347.0,675.0,573.0,487.0
Tyrosine-protein kinase BLK,387.0,483.0,615.0,19.0,888.0,589.0,262.0,379.0,981.0,744.0,822.0
Dipeptidyl peptidase I,0.0,203.0,196.0,999.0,194.0,410.0,660.0,946.0,562.0,520.0,707.0
Adenosine A1 receptor,761.0,806.0,703.0,442.0,100.0,210.0,268.0,786.0,254.0,156.0,396.0
Acyl coenzyme A:cholesterol acyltransferase,1000.0,1000.0,398.0,0.0,255.0,126.0,9.0,4.0,572.0,78.0,133.0
Type-1 angiotensin II receptor,38.0,6.0,465.0,982.0,807.0,907.0,993.0,996.0,371.0,667.0,261.0
Sphingosine 1-phosphate receptor Edg-8,168.0,410.0,288.0,198.0,971.0,922.0,625.0,117.0,165.0,25.0,734.0
c-Jun N-terminal kinase 1,752.0,376.0,665.0,262.0,954.0,237.0,499.0,282.0,426.0,960.0,207.0
Serotonin transporter,64.0,74.0,617.0,564.0,11.0,446.0,836.0,766.0,881.0,102.0,347.0
ADAMTS5,925.0,187.0,822.0,254.0,728.0,895.0,672.0,313.0,405.0,853.0,650.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,996.0,485.0,973.0,60.0,101.0,801.0,19.0,307.0,191.0,661.0,678.0
Alpha-1a adrenergic receptor,788.0,851.0,272.0,211.0,328.0,6.0,191.0,486.0,810.0,900.0,534.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,832.0,957.0,868.0,144.0,336.0,330.0,461.0,878.0,488.0,621.0,429.0
Cyclooxygenase-2,985.0,666.0,830.0,588.0,365.0,789.0,180.0,287.0,337.0,731.0,630.0
Voltage-gated potassium channel subunit Kv1.1,20.0,935.0,163.0,999.0,362.0,168.0,353.0,383.0,688.0,233.0,735.0
Histamine H1 receptor,995.0,576.0,492.0,306.0,223.0,122.0,99.0,204.0,263.0,608.0,85.0
ADAMTS4,937.0,456.0,426.0,24.0,884.0,863.0,660.0,22.0,85.0,335.0,871.0
Alpha-1b adrenergic receptor,0.0,53.0,94.0,984.0,212.0,835.0,930.0,973.0,514.0,3.0,891.0
Potassium channel subfamily K member 3,144.0,576.0,973.0,897.0,1.0,687.0,489.0,997.0,723.0,236.0,451.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",606.0,49.0,140.0,497.0,246.0,839.0,251.0,842.0,90.0,201.0,921.0
Carbonic anhydrase VII,272.0,86.0,599.0,286.0,630.0,530.0,885.0,553.0,599.0,802.0,165.0
Neurokinin 2 receptor,81.0,120.0,206.0,514.0,1000.0,696.0,879.0,217.0,442.0,901.0,573.0
Mu opioid receptor,138.0,773.0,389.0,363.0,943.0,558.0,533.0,7.0,978.0,520.0,23.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",899.0,972.0,298.0,810.0,954.0,48.0,168.0,148.0,208.0,967.0,876.0
Caspase-3,966.0,213.0,48.0,164.0,851.0,110.0,435.0,375.0,342.0,771.0,292.0
Lysosomal Pro-X carboxypeptidase,9.0,871.0,282.0,974.0,81.0,606.0,333.0,698.0,764.0,109.0,515.0
Glycine transporter 1,17.0,551.0,627.0,826.0,635.0,897.0,875.0,792.0,822.0,383.0,309.0
Dopamine D3 receptor,5.0,792.0,846.0,974.0,117.0,262.0,549.0,766.0,936.0,307.0,780.0
Serine/threonine-protein kinase Sgk1,999.0,13.0,110.0,14.0,1000.0,787.0,469.0,17.0,279.0,888.0,778.0
Ribosomal protein S6 kinase alpha 3,820.0,778.0,767.0,207.0,627.0,868.0,776.0,457.0,244.0,176.0,300.0
Peroxisome proliferator-activated receptor gamma,83.0,686.0,513.0,595.0,16.0,581.0,207.0,577.0,948.0,169.0,396.0
Delta opioid receptor,993.0,861.0,862.0,0.0,784.0,638.0,288.0,224.0,24.0,524.0,383.0
Hypoxanthine-guanine phosphoribosyltransferase,1000.0,313.0,601.0,721.0,159.0,185.0,89.0,500.0,177.0,987.0,736.0
Kappa opioid receptor,469.0,880.0,771.0,945.0,0.0,8.0,131.0,918.0,364.0,10.0,412.0
C5a anaphylatoxin chemotactic receptor,80.0,28.0,36.0,178.0,258.0,908.0,847.0,578.0,958.0,314.0,945.0
Dual specificity phosphatase Cdc25C,962.0,870.0,963.0,3.0,985.0,558.0,343.0,51.0,582.0,989.0,37.0
Dopamine transporter,604.0,36.0,173.0,54.0,998.0,778.0,957.0,126.0,198.0,372.0,687.0
Peroxisome proliferator-activated receptor alpha,627.0,78.0,623.0,259.0,476.0,536.0,101.0,36.0,929.0,808.0,530.0
HERG,554.0,814.0,154.0,993.0,398.0,16.0,344.0,884.0,686.0,947.0,168.0
Epoxide hydratase,354.0,898.0,788.0,915.0,9.0,765.0,333.0,971.0,890.0,172.0,83.0
Phosphodiesterase 3A,148.0,775.0,612.0,338.0,935.0,547.0,917.0,502.0,926.0,664.0,179.0
