,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
15-hydroxyprostaglandin dehydrogenase [NAD+],934.0,771.0,35.0,56.0,90.0,697.0,157.0,978.0,990.0,514.0,612.0
G-protein coupled receptor 35,203.0,905.0,605.0,836.0,801.0,577.0,449.0,362.0,781.0,379.0,514.0
Bromodomain-containing protein 2,491.0,173.0,738.0,115.0,655.0,921.0,964.0,476.0,477.0,29.0,27.0
ATP-sensitive inward rectifier potassium channel 1,404.0,672.0,300.0,992.0,897.0,4.0,424.0,272.0,0.0,798.0,470.0
Neuropeptides B/W receptor type 1,830.0,189.0,30.0,37.0,0.0,956.0,706.0,946.0,1000.0,359.0,886.0
Menin,69.0,624.0,765.0,772.0,317.0,276.0,347.0,560.0,372.0,774.0,342.0
Nuclear receptor ROR-gamma,417.0,780.0,666.0,526.0,999.0,49.0,359.0,169.0,264.0,208.0,239.0
Enteropeptidase,419.0,374.0,834.0,188.0,807.0,993.0,809.0,180.0,641.0,763.0,698.0
Endothelial PAS domain-containing protein 1,960.0,635.0,809.0,339.0,197.0,780.0,214.0,170.0,342.0,260.0,235.0
Nicotinamide phosphoribosyltransferase,989.0,388.0,520.0,456.0,89.0,83.0,388.0,798.0,305.0,13.0,302.0
Replication protein A 70 kDa DNA-binding subunit,41.0,712.0,462.0,887.0,271.0,216.0,399.0,340.0,347.0,547.0,153.0
DNA topoisomerase I,953.0,371.0,107.0,852.0,151.0,6.0,428.0,791.0,113.0,67.0,42.0
Farnesyl diphosphate synthase,355.0,472.0,573.0,294.0,149.0,708.0,309.0,763.0,730.0,372.0,753.0
Glucagon-like peptide 1 receptor,107.0,526.0,322.0,395.0,483.0,804.0,706.0,405.0,945.0,395.0,388.0
Endothelin receptor ET-B,589.0,516.0,79.0,613.0,522.0,216.0,464.0,505.0,288.0,786.0,200.0
Steroid 5-alpha-reductase 1,787.0,392.0,338.0,652.0,173.0,519.0,323.0,229.0,271.0,240.0,186.0
Vasopressin V2 receptor,432.0,383.0,833.0,417.0,297.0,963.0,795.0,767.0,954.0,798.0,905.0
Somatostatin receptor 5,24.0,464.0,509.0,410.0,841.0,304.0,218.0,831.0,142.0,777.0,921.0
"Histone-lysine N-methyltransferase, H3 lysine-79 specific",357.0,464.0,517.0,420.0,547.0,198.0,893.0,228.0,327.0,715.0,239.0
Transmembrane protease serine 6,430.0,603.0,524.0,126.0,976.0,324.0,427.0,144.0,199.0,453.0,187.0
Bromodomain-containing protein 3,779.0,562.0,444.0,928.0,406.0,340.0,359.0,398.0,64.0,972.0,937.0
Cysteinyl leukotriene receptor 1,821.0,547.0,618.0,741.0,862.0,224.0,232.0,320.0,85.0,860.0,822.0
Corticotropin releasing factor receptor 1,125.0,802.0,244.0,555.0,991.0,184.0,896.0,58.0,879.0,96.0,5.0
Plasminogen,0.0,388.0,217.0,381.0,39.0,1000.0,845.0,978.0,1000.0,526.0,808.0
Leukocyte adhesion glycoprotein LFA-1 alpha,696.0,314.0,790.0,563.0,975.0,231.0,430.0,40.0,484.0,523.0,276.0
Somatostatin receptor 2,227.0,344.0,296.0,79.0,260.0,996.0,568.0,559.0,917.0,327.0,916.0
DNA topoisomerase II alpha,870.0,494.0,172.0,309.0,63.0,422.0,676.0,812.0,365.0,173.0,581.0
Angiotensin-converting enzyme,999.0,126.0,953.0,516.0,703.0,0.0,533.0,163.0,11.0,305.0,586.0
Prostanoid EP1 receptor,50.0,690.0,573.0,165.0,513.0,730.0,23.0,932.0,436.0,478.0,371.0
Muscarinic acetylcholine receptor M4,23.0,629.0,686.0,849.0,474.0,823.0,278.0,884.0,549.0,516.0,207.0
Inosine-5'-monophosphate dehydrogenase 1,175.0,672.0,359.0,828.0,526.0,192.0,463.0,788.0,181.0,380.0,239.0
Receptor protein-tyrosine kinase erbB-2,584.0,732.0,320.0,798.0,890.0,818.0,664.0,82.0,163.0,994.0,871.0
TNF-alpha,958.0,683.0,882.0,912.0,373.0,115.0,71.0,246.0,528.0,559.0,359.0
Phosphodiesterase 5A,810.0,844.0,965.0,909.0,763.0,667.0,832.0,131.0,36.0,657.0,875.0
Histone deacetylase 3,718.0,347.0,398.0,12.0,228.0,981.0,437.0,607.0,993.0,394.0,700.0
Serotonin 2b (5-HT2b) receptor,878.0,158.0,205.0,512.0,18.0,542.0,843.0,803.0,354.0,145.0,206.0
Thromboxane-A synthase,13.0,560.0,31.0,261.0,72.0,964.0,853.0,965.0,997.0,371.0,934.0
Prostanoid EP4 receptor,885.0,309.0,599.0,151.0,621.0,164.0,901.0,51.0,646.0,22.0,5.0
Tyrosine-protein kinase FYN,517.0,144.0,173.0,797.0,444.0,35.0,681.0,150.0,459.0,186.0,668.0
Macrophage colony stimulating factor  receptor,755.0,856.0,215.0,287.0,209.0,887.0,278.0,498.0,984.0,618.0,981.0
Dopamine D5 receptor,12.0,783.0,780.0,859.0,913.0,706.0,346.0,559.0,33.0,515.0,157.0
Somatostatin receptor 4,956.0,320.0,572.0,501.0,214.0,89.0,478.0,683.0,247.0,75.0,107.0
Gonadotropin-releasing hormone receptor,955.0,348.0,209.0,215.0,8.0,527.0,803.0,638.0,331.0,802.0,803.0
Steroid 5-alpha-reductase 2,696.0,756.0,791.0,738.0,571.0,101.0,13.0,381.0,99.0,808.0,915.0
Voltage-gated T-type calcium channel alpha-1H subunit,695.0,312.0,816.0,762.0,18.0,255.0,183.0,971.0,252.0,12.0,368.0
Thyroid hormone receptor alpha,22.0,933.0,699.0,838.0,912.0,102.0,90.0,500.0,100.0,988.0,318.0
4-hydroxyphenylpyruvate dioxygenase,224.0,889.0,14.0,383.0,340.0,448.0,206.0,967.0,746.0,680.0,463.0
Tyrosine-protein kinase ABL,420.0,667.0,939.0,956.0,996.0,38.0,521.0,76.0,158.0,734.0,242.0
Histone deacetylase 6,649.0,229.0,88.0,672.0,354.0,581.0,819.0,698.0,486.0,854.0,352.0
Alpha-2a adrenergic receptor,825.0,230.0,938.0,315.0,914.0,567.0,657.0,517.0,518.0,773.0,906.0
Vascular endothelial growth factor receptor 1,792.0,391.0,629.0,322.0,962.0,260.0,564.0,46.0,975.0,374.0,739.0
Androgen Receptor,969.0,300.0,655.0,273.0,133.0,927.0,570.0,422.0,675.0,735.0,880.0
Tissue-type plasminogen activator,728.0,415.0,274.0,64.0,110.0,997.0,958.0,892.0,991.0,465.0,965.0
Serotonin 4 (5-HT4) receptor,494.0,494.0,444.0,393.0,673.0,383.0,339.0,449.0,27.0,814.0,322.0
Calcium sensing receptor,277.0,915.0,980.0,865.0,867.0,621.0,542.0,44.0,9.0,520.0,160.0
Prostanoid EP2 receptor,685.0,186.0,419.0,224.0,209.0,41.0,198.0,804.0,426.0,26.0,15.0
Neuronal acetylcholine receptor protein alpha-4 subunit,279.0,569.0,195.0,329.0,933.0,30.0,451.0,383.0,488.0,610.0,192.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",4.0,851.0,339.0,758.0,690.0,469.0,59.0,894.0,389.0,246.0,395.0
Vasopressin V1a receptor,683.0,540.0,575.0,271.0,172.0,279.0,494.0,400.0,50.0,795.0,978.0
Glutamate carboxypeptidase II,167.0,96.0,323.0,613.0,566.0,835.0,703.0,591.0,582.0,460.0,315.0
Serotonin 1b (5-HT1b) receptor,960.0,238.0,639.0,54.0,50.0,996.0,984.0,28.0,996.0,161.0,461.0
Serotonin 3a (5-HT3a) receptor,428.0,336.0,279.0,779.0,27.0,294.0,198.0,997.0,930.0,93.0,870.0
Aldose reductase,173.0,306.0,859.0,473.0,943.0,709.0,855.0,50.0,170.0,936.0,196.0
Cholecystokinin A receptor,173.0,633.0,458.0,721.0,990.0,29.0,902.0,172.0,111.0,475.0,112.0
FK506-binding protein 1A,945.0,43.0,574.0,3.0,132.0,927.0,582.0,727.0,952.0,221.0,917.0
GABA transporter 1,15.0,820.0,65.0,799.0,70.0,986.0,23.0,987.0,857.0,197.0,373.0
Glutamate [NMDA] receptor subunit epsilon 2,997.0,436.0,123.0,45.0,14.0,841.0,419.0,733.0,960.0,424.0,708.0
Serine/threonine-protein kinase RAF,151.0,700.0,926.0,908.0,998.0,639.0,219.0,65.0,7.0,846.0,607.0
Aminopeptidase N,65.0,510.0,738.0,976.0,809.0,353.0,896.0,227.0,244.0,273.0,34.0
Cytochrome P450 11B1,170.0,587.0,912.0,6.0,731.0,925.0,273.0,627.0,832.0,660.0,963.0
Mitogen-activated protein kinase kinase kinase 12,971.0,153.0,64.0,94.0,3.0,704.0,502.0,977.0,936.0,610.0,917.0
Platelet-derived growth factor receptor beta,165.0,553.0,388.0,920.0,988.0,277.0,401.0,340.0,487.0,825.0,226.0
Butyrylcholinesterase,191.0,795.0,941.0,994.0,925.0,62.0,489.0,328.0,0.0,980.0,672.0
Alpha-2c adrenergic receptor,130.0,596.0,23.0,863.0,670.0,71.0,655.0,96.0,909.0,110.0,25.0
Somatostatin receptor 1,131.0,729.0,793.0,997.0,235.0,271.0,247.0,795.0,14.0,573.0,296.0
Voltage-gated calcium channel alpha2/delta subunit 1,833.0,630.0,694.0,251.0,966.0,680.0,733.0,68.0,386.0,950.0,951.0
Vasopressin V1b receptor,705.0,785.0,439.0,75.0,964.0,520.0,835.0,260.0,924.0,325.0,127.0
Protoporphyrinogen oxidase,994.0,55.0,930.0,4.0,174.0,962.0,580.0,63.0,985.0,680.0,906.0
Xanthine dehydrogenase,843.0,153.0,341.0,370.0,21.0,874.0,100.0,950.0,701.0,35.0,926.0
Aldehyde dehydrogenase,1000.0,174.0,593.0,80.0,73.0,753.0,957.0,527.0,940.0,929.0,943.0
Stem cell growth factor receptor,777.0,584.0,863.0,606.0,129.0,622.0,512.0,690.0,911.0,238.0,519.0
Histone deacetylase 2,450.0,916.0,952.0,1000.0,751.0,16.0,38.0,184.0,77.0,508.0,527.0
Lysine-specific demethylase 2A,120.0,172.0,399.0,82.0,183.0,945.0,852.0,707.0,778.0,834.0,455.0
Histamine H2 receptor,0.0,204.0,22.0,680.0,848.0,935.0,871.0,420.0,547.0,338.0,25.0
Alpha-2b adrenergic receptor,454.0,492.0,596.0,792.0,635.0,134.0,366.0,372.0,11.0,717.0,272.0
Neprilysin,925.0,393.0,924.0,191.0,1000.0,1.0,321.0,14.0,0.0,148.0,4.0
Melatonin receptor 1A,39.0,675.0,24.0,295.0,5.0,964.0,292.0,993.0,1000.0,351.0,984.0
Melatonin receptor 1B,953.0,320.0,259.0,300.0,484.0,199.0,529.0,314.0,775.0,385.0,291.0
Thyroid hormone receptor beta-1,365.0,70.0,584.0,53.0,489.0,969.0,883.0,770.0,539.0,512.0,458.0
Cyclophilin A,13.0,698.0,167.0,566.0,683.0,968.0,896.0,246.0,450.0,513.0,432.0
Monoamine oxidase A,992.0,747.0,181.0,692.0,178.0,0.0,156.0,709.0,238.0,702.0,537.0
Thymidylate synthase,640.0,836.0,764.0,726.0,192.0,187.0,49.0,888.0,837.0,499.0,774.0
Vascular endothelial growth factor receptor 3,278.0,408.0,652.0,763.0,117.0,863.0,284.0,811.0,188.0,632.0,553.0
Insulin-like growth factor I receptor,511.0,600.0,979.0,631.0,934.0,371.0,366.0,73.0,439.0,616.0,369.0
Dihydroorotate dehydrogenase,996.0,882.0,490.0,564.0,670.0,0.0,113.0,10.0,6.0,274.0,560.0
Epoxide hydrolase 1,96.0,877.0,30.0,854.0,171.0,293.0,856.0,860.0,653.0,182.0,267.0
Sulfonylurea receptor 2,239.0,390.0,761.0,550.0,586.0,714.0,551.0,447.0,557.0,216.0,205.0
Tyrosine-protein kinase receptor FLT3,936.0,420.0,820.0,627.0,981.0,269.0,933.0,77.0,396.0,311.0,592.0
Vitamin D receptor,297.0,189.0,465.0,117.0,370.0,917.0,410.0,585.0,899.0,798.0,121.0
Cytochrome P450 19A1,73.0,416.0,84.0,641.0,25.0,623.0,71.0,957.0,751.0,76.0,20.0
Sodium channel protein type V alpha subunit,980.0,361.0,133.0,61.0,3.0,191.0,283.0,952.0,890.0,906.0,890.0
Insulin receptor,24.0,476.0,670.0,848.0,39.0,995.0,81.0,1000.0,16.0,815.0,990.0
Serotonin 1d (5-HT1d) receptor,721.0,720.0,376.0,16.0,374.0,982.0,580.0,404.0,997.0,115.0,864.0
Glucagon receptor,29.0,869.0,76.0,683.0,910.0,277.0,389.0,323.0,351.0,887.0,855.0
Inhibitor of nuclear factor kappa B kinase beta subunit,991.0,39.0,768.0,475.0,164.0,64.0,921.0,81.0,914.0,66.0,693.0
DNA (cytosine-5)-methyltransferase 1,714.0,351.0,943.0,560.0,668.0,392.0,580.0,109.0,216.0,782.0,312.0
Mineralocorticoid receptor,152.0,359.0,541.0,664.0,1000.0,543.0,628.0,5.0,15.0,994.0,186.0
Prostanoid IP receptor,748.0,458.0,656.0,431.0,941.0,288.0,760.0,114.0,382.0,487.0,239.0
Equilibrative nucleoside transporter 1,557.0,502.0,559.0,557.0,829.0,226.0,873.0,619.0,283.0,352.0,234.0
Plasma kallikrein,128.0,513.0,589.0,856.0,130.0,995.0,406.0,284.0,992.0,99.0,420.0
Purinergic receptor P2Y12,844.0,539.0,861.0,598.0,309.0,372.0,673.0,604.0,322.0,371.0,776.0
Inosine-5'-monophosphate dehydrogenase 2,485.0,770.0,511.0,269.0,46.0,213.0,105.0,871.0,148.0,188.0,341.0
Retinoic acid receptor gamma,20.0,962.0,286.0,866.0,971.0,75.0,674.0,242.0,871.0,466.0,133.0
Platelet-derived growth factor receptor alpha,926.0,550.0,718.0,987.0,535.0,35.0,74.0,213.0,0.0,994.0,925.0
Isocitrate dehydrogenase [NADP] cytoplasmic,526.0,39.0,936.0,1.0,838.0,978.0,833.0,667.0,992.0,19.0,540.0
Retinoic acid receptor beta,937.0,57.0,54.0,148.0,42.0,496.0,439.0,941.0,619.0,147.0,428.0
C-X-C chemokine receptor type 7,387.0,133.0,358.0,60.0,901.0,991.0,932.0,81.0,998.0,772.0,252.0
Nociceptin receptor,114.0,963.0,700.0,668.0,61.0,979.0,443.0,681.0,587.0,799.0,744.0
Coagulation factor IX,560.0,244.0,109.0,162.0,920.0,6.0,283.0,647.0,641.0,81.0,706.0
Dihydrofolate reductase,463.0,792.0,234.0,890.0,61.0,69.0,348.0,712.0,579.0,397.0,628.0
Niemann-Pick C1-like protein 1,835.0,272.0,617.0,272.0,319.0,381.0,414.0,710.0,213.0,353.0,690.0
Somatostatin receptor 3,8.0,389.0,195.0,658.0,238.0,920.0,713.0,984.0,937.0,288.0,286.0
Epidermal growth factor receptor erbB1,57.0,842.0,217.0,930.0,776.0,708.0,831.0,19.0,202.0,634.0,31.0
Glucocorticoid receptor,859.0,263.0,582.0,546.0,700.0,238.0,618.0,35.0,30.0,928.0,780.0
Muscarinic acetylcholine receptor M5,417.0,609.0,572.0,836.0,673.0,557.0,396.0,934.0,257.0,216.0,380.0
Monoamine oxidase B,501.0,286.0,614.0,548.0,646.0,100.0,656.0,632.0,351.0,132.0,586.0
Thrombin,258.0,748.0,42.0,73.0,176.0,967.0,306.0,948.0,999.0,678.0,369.0
Tyrosine-protein kinase receptor RET,989.0,246.0,966.0,639.0,679.0,52.0,312.0,342.0,75.0,382.0,226.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",872.0,298.0,560.0,468.0,134.0,160.0,438.0,554.0,27.0,815.0,688.0
Bile acid receptor FXR,444.0,985.0,396.0,81.0,417.0,761.0,57.0,382.0,988.0,449.0,917.0
Oxytocin receptor,94.0,615.0,978.0,977.0,996.0,8.0,118.0,54.0,0.0,893.0,274.0
Carbonic anhydrase II,19.0,760.0,236.0,496.0,44.0,956.0,449.0,947.0,606.0,81.0,231.0
Peptidyl-prolyl cis-trans isomerase FKBP5,967.0,99.0,85.0,230.0,0.0,936.0,925.0,990.0,979.0,580.0,985.0
Retinoic acid receptor alpha,615.0,934.0,1.0,128.0,55.0,667.0,201.0,820.0,966.0,462.0,664.0
Dopamine D1 receptor,965.0,369.0,987.0,694.0,425.0,184.0,808.0,265.0,235.0,80.0,288.0
Estrogen receptor alpha,993.0,372.0,484.0,249.0,0.0,623.0,97.0,933.0,836.0,411.0,940.0
Retinoid X receptor alpha,73.0,544.0,882.0,914.0,776.0,972.0,106.0,54.0,561.0,665.0,171.0
Ceramide glucosyltransferase,260.0,522.0,313.0,208.0,976.0,9.0,471.0,867.0,104.0,465.0,335.0
Ephrin type-A receptor 2,8.0,330.0,262.0,713.0,990.0,865.0,922.0,7.0,923.0,395.0,100.0
Thromboxane A2 receptor,1.0,813.0,371.0,990.0,1000.0,179.0,943.0,62.0,7.0,934.0,412.0
Sodium channel protein type IV alpha subunit,868.0,98.0,585.0,253.0,38.0,309.0,101.0,983.0,851.0,78.0,790.0
Tyrosine-protein kinase YES,1000.0,6.0,458.0,9.0,208.0,908.0,896.0,300.0,896.0,851.0,886.0
Progesterone receptor,908.0,392.0,865.0,5.0,991.0,943.0,244.0,59.0,981.0,264.0,438.0
Fatty acid binding protein adipocyte,171.0,766.0,339.0,997.0,867.0,1.0,392.0,175.0,11.0,921.0,358.0
Macrophage migration inhibitory factor,19.0,747.0,548.0,120.0,326.0,1000.0,319.0,857.0,993.0,197.0,265.0
Trypsin I,366.0,485.0,654.0,805.0,78.0,951.0,878.0,841.0,943.0,914.0,854.0
Beta-2 adrenergic receptor,973.0,545.0,830.0,707.0,929.0,6.0,462.0,78.0,7.0,908.0,699.0
C-X-C chemokine receptor type 4,963.0,510.0,607.0,845.0,13.0,173.0,816.0,272.0,448.0,43.0,383.0
Cyclin T1,10.0,570.0,145.0,114.0,497.0,994.0,580.0,573.0,910.0,135.0,173.0
Muscarinic acetylcholine receptor M2,815.0,634.0,123.0,469.0,797.0,89.0,31.0,629.0,720.0,856.0,498.0
Beta-1 adrenergic receptor,717.0,95.0,702.0,516.0,191.0,624.0,735.0,865.0,662.0,577.0,722.0
Serotonin 1a (5-HT1a) receptor,175.0,857.0,147.0,729.0,34.0,978.0,845.0,931.0,994.0,753.0,1000.0
Kynurenine 3-monooxygenase,101.0,133.0,237.0,316.0,765.0,956.0,793.0,861.0,213.0,589.0,337.0
"Glutaminase kidney isoform, mitochondrial",872.0,534.0,977.0,944.0,985.0,0.0,114.0,21.0,0.0,565.0,176.0
Serine/threonine-protein kinase PIM1,362.0,611.0,741.0,307.0,3.0,969.0,619.0,592.0,729.0,337.0,87.0
Tyrosine-protein kinase JAK3,386.0,890.0,11.0,313.0,137.0,34.0,124.0,731.0,446.0,340.0,142.0
Arachidonate 5-lipoxygenase,997.0,592.0,981.0,246.0,586.0,12.0,447.0,49.0,167.0,10.0,23.0
ATPase family AAA domain-containing protein 2,741.0,16.0,506.0,404.0,193.0,291.0,927.0,829.0,956.0,102.0,101.0
Muscarinic acetylcholine receptor M1,220.0,696.0,487.0,774.0,986.0,19.0,496.0,670.0,186.0,446.0,880.0
Tyrosyl-DNA phosphodiesterase 2,602.0,381.0,58.0,23.0,134.0,869.0,356.0,973.0,969.0,634.0,885.0
Dopamine D2 receptor,893.0,818.0,893.0,489.0,918.0,779.0,123.0,24.0,142.0,841.0,585.0
Beta-glucocerebrosidase,468.0,637.0,519.0,691.0,574.0,13.0,447.0,579.0,208.0,734.0,182.0
Cannabinoid CB1 receptor,85.0,368.0,381.0,275.0,925.0,669.0,341.0,413.0,720.0,519.0,981.0
Serine/threonine-protein kinase Aurora-B,816.0,833.0,729.0,988.0,306.0,34.0,93.0,743.0,7.0,161.0,558.0
Histone-lysine N-methyltransferase EZH2,4.0,819.0,787.0,731.0,277.0,997.0,544.0,420.0,868.0,836.0,261.0
Dopamine D4 receptor,999.0,169.0,958.0,97.0,603.0,643.0,940.0,55.0,559.0,307.0,944.0
Acetylcholinesterase,129.0,850.0,581.0,601.0,880.0,784.0,884.0,3.0,22.0,450.0,30.0
Motilin receptor,9.0,124.0,3.0,470.0,830.0,562.0,506.0,994.0,589.0,641.0,82.0
MAP kinase-activated protein kinase 2,472.0,327.0,493.0,182.0,167.0,248.0,295.0,607.0,712.0,378.0,414.0
Cyclooxygenase-1,696.0,863.0,730.0,330.0,814.0,767.0,177.0,607.0,880.0,966.0,958.0
Norepinephrine transporter,825.0,270.0,910.0,531.0,751.0,437.0,641.0,305.0,203.0,364.0,209.0
Alpha-1d adrenergic receptor,614.0,349.0,362.0,609.0,1.0,713.0,111.0,978.0,739.0,117.0,789.0
Serotonin 2a (5-HT2a) receptor,289.0,485.0,510.0,580.0,847.0,843.0,418.0,89.0,481.0,696.0,411.0
Anandamide amidohydrolase,606.0,483.0,51.0,445.0,20.0,382.0,334.0,988.0,954.0,766.0,867.0
Aldehyde reductase,900.0,916.0,740.0,715.0,239.0,611.0,378.0,119.0,315.0,314.0,901.0
Serotonin 2c (5-HT2c) receptor,570.0,589.0,888.0,729.0,957.0,339.0,559.0,87.0,233.0,708.0,285.0
Tyrosine-protein kinase BLK,157.0,918.0,705.0,992.0,807.0,103.0,328.0,85.0,0.0,920.0,315.0
Dipeptidyl peptidase I,48.0,403.0,3.0,323.0,424.0,685.0,896.0,917.0,999.0,10.0,282.0
Adenosine A1 receptor,607.0,108.0,579.0,47.0,860.0,993.0,936.0,197.0,702.0,903.0,341.0
Acyl coenzyme A:cholesterol acyltransferase,487.0,433.0,446.0,205.0,972.0,35.0,925.0,135.0,96.0,997.0,590.0
Type-1 angiotensin II receptor,463.0,542.0,990.0,914.0,618.0,330.0,361.0,349.0,15.0,255.0,468.0
Sphingosine 1-phosphate receptor Edg-8,989.0,742.0,272.0,247.0,6.0,43.0,112.0,985.0,142.0,25.0,439.0
c-Jun N-terminal kinase 1,413.0,386.0,958.0,676.0,835.0,796.0,83.0,219.0,280.0,102.0,162.0
Serotonin transporter,2.0,743.0,4.0,885.0,523.0,619.0,466.0,724.0,705.0,531.0,125.0
ADAMTS5,987.0,46.0,783.0,10.0,35.0,970.0,821.0,846.0,982.0,592.0,965.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,417.0,777.0,469.0,413.0,289.0,763.0,100.0,61.0,763.0,571.0,601.0
Alpha-1a adrenergic receptor,519.0,734.0,827.0,748.0,751.0,106.0,394.0,201.0,112.0,212.0,704.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,404.0,423.0,42.0,382.0,152.0,573.0,577.0,644.0,625.0,942.0,930.0
Cyclooxygenase-2,329.0,370.0,305.0,612.0,709.0,324.0,855.0,417.0,184.0,346.0,6.0
Voltage-gated potassium channel subunit Kv1.1,567.0,50.0,213.0,194.0,5.0,995.0,618.0,997.0,981.0,275.0,1000.0
Histamine H1 receptor,422.0,132.0,262.0,106.0,1000.0,3.0,258.0,74.0,916.0,171.0,16.0
ADAMTS4,43.0,761.0,665.0,975.0,778.0,308.0,948.0,75.0,277.0,913.0,214.0
Alpha-1b adrenergic receptor,652.0,756.0,954.0,246.0,879.0,762.0,116.0,685.0,325.0,714.0,877.0
Potassium channel subfamily K member 3,910.0,638.0,803.0,771.0,550.0,67.0,537.0,142.0,278.0,229.0,149.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",297.0,395.0,89.0,493.0,662.0,554.0,849.0,352.0,745.0,804.0,255.0
Carbonic anhydrase VII,652.0,295.0,739.0,444.0,862.0,1000.0,974.0,59.0,978.0,874.0,885.0
Neurokinin 2 receptor,918.0,819.0,118.0,398.0,87.0,24.0,498.0,802.0,124.0,412.0,900.0
Mu opioid receptor,686.0,103.0,599.0,266.0,161.0,467.0,770.0,625.0,345.0,552.0,299.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",442.0,485.0,688.0,404.0,475.0,689.0,453.0,420.0,427.0,580.0,228.0
Caspase-3,94.0,594.0,837.0,677.0,982.0,744.0,423.0,355.0,309.0,268.0,609.0
Lysosomal Pro-X carboxypeptidase,929.0,288.0,736.0,479.0,8.0,321.0,71.0,953.0,185.0,297.0,335.0
Glycine transporter 1,1.0,995.0,125.0,995.0,84.0,721.0,52.0,911.0,934.0,99.0,531.0
Dopamine D3 receptor,713.0,635.0,270.0,461.0,217.0,738.0,578.0,271.0,916.0,511.0,802.0
Serine/threonine-protein kinase Sgk1,958.0,643.0,158.0,241.0,127.0,188.0,940.0,305.0,729.0,458.0,442.0
Ribosomal protein S6 kinase alpha 3,609.0,944.0,501.0,690.0,579.0,139.0,111.0,687.0,98.0,665.0,743.0
Peroxisome proliferator-activated receptor gamma,931.0,14.0,139.0,1.0,364.0,309.0,419.0,981.0,959.0,254.0,570.0
Delta opioid receptor,364.0,306.0,925.0,994.0,964.0,3.0,142.0,252.0,1.0,343.0,71.0
Hypoxanthine-guanine phosphoribosyltransferase,1.0,478.0,726.0,329.0,929.0,999.0,700.0,788.0,713.0,662.0,400.0
Kappa opioid receptor,859.0,728.0,142.0,10.0,544.0,975.0,762.0,439.0,969.0,862.0,933.0
C5a anaphylatoxin chemotactic receptor,284.0,341.0,975.0,823.0,979.0,33.0,724.0,14.0,48.0,102.0,1.0
Dual specificity phosphatase Cdc25C,161.0,565.0,84.0,973.0,2.0,45.0,210.0,960.0,94.0,275.0,444.0
Dopamine transporter,377.0,795.0,59.0,715.0,39.0,903.0,650.0,845.0,967.0,513.0,534.0
Peroxisome proliferator-activated receptor alpha,569.0,137.0,841.0,87.0,973.0,519.0,764.0,34.0,512.0,471.0,292.0
HERG,784.0,269.0,417.0,52.0,42.0,475.0,346.0,793.0,945.0,91.0,698.0
Epoxide hydratase,20.0,951.0,518.0,594.0,203.0,1000.0,421.0,351.0,996.0,688.0,876.0
Phosphodiesterase 3A,992.0,146.0,946.0,714.0,533.0,777.0,867.0,50.0,579.0,777.0,906.0
