,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Nicotinamide phosphoribosyltransferase,266.0,296.0,951.0,749.0,922.0,492.0,449.0,10.0,279.0,680.0,866.0
Replication protein A 70 kDa DNA-binding subunit,0.0,7.0,1000.0,1000.0,1000.0,1.0,110.0,0.0,752.0,11.0,20.0
DNA topoisomerase I,996.0,587.0,16.0,8.0,610.0,431.0,479.0,778.0,203.0,786.0,251.0
Farnesyl diphosphate synthase,1000.0,723.0,318.0,0.0,947.0,480.0,145.0,669.0,2.0,868.0,45.0
Glucagon-like peptide 1 receptor,253.0,535.0,4.0,810.0,648.0,981.0,550.0,86.0,938.0,744.0,834.0
Endothelin receptor ET-B,245.0,975.0,997.0,167.0,2.0,491.0,389.0,992.0,590.0,123.0,156.0
Steroid 5-alpha-reductase 1,989.0,560.0,36.0,9.0,68.0,221.0,851.0,98.0,855.0,744.0,928.0
Vasopressin V2 receptor,723.0,448.0,456.0,533.0,595.0,522.0,110.0,264.0,740.0,901.0,815.0
Somatostatin receptor 5,1.0,908.0,838.0,995.0,970.0,289.0,906.0,10.0,475.0,999.0,681.0
"Histone-lysine N-methyltransferase, H3 lysine-79 specific",692.0,967.0,988.0,312.0,1.0,657.0,506.0,999.0,635.0,91.0,183.0
Transmembrane protease serine 6,994.0,170.0,727.0,199.0,154.0,867.0,20.0,1000.0,45.0,2.0,11.0
Bromodomain-containing protein 3,108.0,756.0,711.0,990.0,519.0,649.0,241.0,270.0,597.0,21.0,736.0
Cysteinyl leukotriene receptor 1,994.0,69.0,21.0,84.0,999.0,135.0,978.0,0.0,755.0,755.0,656.0
Corticotropin releasing factor receptor 1,1.0,253.0,907.0,992.0,853.0,504.0,123.0,528.0,59.0,346.0,50.0
Plasminogen,1000.0,209.0,124.0,0.0,961.0,381.0,19.0,105.0,29.0,337.0,335.0
Leukocyte adhesion glycoprotein LFA-1 alpha,1000.0,267.0,3.0,0.0,2.0,475.0,901.0,539.0,866.0,985.0,913.0
Somatostatin receptor 2,0.0,13.0,15.0,999.0,996.0,938.0,87.0,70.0,715.0,223.0,815.0
DNA topoisomerase II alpha,168.0,10.0,115.0,293.0,116.0,902.0,889.0,1000.0,742.0,421.0,286.0
Angiotensin-converting enzyme,145.0,568.0,266.0,850.0,811.0,478.0,689.0,17.0,707.0,297.0,822.0
Prostanoid EP1 receptor,995.0,974.0,995.0,80.0,316.0,121.0,23.0,31.0,5.0,636.0,497.0
Muscarinic acetylcholine receptor M4,6.0,281.0,977.0,982.0,844.0,674.0,453.0,918.0,305.0,570.0,159.0
Inosine-5'-monophosphate dehydrogenase 1,957.0,421.0,334.0,182.0,188.0,483.0,599.0,972.0,635.0,582.0,408.0
Receptor protein-tyrosine kinase erbB-2,180.0,429.0,144.0,633.0,53.0,843.0,329.0,999.0,751.0,17.0,154.0
TNF-alpha,994.0,505.0,25.0,0.0,365.0,591.0,798.0,565.0,819.0,788.0,920.0
Phosphodiesterase 5A,347.0,972.0,986.0,836.0,52.0,757.0,747.0,1000.0,196.0,89.0,11.0
Histone deacetylase 3,8.0,252.0,115.0,543.0,204.0,29.0,894.0,701.0,883.0,814.0,181.0
Serotonin 2b (5-HT2b) receptor,669.0,905.0,6.0,286.0,38.0,966.0,596.0,982.0,520.0,785.0,656.0
Thromboxane-A synthase,155.0,81.0,407.0,963.0,350.0,348.0,212.0,35.0,958.0,140.0,998.0
Prostanoid EP4 receptor,2.0,742.0,742.0,973.0,502.0,245.0,903.0,21.0,900.0,633.0,366.0
Tyrosine-protein kinase FYN,8.0,475.0,444.0,994.0,1000.0,668.0,135.0,10.0,586.0,501.0,184.0
Macrophage colony stimulating factor  receptor,997.0,853.0,979.0,45.0,32.0,295.0,258.0,992.0,149.0,72.0,474.0
Dopamine D5 receptor,4.0,127.0,784.0,842.0,543.0,305.0,799.0,793.0,182.0,769.0,817.0
Somatostatin receptor 4,239.0,87.0,386.0,473.0,643.0,899.0,232.0,858.0,365.0,224.0,45.0
Gonadotropin-releasing hormone receptor,15.0,30.0,298.0,491.0,969.0,232.0,611.0,44.0,571.0,456.0,851.0
Steroid 5-alpha-reductase 2,881.0,970.0,405.0,95.0,21.0,699.0,910.0,909.0,178.0,843.0,859.0
Voltage-gated T-type calcium channel alpha-1H subunit,183.0,906.0,994.0,970.0,505.0,8.0,853.0,44.0,588.0,989.0,321.0
Thyroid hormone receptor alpha,979.0,196.0,996.0,896.0,982.0,46.0,94.0,15.0,711.0,402.0,52.0
4-hydroxyphenylpyruvate dioxygenase,150.0,880.0,69.0,289.0,123.0,890.0,969.0,999.0,587.0,199.0,394.0
Tyrosine-protein kinase ABL,984.0,598.0,8.0,0.0,524.0,882.0,85.0,581.0,721.0,561.0,271.0
Histone deacetylase 6,938.0,854.0,124.0,231.0,659.0,997.0,24.0,302.0,386.0,148.0,318.0
Alpha-2a adrenergic receptor,215.0,158.0,365.0,286.0,672.0,154.0,865.0,360.0,49.0,512.0,812.0
Vascular endothelial growth factor receptor 1,4.0,63.0,907.0,592.0,809.0,854.0,358.0,472.0,771.0,381.0,995.0
Androgen Receptor,993.0,835.0,472.0,269.0,968.0,961.0,25.0,22.0,380.0,932.0,606.0
Tissue-type plasminogen activator,56.0,376.0,984.0,994.0,158.0,115.0,121.0,200.0,519.0,317.0,919.0
Serotonin 4 (5-HT4) receptor,166.0,955.0,456.0,923.0,7.0,130.0,959.0,996.0,461.0,564.0,453.0
Calcium sensing receptor,996.0,60.0,248.0,50.0,947.0,854.0,27.0,52.0,432.0,489.0,922.0
Prostanoid EP2 receptor,701.0,773.0,319.0,601.0,555.0,71.0,761.0,16.0,384.0,297.0,271.0
Neuronal acetylcholine receptor protein alpha-4 subunit,84.0,279.0,816.0,809.0,45.0,207.0,765.0,1000.0,687.0,8.0,4.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",524.0,269.0,189.0,808.0,1000.0,553.0,915.0,0.0,498.0,949.0,516.0
Vasopressin V1a receptor,988.0,963.0,522.0,36.0,99.0,229.0,821.0,650.0,137.0,981.0,185.0
Glutamate carboxypeptidase II,479.0,58.0,303.0,949.0,988.0,828.0,137.0,3.0,914.0,374.0,797.0
Serotonin 1b (5-HT1b) receptor,197.0,62.0,15.0,700.0,868.0,455.0,884.0,31.0,980.0,375.0,733.0
Serotonin 3a (5-HT3a) receptor,979.0,445.0,42.0,117.0,125.0,585.0,793.0,989.0,314.0,809.0,402.0
Aldose reductase,662.0,576.0,963.0,384.0,17.0,832.0,50.0,1000.0,51.0,116.0,577.0
Cholecystokinin A receptor,61.0,614.0,978.0,989.0,1000.0,216.0,206.0,0.0,139.0,553.0,90.0
FK506-binding protein 1A,1000.0,958.0,749.0,3.0,5.0,165.0,614.0,710.0,353.0,894.0,426.0
GABA transporter 1,674.0,74.0,677.0,444.0,998.0,359.0,425.0,0.0,216.0,507.0,716.0
Glutamate [NMDA] receptor subunit epsilon 2,978.0,38.0,107.0,2.0,361.0,244.0,762.0,997.0,872.0,518.0,471.0
Serine/threonine-protein kinase RAF,23.0,960.0,968.0,995.0,66.0,196.0,661.0,406.0,264.0,79.0,108.0
Aminopeptidase N,10.0,919.0,792.0,991.0,39.0,711.0,186.0,921.0,722.0,418.0,283.0
Cytochrome P450 11B1,593.0,393.0,93.0,146.0,634.0,262.0,969.0,613.0,374.0,639.0,732.0
Mitogen-activated protein kinase kinase kinase 12,0.0,917.0,916.0,1000.0,896.0,630.0,79.0,113.0,82.0,170.0,674.0
Platelet-derived growth factor receptor beta,2.0,574.0,995.0,999.0,1000.0,93.0,620.0,118.0,622.0,413.0,203.0
Butyrylcholinesterase,56.0,517.0,40.0,316.0,624.0,990.0,745.0,1.0,786.0,998.0,1000.0
Alpha-2c adrenergic receptor,0.0,642.0,604.0,995.0,11.0,798.0,255.0,718.0,972.0,525.0,700.0
Somatostatin receptor 1,314.0,975.0,196.0,244.0,20.0,551.0,361.0,806.0,527.0,942.0,365.0
Voltage-gated calcium channel alpha2/delta subunit 1,959.0,683.0,377.0,149.0,1.0,553.0,996.0,1000.0,851.0,636.0,732.0
Vasopressin V1b receptor,999.0,2.0,238.0,0.0,990.0,871.0,80.0,389.0,32.0,82.0,211.0
Protoporphyrinogen oxidase,241.0,362.0,959.0,893.0,0.0,10.0,948.0,999.0,833.0,754.0,498.0
Xanthine dehydrogenase,37.0,279.0,323.0,974.0,983.0,361.0,338.0,1.0,757.0,542.0,926.0
Aldehyde dehydrogenase,999.0,433.0,199.0,8.0,993.0,491.0,170.0,122.0,17.0,232.0,24.0
Stem cell growth factor receptor,1.0,863.0,51.0,993.0,11.0,799.0,426.0,997.0,498.0,787.0,711.0
Histone deacetylase 2,1000.0,252.0,644.0,0.0,499.0,277.0,243.0,995.0,172.0,21.0,2.0
Lysine-specific demethylase 2A,999.0,335.0,602.0,2.0,667.0,817.0,315.0,192.0,559.0,912.0,898.0
Histamine H2 receptor,748.0,333.0,207.0,245.0,491.0,647.0,431.0,101.0,919.0,568.0,922.0
Alpha-2b adrenergic receptor,382.0,876.0,205.0,549.0,643.0,613.0,473.0,146.0,312.0,756.0,667.0
Neprilysin,138.0,62.0,829.0,970.0,617.0,525.0,647.0,13.0,720.0,620.0,352.0
Melatonin receptor 1A,1000.0,471.0,11.0,1.0,65.0,450.0,833.0,978.0,951.0,187.0,320.0
Melatonin receptor 1B,4.0,381.0,937.0,1000.0,228.0,339.0,386.0,999.0,929.0,78.0,256.0
Thyroid hormone receptor beta-1,934.0,345.0,823.0,175.0,1000.0,45.0,165.0,0.0,36.0,644.0,275.0
Cyclophilin A,308.0,276.0,954.0,1000.0,251.0,760.0,72.0,66.0,843.0,194.0,113.0
Monoamine oxidase A,514.0,370.0,300.0,396.0,471.0,771.0,75.0,483.0,249.0,807.0,712.0
Thymidylate synthase,0.0,562.0,395.0,983.0,86.0,857.0,894.0,991.0,962.0,611.0,361.0
Vascular endothelial growth factor receptor 3,828.0,983.0,152.0,104.0,131.0,376.0,976.0,728.0,315.0,874.0,548.0
Insulin-like growth factor I receptor,367.0,940.0,660.0,223.0,89.0,551.0,353.0,987.0,162.0,801.0,648.0
Dihydroorotate dehydrogenase,975.0,108.0,679.0,11.0,568.0,183.0,39.0,592.0,60.0,0.0,106.0
Epoxide hydrolase 1,997.0,305.0,712.0,0.0,732.0,470.0,491.0,470.0,50.0,102.0,533.0
Sulfonylurea receptor 2,232.0,19.0,924.0,889.0,1000.0,31.0,248.0,0.0,215.0,866.0,455.0
Tyrosine-protein kinase receptor FLT3,0.0,44.0,370.0,999.0,996.0,343.0,906.0,3.0,954.0,752.0,864.0
Vitamin D receptor,72.0,927.0,54.0,826.0,12.0,995.0,800.0,996.0,983.0,433.0,898.0
Cytochrome P450 19A1,1000.0,622.0,144.0,4.0,497.0,337.0,204.0,622.0,251.0,784.0,865.0
Sodium channel protein type V alpha subunit,900.0,396.0,462.0,432.0,964.0,521.0,177.0,1.0,44.0,290.0,914.0
Insulin receptor,111.0,787.0,85.0,122.0,3.0,275.0,929.0,987.0,710.0,954.0,634.0
Serotonin 1d (5-HT1d) receptor,954.0,909.0,978.0,130.0,0.0,706.0,437.0,1000.0,150.0,81.0,0.0
Glucagon receptor,938.0,426.0,465.0,97.0,1000.0,412.0,684.0,0.0,304.0,585.0,34.0
Inhibitor of nuclear factor kappa B kinase beta subunit,937.0,771.0,764.0,335.0,997.0,177.0,894.0,0.0,157.0,945.0,840.0
DNA (cytosine-5)-methyltransferase 1,53.0,877.0,486.0,975.0,64.0,158.0,673.0,208.0,778.0,128.0,703.0
Mineralocorticoid receptor,60.0,848.0,993.0,996.0,270.0,112.0,454.0,286.0,648.0,442.0,174.0
Prostanoid IP receptor,0.0,1.0,956.0,1000.0,818.0,892.0,7.0,445.0,955.0,266.0,995.0
Equilibrative nucleoside transporter 1,781.0,202.0,477.0,797.0,1000.0,438.0,210.0,1.0,443.0,225.0,968.0
Plasma kallikrein,0.0,54.0,685.0,1000.0,945.0,562.0,323.0,133.0,962.0,70.0,128.0
Purinergic receptor P2Y12,459.0,990.0,1.0,29.0,227.0,910.0,988.0,864.0,240.0,994.0,735.0
Inosine-5'-monophosphate dehydrogenase 2,325.0,141.0,0.0,614.0,13.0,874.0,785.0,967.0,788.0,492.0,480.0
Retinoic acid receptor gamma,953.0,227.0,322.0,27.0,900.0,202.0,542.0,497.0,484.0,382.0,890.0
Platelet-derived growth factor receptor alpha,992.0,985.0,903.0,10.0,35.0,576.0,534.0,994.0,30.0,369.0,66.0
Isocitrate dehydrogenase [NADP] cytoplasmic,1000.0,91.0,444.0,0.0,888.0,197.0,150.0,266.0,9.0,294.0,24.0
Retinoic acid receptor beta,343.0,214.0,946.0,979.0,991.0,297.0,36.0,0.0,826.0,32.0,215.0
C-X-C chemokine receptor type 7,338.0,715.0,41.0,45.0,18.0,500.0,985.0,981.0,961.0,849.0,308.0
Nociceptin receptor,26.0,543.0,213.0,906.0,986.0,998.0,52.0,91.0,168.0,910.0,999.0
Coagulation factor IX,941.0,678.0,895.0,251.0,68.0,621.0,331.0,777.0,444.0,489.0,993.0
Dihydrofolate reductase,929.0,222.0,464.0,0.0,344.0,285.0,146.0,810.0,482.0,432.0,6.0
Niemann-Pick C1-like protein 1,13.0,871.0,878.0,998.0,492.0,184.0,949.0,791.0,782.0,517.0,280.0
Somatostatin receptor 3,585.0,118.0,468.0,922.0,35.0,317.0,651.0,978.0,38.0,761.0,45.0
Epidermal growth factor receptor erbB1,948.0,886.0,31.0,15.0,600.0,920.0,532.0,151.0,933.0,495.0,404.0
Glucocorticoid receptor,106.0,777.0,791.0,950.0,139.0,79.0,712.0,259.0,927.0,209.0,578.0
Muscarinic acetylcholine receptor M5,187.0,46.0,14.0,154.0,824.0,771.0,657.0,893.0,656.0,528.0,816.0
Monoamine oxidase B,664.0,450.0,405.0,236.0,221.0,597.0,912.0,47.0,812.0,796.0,996.0
Thrombin,29.0,947.0,998.0,916.0,0.0,245.0,585.0,961.0,443.0,818.0,406.0
Tyrosine-protein kinase receptor RET,33.0,247.0,485.0,406.0,59.0,29.0,596.0,996.0,480.0,824.0,15.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",0.0,795.0,28.0,957.0,15.0,988.0,827.0,987.0,732.0,287.0,844.0
Bile acid receptor FXR,15.0,967.0,996.0,998.0,38.0,726.0,345.0,960.0,265.0,489.0,352.0
Oxytocin receptor,909.0,705.0,76.0,43.0,834.0,859.0,516.0,583.0,353.0,336.0,836.0
Carbonic anhydrase II,552.0,548.0,999.0,946.0,161.0,202.0,187.0,743.0,906.0,0.0,126.0
Peptidyl-prolyl cis-trans isomerase FKBP5,984.0,902.0,35.0,43.0,313.0,44.0,681.0,599.0,560.0,708.0,32.0
Retinoic acid receptor alpha,893.0,905.0,988.0,479.0,993.0,349.0,175.0,3.0,11.0,681.0,633.0
Dopamine D1 receptor,654.0,535.0,486.0,640.0,267.0,699.0,321.0,494.0,751.0,844.0,13.0
Estrogen receptor alpha,1000.0,81.0,10.0,0.0,530.0,366.0,852.0,638.0,40.0,843.0,853.0
Retinoid X receptor alpha,101.0,16.0,592.0,520.0,956.0,637.0,690.0,929.0,123.0,601.0,326.0
Ceramide glucosyltransferase,843.0,977.0,961.0,35.0,432.0,149.0,208.0,490.0,313.0,770.0,291.0
Ephrin type-A receptor 2,965.0,142.0,686.0,617.0,995.0,415.0,20.0,4.0,195.0,509.0,835.0
Thromboxane A2 receptor,0.0,3.0,81.0,1000.0,985.0,860.0,986.0,442.0,973.0,573.0,825.0
Sodium channel protein type IV alpha subunit,0.0,24.0,416.0,1000.0,742.0,911.0,373.0,289.0,994.0,333.0,953.0
Tyrosine-protein kinase YES,994.0,994.0,781.0,115.0,0.0,225.0,245.0,981.0,516.0,234.0,680.0
Progesterone receptor,795.0,910.0,555.0,9.0,966.0,198.0,365.0,3.0,31.0,616.0,34.0
Fatty acid binding protein adipocyte,985.0,381.0,29.0,140.0,167.0,986.0,13.0,770.0,551.0,0.0,261.0
Macrophage migration inhibitory factor,7.0,24.0,948.0,994.0,1000.0,82.0,662.0,7.0,451.0,857.0,767.0
Trypsin I,960.0,762.0,17.0,11.0,0.0,224.0,993.0,1000.0,816.0,219.0,17.0
Beta-2 adrenergic receptor,61.0,978.0,81.0,440.0,0.0,791.0,730.0,998.0,373.0,919.0,946.0
C-X-C chemokine receptor type 4,24.0,13.0,21.0,295.0,997.0,973.0,272.0,16.0,868.0,911.0,985.0
Cyclin T1,17.0,926.0,888.0,448.0,116.0,277.0,857.0,779.0,599.0,529.0,798.0
Muscarinic acetylcholine receptor M2,999.0,977.0,179.0,11.0,2.0,770.0,38.0,998.0,212.0,9.0,10.0
Beta-1 adrenergic receptor,131.0,53.0,977.0,863.0,998.0,419.0,13.0,3.0,64.0,714.0,364.0
Serotonin 1a (5-HT1a) receptor,493.0,551.0,489.0,948.0,998.0,251.0,895.0,10.0,410.0,875.0,299.0
Kynurenine 3-monooxygenase,13.0,1.0,698.0,994.0,982.0,277.0,381.0,0.0,738.0,909.0,1000.0
"Glutaminase kidney isoform, mitochondrial",5.0,18.0,956.0,999.0,762.0,330.0,95.0,763.0,682.0,278.0,158.0
Serine/threonine-protein kinase PIM1,999.0,177.0,0.0,6.0,118.0,508.0,525.0,636.0,760.0,75.0,642.0
Tyrosine-protein kinase JAK3,1000.0,962.0,303.0,6.0,11.0,329.0,367.0,457.0,46.0,752.0,294.0
Arachidonate 5-lipoxygenase,26.0,67.0,437.0,886.0,998.0,959.0,571.0,33.0,768.0,572.0,149.0
ATPase family AAA domain-containing protein 2,1.0,988.0,929.0,1000.0,100.0,138.0,856.0,620.0,959.0,578.0,52.0
Muscarinic acetylcholine receptor M1,816.0,915.0,1000.0,640.0,5.0,16.0,933.0,994.0,808.0,732.0,988.0
Tyrosyl-DNA phosphodiesterase 2,781.0,995.0,188.0,139.0,0.0,906.0,914.0,1000.0,551.0,211.0,16.0
Dopamine D2 receptor,662.0,120.0,67.0,175.0,998.0,693.0,697.0,29.0,944.0,827.0,802.0
Beta-glucocerebrosidase,944.0,43.0,254.0,95.0,983.0,414.0,138.0,1.0,421.0,879.0,276.0
Cannabinoid CB1 receptor,185.0,397.0,885.0,993.0,388.0,749.0,11.0,84.0,389.0,95.0,983.0
Serine/threonine-protein kinase Aurora-B,171.0,124.0,414.0,910.0,952.0,587.0,809.0,30.0,924.0,204.0,222.0
Histone-lysine N-methyltransferase EZH2,569.0,651.0,628.0,177.0,249.0,789.0,598.0,1000.0,29.0,157.0,202.0
Dopamine D4 receptor,924.0,704.0,90.0,69.0,181.0,270.0,292.0,988.0,138.0,31.0,151.0
Acetylcholinesterase,2.0,814.0,283.0,851.0,480.0,595.0,288.0,145.0,43.0,546.0,173.0
Motilin receptor,702.0,149.0,905.0,174.0,953.0,8.0,963.0,21.0,365.0,812.0,775.0
MAP kinase-activated protein kinase 2,0.0,284.0,564.0,1000.0,24.0,897.0,962.0,874.0,997.0,946.0,989.0
Cyclooxygenase-1,334.0,513.0,362.0,144.0,90.0,517.0,870.0,714.0,531.0,889.0,943.0
Norepinephrine transporter,44.0,368.0,994.0,993.0,973.0,315.0,237.0,34.0,166.0,543.0,659.0
Alpha-1d adrenergic receptor,936.0,765.0,331.0,10.0,15.0,500.0,235.0,1000.0,131.0,619.0,234.0
Serotonin 2a (5-HT2a) receptor,388.0,988.0,906.0,630.0,54.0,701.0,201.0,975.0,110.0,167.0,25.0
Anandamide amidohydrolase,993.0,155.0,18.0,3.0,959.0,914.0,204.0,122.0,453.0,499.0,746.0
Aldehyde reductase,77.0,166.0,836.0,994.0,859.0,297.0,53.0,71.0,856.0,260.0,405.0
Serotonin 2c (5-HT2c) receptor,998.0,660.0,57.0,0.0,4.0,201.0,930.0,985.0,302.0,743.0,144.0
Tyrosine-protein kinase BLK,998.0,227.0,23.0,23.0,997.0,703.0,562.0,62.0,236.0,497.0,472.0
Dipeptidyl peptidase I,10.0,45.0,457.0,946.0,188.0,305.0,795.0,713.0,899.0,247.0,28.0
Adenosine A1 receptor,13.0,974.0,385.0,978.0,10.0,364.0,976.0,616.0,746.0,333.0,890.0
Acyl coenzyme A:cholesterol acyltransferase,1.0,891.0,480.0,953.0,149.0,505.0,752.0,607.0,422.0,952.0,956.0
Type-1 angiotensin II receptor,8.0,991.0,999.0,928.0,30.0,485.0,75.0,614.0,621.0,640.0,648.0
Sphingosine 1-phosphate receptor Edg-8,988.0,345.0,728.0,97.0,1000.0,668.0,9.0,0.0,81.0,526.0,136.0
c-Jun N-terminal kinase 1,820.0,20.0,216.0,570.0,985.0,568.0,300.0,422.0,138.0,18.0,557.0
Serotonin transporter,957.0,79.0,9.0,132.0,458.0,477.0,586.0,299.0,875.0,730.0,946.0
ADAMTS5,395.0,93.0,499.0,941.0,228.0,322.0,767.0,116.0,864.0,18.0,8.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,24.0,597.0,33.0,925.0,52.0,878.0,712.0,980.0,977.0,911.0,999.0
Alpha-1a adrenergic receptor,988.0,752.0,999.0,118.0,579.0,33.0,60.0,629.0,5.0,607.0,92.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,931.0,992.0,348.0,422.0,588.0,963.0,130.0,420.0,54.0,97.0,508.0
Cyclooxygenase-2,3.0,792.0,386.0,484.0,116.0,159.0,1000.0,663.0,926.0,827.0,357.0
Voltage-gated potassium channel subunit Kv1.1,969.0,77.0,189.0,292.0,632.0,968.0,23.0,109.0,737.0,606.0,983.0
Histamine H1 receptor,999.0,983.0,11.0,2.0,260.0,964.0,901.0,887.0,234.0,557.0,245.0
ADAMTS4,29.0,28.0,992.0,1000.0,1000.0,280.0,152.0,73.0,430.0,46.0,221.0
Alpha-1b adrenergic receptor,680.0,320.0,989.0,344.0,995.0,282.0,572.0,0.0,539.0,833.0,911.0
Potassium channel subfamily K member 3,291.0,22.0,83.0,957.0,953.0,46.0,857.0,210.0,925.0,452.0,421.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",672.0,997.0,724.0,323.0,0.0,857.0,64.0,1000.0,160.0,46.0,72.0
Carbonic anhydrase VII,0.0,658.0,444.0,1000.0,36.0,980.0,295.0,145.0,980.0,480.0,993.0
Neurokinin 2 receptor,686.0,941.0,235.0,84.0,188.0,866.0,107.0,959.0,58.0,659.0,264.0
Mu opioid receptor,1000.0,76.0,40.0,0.0,756.0,116.0,792.0,30.0,280.0,190.0,25.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",281.0,100.0,25.0,555.0,316.0,363.0,947.0,495.0,986.0,728.0,474.0
Caspase-3,9.0,130.0,914.0,961.0,585.0,341.0,950.0,980.0,701.0,883.0,497.0
Lysosomal Pro-X carboxypeptidase,429.0,39.0,834.0,274.0,988.0,17.0,866.0,10.0,91.0,938.0,536.0
Glycine transporter 1,307.0,750.0,692.0,168.0,24.0,711.0,281.0,938.0,417.0,588.0,217.0
Dopamine D3 receptor,74.0,929.0,986.0,762.0,12.0,743.0,31.0,926.0,829.0,415.0,989.0
Serine/threonine-protein kinase Sgk1,234.0,866.0,254.0,899.0,996.0,451.0,764.0,1.0,317.0,605.0,742.0
Ribosomal protein S6 kinase alpha 3,314.0,44.0,58.0,60.0,820.0,970.0,363.0,836.0,210.0,370.0,913.0
Peroxisome proliferator-activated receptor gamma,869.0,379.0,122.0,625.0,759.0,440.0,320.0,531.0,576.0,343.0,50.0
Delta opioid receptor,995.0,843.0,375.0,27.0,24.0,456.0,862.0,919.0,471.0,766.0,334.0
Hypoxanthine-guanine phosphoribosyltransferase,951.0,138.0,714.0,27.0,846.0,45.0,640.0,144.0,337.0,484.0,62.0
Kappa opioid receptor,145.0,7.0,3.0,662.0,980.0,701.0,305.0,251.0,608.0,779.0,902.0
C5a anaphylatoxin chemotactic receptor,1000.0,950.0,491.0,91.0,958.0,953.0,122.0,34.0,2.0,550.0,323.0
Dual specificity phosphatase Cdc25C,33.0,37.0,998.0,999.0,622.0,214.0,655.0,153.0,994.0,2.0,516.0
Dopamine transporter,0.0,975.0,989.0,1000.0,615.0,78.0,434.0,332.0,650.0,752.0,47.0
Peroxisome proliferator-activated receptor alpha,338.0,350.0,280.0,985.0,899.0,831.0,184.0,99.0,905.0,602.0,607.0
HERG,494.0,955.0,747.0,27.0,0.0,138.0,997.0,994.0,949.0,936.0,891.0
Epoxide hydratase,509.0,559.0,670.0,418.0,932.0,720.0,50.0,14.0,168.0,224.0,445.0
Phosphodiesterase 3A,159.0,930.0,532.0,589.0,9.0,438.0,943.0,995.0,185.0,873.0,382.0
