,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Steroid 5-alpha-reductase 1,752.0,910.0,0.0,749.0,274.0,445.0,906.0,937.0,495.0,30.0,454.0
Vasopressin V2 receptor,999.0,943.0,873.0,757.0,170.0,21.0,962.0,948.0,4.0,272.0,619.0
Somatostatin receptor 5,126.0,123.0,886.0,949.0,769.0,298.0,454.0,17.0,93.0,330.0,528.0
"Histone-lysine N-methyltransferase, H3 lysine-79 specific",427.0,780.0,696.0,415.0,301.0,399.0,16.0,897.0,807.0,976.0,376.0
Transmembrane protease serine 6,255.0,336.0,337.0,866.0,168.0,929.0,583.0,682.0,464.0,624.0,88.0
Bromodomain-containing protein 3,17.0,75.0,999.0,667.0,39.0,832.0,286.0,687.0,79.0,985.0,402.0
Cysteinyl leukotriene receptor 1,910.0,174.0,492.0,66.0,286.0,276.0,591.0,108.0,926.0,36.0,386.0
Corticotropin releasing factor receptor 1,412.0,787.0,694.0,220.0,543.0,758.0,439.0,919.0,190.0,979.0,563.0
Plasminogen,102.0,463.0,499.0,784.0,432.0,64.0,131.0,616.0,973.0,187.0,187.0
Leukocyte adhesion glycoprotein LFA-1 alpha,544.0,122.0,961.0,729.0,546.0,243.0,173.0,133.0,155.0,605.0,885.0
Somatostatin receptor 2,447.0,129.0,954.0,111.0,136.0,148.0,45.0,3.0,891.0,846.0,2.0
DNA topoisomerase II alpha,968.0,255.0,720.0,213.0,630.0,207.0,269.0,679.0,171.0,718.0,682.0
Angiotensin-converting enzyme,158.0,983.0,6.0,167.0,996.0,965.0,997.0,377.0,952.0,4.0,974.0
Prostanoid EP1 receptor,230.0,422.0,26.0,883.0,886.0,867.0,593.0,617.0,130.0,235.0,917.0
Muscarinic acetylcholine receptor M4,468.0,201.0,198.0,913.0,77.0,945.0,624.0,955.0,16.0,995.0,224.0
Inosine-5'-monophosphate dehydrogenase 1,389.0,66.0,996.0,563.0,22.0,950.0,215.0,56.0,335.0,822.0,310.0
Receptor protein-tyrosine kinase erbB-2,407.0,535.0,842.0,965.0,191.0,5.0,360.0,932.0,253.0,326.0,123.0
TNF-alpha,67.0,587.0,284.0,674.0,522.0,747.0,368.0,608.0,989.0,721.0,197.0
Phosphodiesterase 5A,623.0,762.0,691.0,797.0,942.0,87.0,591.0,151.0,839.0,31.0,660.0
Histone deacetylase 3,906.0,618.0,636.0,8.0,597.0,540.0,964.0,464.0,810.0,671.0,664.0
Serotonin 2b (5-HT2b) receptor,900.0,132.0,828.0,366.0,901.0,14.0,211.0,694.0,9.0,442.0,821.0
Thromboxane-A synthase,954.0,838.0,2.0,586.0,93.0,377.0,645.0,987.0,4.0,198.0,910.0
Prostanoid EP4 receptor,877.0,990.0,554.0,124.0,480.0,722.0,854.0,538.0,355.0,147.0,393.0
Tyrosine-protein kinase FYN,183.0,374.0,630.0,0.0,939.0,801.0,114.0,26.0,1000.0,921.0,39.0
Macrophage colony stimulating factor  receptor,154.0,126.0,429.0,618.0,380.0,617.0,36.0,713.0,318.0,938.0,555.0
Dopamine D5 receptor,243.0,138.0,999.0,990.0,36.0,581.0,71.0,450.0,71.0,864.0,95.0
Somatostatin receptor 4,334.0,938.0,589.0,144.0,268.0,674.0,937.0,710.0,993.0,340.0,649.0
Gonadotropin-releasing hormone receptor,132.0,368.0,834.0,827.0,567.0,403.0,232.0,325.0,207.0,341.0,375.0
Steroid 5-alpha-reductase 2,783.0,132.0,575.0,325.0,673.0,677.0,838.0,295.0,559.0,903.0,553.0
Voltage-gated T-type calcium channel alpha-1H subunit,639.0,766.0,15.0,342.0,589.0,97.0,810.0,919.0,526.0,567.0,635.0
Thyroid hormone receptor alpha,70.0,666.0,2.0,641.0,998.0,943.0,677.0,59.0,999.0,40.0,651.0
4-hydroxyphenylpyruvate dioxygenase,58.0,415.0,391.0,959.0,363.0,994.0,835.0,37.0,422.0,69.0,694.0
Tyrosine-protein kinase ABL,989.0,521.0,867.0,42.0,180.0,176.0,525.0,970.0,53.0,946.0,381.0
Histone deacetylase 6,783.0,440.0,972.0,841.0,31.0,214.0,501.0,924.0,6.0,877.0,339.0
Alpha-2a adrenergic receptor,275.0,791.0,433.0,245.0,570.0,32.0,226.0,710.0,795.0,150.0,529.0
Vascular endothelial growth factor receptor 1,769.0,289.0,999.0,544.0,739.0,37.0,48.0,636.0,5.0,961.0,817.0
Androgen Receptor,333.0,841.0,2.0,801.0,930.0,537.0,709.0,836.0,344.0,23.0,816.0
Tissue-type plasminogen activator,699.0,752.0,14.0,169.0,759.0,793.0,801.0,101.0,961.0,442.0,362.0
Serotonin 4 (5-HT4) receptor,488.0,58.0,991.0,221.0,86.0,251.0,34.0,12.0,862.0,861.0,15.0
Calcium sensing receptor,263.0,346.0,492.0,827.0,267.0,556.0,792.0,206.0,693.0,188.0,157.0
Prostanoid EP2 receptor,808.0,895.0,264.0,32.0,703.0,903.0,484.0,983.0,897.0,164.0,973.0
Neuronal acetylcholine receptor protein alpha-4 subunit,777.0,579.0,138.0,145.0,847.0,736.0,936.0,315.0,466.0,688.0,602.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",137.0,326.0,381.0,998.0,847.0,348.0,401.0,258.0,435.0,54.0,581.0
Vasopressin V1a receptor,849.0,179.0,817.0,297.0,135.0,102.0,253.0,353.0,371.0,673.0,300.0
Glutamate carboxypeptidase II,21.0,218.0,18.0,998.0,239.0,431.0,303.0,663.0,281.0,741.0,97.0
Serotonin 1b (5-HT1b) receptor,951.0,966.0,3.0,1.0,897.0,952.0,868.0,665.0,841.0,73.0,963.0
Serotonin 3a (5-HT3a) receptor,673.0,265.0,1000.0,276.0,439.0,262.0,259.0,90.0,721.0,488.0,803.0
Aldose reductase,901.0,865.0,9.0,122.0,782.0,353.0,872.0,902.0,711.0,325.0,812.0
Cholecystokinin A receptor,642.0,796.0,990.0,177.0,460.0,386.0,803.0,333.0,556.0,588.0,538.0
FK506-binding protein 1A,317.0,553.0,382.0,984.0,88.0,508.0,359.0,737.0,234.0,221.0,467.0
GABA transporter 1,0.0,714.0,441.0,991.0,458.0,723.0,439.0,785.0,272.0,605.0,107.0
Glutamate [NMDA] receptor subunit epsilon 2,832.0,23.0,906.0,93.0,996.0,213.0,242.0,3.0,910.0,412.0,700.0
Serine/threonine-protein kinase RAF,467.0,424.0,915.0,16.0,92.0,543.0,295.0,345.0,574.0,522.0,538.0
Aminopeptidase N,820.0,362.0,968.0,518.0,185.0,462.0,158.0,413.0,258.0,871.0,346.0
Cytochrome P450 11B1,17.0,585.0,189.0,956.0,6.0,352.0,139.0,953.0,492.0,765.0,12.0
Mitogen-activated protein kinase kinase kinase 12,291.0,324.0,379.0,515.0,974.0,908.0,820.0,261.0,208.0,966.0,533.0
Platelet-derived growth factor receptor beta,511.0,45.0,309.0,236.0,674.0,495.0,236.0,101.0,711.0,564.0,236.0
Butyrylcholinesterase,338.0,971.0,451.0,898.0,546.0,621.0,607.0,825.0,517.0,28.0,977.0
Alpha-2c adrenergic receptor,702.0,667.0,785.0,284.0,929.0,663.0,414.0,228.0,599.0,108.0,853.0
Somatostatin receptor 1,912.0,819.0,126.0,420.0,651.0,114.0,738.0,812.0,75.0,55.0,901.0
Voltage-gated calcium channel alpha2/delta subunit 1,216.0,795.0,98.0,981.0,591.0,156.0,976.0,976.0,479.0,510.0,389.0
Vasopressin V1b receptor,526.0,914.0,438.0,208.0,493.0,920.0,993.0,610.0,878.0,277.0,830.0
Protoporphyrinogen oxidase,821.0,46.0,664.0,275.0,351.0,211.0,56.0,178.0,962.0,437.0,389.0
Xanthine dehydrogenase,933.0,373.0,292.0,199.0,5.0,761.0,446.0,832.0,49.0,808.0,40.0
Aldehyde dehydrogenase,749.0,794.0,126.0,21.0,597.0,628.0,729.0,793.0,910.0,335.0,498.0
Stem cell growth factor receptor,427.0,183.0,378.0,719.0,346.0,438.0,155.0,181.0,352.0,299.0,678.0
Histone deacetylase 2,8.0,263.0,731.0,315.0,1000.0,722.0,6.0,10.0,1000.0,967.0,106.0
Lysine-specific demethylase 2A,168.0,173.0,894.0,946.0,26.0,550.0,145.0,553.0,16.0,959.0,132.0
Histamine H2 receptor,640.0,122.0,970.0,998.0,5.0,133.0,430.0,868.0,2.0,857.0,133.0
Alpha-2b adrenergic receptor,521.0,924.0,563.0,252.0,686.0,234.0,867.0,404.0,667.0,2.0,970.0
Neprilysin,950.0,701.0,615.0,130.0,900.0,235.0,500.0,632.0,768.0,885.0,902.0
Melatonin receptor 1A,953.0,719.0,8.0,7.0,938.0,924.0,616.0,70.0,892.0,47.0,839.0
Melatonin receptor 1B,47.0,486.0,370.0,802.0,903.0,816.0,830.0,461.0,990.0,174.0,640.0
Thyroid hormone receptor beta-1,17.0,433.0,744.0,608.0,757.0,961.0,370.0,73.0,567.0,492.0,472.0
Cyclophilin A,466.0,48.0,410.0,996.0,10.0,703.0,443.0,797.0,65.0,949.0,98.0
Monoamine oxidase A,611.0,259.0,629.0,982.0,84.0,68.0,401.0,991.0,5.0,928.0,264.0
Thymidylate synthase,304.0,426.0,604.0,674.0,533.0,438.0,112.0,419.0,264.0,346.0,587.0
Vascular endothelial growth factor receptor 3,215.0,256.0,993.0,81.0,594.0,62.0,589.0,40.0,561.0,886.0,73.0
Insulin-like growth factor I receptor,975.0,800.0,0.0,233.0,313.0,136.0,840.0,974.0,194.0,155.0,635.0
Dihydroorotate dehydrogenase,611.0,512.0,999.0,635.0,265.0,453.0,135.0,796.0,266.0,636.0,901.0
Epoxide hydrolase 1,225.0,443.0,930.0,840.0,220.0,772.0,361.0,107.0,658.0,920.0,214.0
Sulfonylurea receptor 2,636.0,110.0,893.0,710.0,23.0,131.0,89.0,661.0,62.0,776.0,322.0
Tyrosine-protein kinase receptor FLT3,929.0,981.0,0.0,35.0,446.0,458.0,995.0,997.0,554.0,213.0,282.0
Vitamin D receptor,451.0,782.0,59.0,381.0,989.0,623.0,842.0,72.0,808.0,406.0,822.0
Cytochrome P450 19A1,476.0,912.0,854.0,171.0,229.0,440.0,372.0,425.0,786.0,278.0,294.0
Sodium channel protein type V alpha subunit,768.0,92.0,958.0,697.0,257.0,258.0,18.0,493.0,43.0,353.0,780.0
Insulin receptor,215.0,11.0,351.0,109.0,843.0,943.0,401.0,3.0,995.0,873.0,139.0
Serotonin 1d (5-HT1d) receptor,752.0,886.0,0.0,317.0,899.0,523.0,255.0,958.0,904.0,38.0,886.0
Glucagon receptor,216.0,735.0,887.0,956.0,98.0,378.0,868.0,943.0,44.0,286.0,244.0
Inhibitor of nuclear factor kappa B kinase beta subunit,548.0,979.0,5.0,8.0,1000.0,816.0,963.0,250.0,1000.0,27.0,995.0
DNA (cytosine-5)-methyltransferase 1,937.0,323.0,899.0,342.0,675.0,110.0,151.0,523.0,17.0,944.0,364.0
Mineralocorticoid receptor,936.0,841.0,569.0,31.0,834.0,847.0,938.0,168.0,515.0,347.0,920.0
Prostanoid IP receptor,853.0,27.0,538.0,309.0,63.0,393.0,339.0,809.0,685.0,731.0,307.0
Equilibrative nucleoside transporter 1,21.0,21.0,997.0,1000.0,11.0,336.0,58.0,546.0,14.0,971.0,65.0
Plasma kallikrein,35.0,870.0,180.0,709.0,705.0,835.0,395.0,360.0,927.0,70.0,520.0
Purinergic receptor P2Y12,132.0,204.0,1000.0,443.0,310.0,308.0,272.0,10.0,443.0,886.0,230.0
Inosine-5'-monophosphate dehydrogenase 2,4.0,42.0,825.0,991.0,13.0,870.0,326.0,698.0,92.0,994.0,9.0
Retinoic acid receptor gamma,996.0,986.0,0.0,82.0,147.0,430.0,989.0,997.0,539.0,17.0,842.0
Platelet-derived growth factor receptor alpha,895.0,713.0,324.0,126.0,973.0,261.0,255.0,206.0,742.0,311.0,561.0
Isocitrate dehydrogenase [NADP] cytoplasmic,375.0,590.0,568.0,106.0,805.0,691.0,369.0,532.0,888.0,238.0,967.0
Retinoic acid receptor beta,916.0,886.0,797.0,240.0,479.0,63.0,301.0,623.0,424.0,461.0,748.0
C-X-C chemokine receptor type 7,438.0,766.0,17.0,382.0,818.0,465.0,967.0,752.0,970.0,399.0,161.0
Nociceptin receptor,14.0,297.0,863.0,927.0,11.0,932.0,280.0,944.0,12.0,929.0,158.0
Coagulation factor IX,929.0,616.0,853.0,883.0,953.0,29.0,662.0,740.0,157.0,92.0,981.0
Dihydrofolate reductase,20.0,175.0,88.0,876.0,656.0,928.0,276.0,47.0,996.0,412.0,30.0
Niemann-Pick C1-like protein 1,828.0,812.0,542.0,49.0,525.0,877.0,321.0,40.0,779.0,724.0,582.0
Somatostatin receptor 3,538.0,177.0,952.0,634.0,886.0,146.0,181.0,487.0,240.0,350.0,985.0
Epidermal growth factor receptor erbB1,893.0,845.0,1.0,857.0,770.0,470.0,857.0,434.0,300.0,35.0,630.0
Glucocorticoid receptor,692.0,170.0,442.0,722.0,181.0,177.0,825.0,698.0,44.0,706.0,437.0
Muscarinic acetylcholine receptor M5,24.0,33.0,964.0,981.0,609.0,568.0,96.0,69.0,676.0,885.0,23.0
Monoamine oxidase B,484.0,813.0,249.0,5.0,82.0,851.0,772.0,698.0,53.0,973.0,148.0
Thrombin,95.0,416.0,879.0,724.0,4.0,930.0,648.0,818.0,494.0,784.0,217.0
Tyrosine-protein kinase receptor RET,955.0,162.0,999.0,14.0,774.0,27.0,155.0,105.0,843.0,267.0,809.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",867.0,672.0,3.0,284.0,743.0,352.0,660.0,882.0,645.0,184.0,747.0
Bile acid receptor FXR,75.0,55.0,999.0,948.0,23.0,794.0,43.0,300.0,18.0,1000.0,42.0
Oxytocin receptor,686.0,673.0,0.0,656.0,240.0,709.0,907.0,959.0,535.0,312.0,652.0
Carbonic anhydrase II,833.0,895.0,833.0,220.0,981.0,198.0,77.0,82.0,806.0,381.0,239.0
Peptidyl-prolyl cis-trans isomerase FKBP5,850.0,404.0,940.0,5.0,612.0,22.0,291.0,645.0,722.0,375.0,595.0
Retinoic acid receptor alpha,270.0,78.0,804.0,834.0,180.0,393.0,545.0,350.0,776.0,788.0,113.0
Dopamine D1 receptor,1.0,238.0,785.0,961.0,937.0,957.0,308.0,4.0,785.0,20.0,899.0
Estrogen receptor alpha,979.0,392.0,963.0,520.0,221.0,58.0,549.0,668.0,3.0,326.0,566.0
Retinoid X receptor alpha,163.0,850.0,730.0,459.0,436.0,512.0,556.0,930.0,278.0,743.0,414.0
Ceramide glucosyltransferase,687.0,991.0,0.0,515.0,575.0,960.0,940.0,990.0,638.0,76.0,911.0
Ephrin type-A receptor 2,814.0,950.0,78.0,384.0,936.0,200.0,725.0,774.0,983.0,42.0,966.0
Thromboxane A2 receptor,578.0,28.0,994.0,448.0,56.0,190.0,590.0,7.0,153.0,998.0,5.0
Sodium channel protein type IV alpha subunit,922.0,178.0,467.0,27.0,608.0,780.0,274.0,681.0,77.0,805.0,881.0
Tyrosine-protein kinase YES,302.0,844.0,27.0,531.0,824.0,745.0,899.0,472.0,722.0,77.0,569.0
Progesterone receptor,917.0,982.0,29.0,223.0,936.0,219.0,751.0,922.0,982.0,8.0,846.0
Fatty acid binding protein adipocyte,921.0,706.0,36.0,288.0,940.0,434.0,692.0,850.0,222.0,69.0,992.0
Macrophage migration inhibitory factor,37.0,237.0,1000.0,898.0,59.0,357.0,10.0,656.0,429.0,967.0,77.0
Trypsin I,39.0,58.0,964.0,752.0,556.0,772.0,73.0,9.0,815.0,987.0,43.0
Beta-2 adrenergic receptor,79.0,370.0,998.0,652.0,557.0,461.0,455.0,53.0,56.0,717.0,411.0
C-X-C chemokine receptor type 4,416.0,957.0,304.0,923.0,94.0,361.0,982.0,936.0,858.0,105.0,869.0
Cyclin T1,950.0,357.0,27.0,187.0,542.0,661.0,161.0,436.0,481.0,381.0,172.0
Muscarinic acetylcholine receptor M2,185.0,556.0,37.0,907.0,898.0,765.0,628.0,633.0,216.0,561.0,651.0
Beta-1 adrenergic receptor,943.0,517.0,96.0,31.0,926.0,45.0,515.0,588.0,481.0,397.0,607.0
Serotonin 1a (5-HT1a) receptor,690.0,246.0,178.0,732.0,252.0,852.0,915.0,342.0,72.0,816.0,653.0
Kynurenine 3-monooxygenase,473.0,785.0,531.0,58.0,231.0,501.0,788.0,842.0,819.0,852.0,473.0
"Glutaminase kidney isoform, mitochondrial",789.0,712.0,574.0,130.0,1.0,625.0,473.0,941.0,990.0,394.0,121.0
Serine/threonine-protein kinase PIM1,661.0,638.0,163.0,498.0,942.0,269.0,154.0,923.0,435.0,798.0,636.0
Tyrosine-protein kinase JAK3,771.0,657.0,936.0,225.0,386.0,157.0,63.0,971.0,387.0,687.0,418.0
Arachidonate 5-lipoxygenase,223.0,696.0,109.0,773.0,639.0,897.0,643.0,50.0,839.0,1.0,944.0
ATPase family AAA domain-containing protein 2,807.0,989.0,102.0,9.0,988.0,809.0,982.0,78.0,994.0,7.0,913.0
Muscarinic acetylcholine receptor M1,172.0,24.0,999.0,423.0,84.0,337.0,126.0,223.0,543.0,946.0,225.0
Tyrosyl-DNA phosphodiesterase 2,64.0,132.0,849.0,993.0,22.0,700.0,411.0,948.0,13.0,963.0,199.0
Dopamine D2 receptor,134.0,429.0,265.0,969.0,386.0,951.0,767.0,114.0,20.0,154.0,785.0
Beta-glucocerebrosidase,711.0,619.0,996.0,3.0,1000.0,512.0,456.0,0.0,995.0,532.0,790.0
Cannabinoid CB1 receptor,514.0,834.0,178.0,563.0,525.0,84.0,587.0,963.0,120.0,176.0,690.0
Serine/threonine-protein kinase Aurora-B,838.0,190.0,979.0,777.0,63.0,75.0,408.0,770.0,97.0,742.0,134.0
Histone-lysine N-methyltransferase EZH2,535.0,15.0,918.0,896.0,0.0,36.0,109.0,951.0,8.0,987.0,0.0
Dopamine D4 receptor,299.0,668.0,17.0,281.0,977.0,927.0,372.0,173.0,876.0,375.0,901.0
Acetylcholinesterase,105.0,470.0,137.0,875.0,955.0,719.0,334.0,34.0,826.0,164.0,735.0
Motilin receptor,82.0,296.0,23.0,733.0,196.0,858.0,339.0,884.0,780.0,867.0,143.0
MAP kinase-activated protein kinase 2,361.0,389.0,126.0,842.0,700.0,700.0,937.0,567.0,55.0,218.0,779.0
Cyclooxygenase-1,970.0,994.0,25.0,313.0,143.0,373.0,840.0,1000.0,308.0,6.0,785.0
Norepinephrine transporter,355.0,28.0,998.0,83.0,137.0,737.0,360.0,1.0,990.0,993.0,53.0
Alpha-1d adrenergic receptor,903.0,987.0,0.0,365.0,428.0,181.0,951.0,988.0,921.0,10.0,169.0
Serotonin 2a (5-HT2a) receptor,270.0,34.0,976.0,329.0,851.0,442.0,198.0,58.0,163.0,834.0,764.0
Anandamide amidohydrolase,811.0,31.0,998.0,860.0,316.0,53.0,299.0,152.0,13.0,960.0,451.0
Aldehyde reductase,132.0,604.0,666.0,867.0,950.0,196.0,106.0,83.0,79.0,380.0,850.0
Serotonin 2c (5-HT2c) receptor,703.0,982.0,731.0,181.0,261.0,589.0,152.0,998.0,696.0,460.0,786.0
Tyrosine-protein kinase BLK,552.0,953.0,91.0,349.0,250.0,867.0,960.0,383.0,505.0,126.0,250.0
Dipeptidyl peptidase I,912.0,576.0,132.0,59.0,725.0,433.0,292.0,498.0,195.0,883.0,347.0
Adenosine A1 receptor,151.0,37.0,987.0,952.0,203.0,235.0,399.0,22.0,774.0,284.0,343.0
Acyl coenzyme A:cholesterol acyltransferase,547.0,75.0,999.0,284.0,89.0,34.0,8.0,928.0,685.0,881.0,305.0
Type-1 angiotensin II receptor,123.0,649.0,25.0,948.0,924.0,969.0,761.0,892.0,178.0,419.0,947.0
Sphingosine 1-phosphate receptor Edg-8,622.0,316.0,156.0,447.0,976.0,572.0,917.0,5.0,839.0,37.0,513.0
c-Jun N-terminal kinase 1,980.0,748.0,256.0,145.0,128.0,471.0,878.0,860.0,490.0,652.0,678.0
Serotonin transporter,13.0,163.0,280.0,946.0,476.0,355.0,263.0,141.0,727.0,382.0,125.0
ADAMTS5,95.0,660.0,857.0,96.0,901.0,965.0,432.0,259.0,990.0,377.0,869.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,848.0,507.0,505.0,26.0,855.0,473.0,578.0,40.0,884.0,124.0,768.0
Alpha-1a adrenergic receptor,823.0,925.0,293.0,104.0,337.0,91.0,219.0,915.0,559.0,545.0,133.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,655.0,709.0,403.0,407.0,809.0,538.0,515.0,657.0,613.0,330.0,799.0
Cyclooxygenase-2,859.0,753.0,707.0,90.0,370.0,300.0,680.0,918.0,264.0,480.0,675.0
Voltage-gated potassium channel subunit Kv1.1,3.0,92.0,949.0,994.0,329.0,684.0,658.0,189.0,116.0,611.0,273.0
Histamine H1 receptor,193.0,646.0,26.0,806.0,935.0,538.0,563.0,833.0,561.0,517.0,701.0
ADAMTS4,241.0,203.0,981.0,971.0,0.0,466.0,483.0,996.0,30.0,967.0,72.0
Alpha-1b adrenergic receptor,93.0,348.0,31.0,974.0,812.0,958.0,666.0,3.0,800.0,163.0,467.0
Potassium channel subfamily K member 3,563.0,771.0,936.0,145.0,698.0,643.0,868.0,16.0,965.0,81.0,343.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",804.0,542.0,14.0,737.0,39.0,532.0,536.0,995.0,66.0,691.0,321.0
Carbonic anhydrase VII,991.0,250.0,978.0,12.0,345.0,24.0,365.0,729.0,519.0,704.0,297.0
Neurokinin 2 receptor,86.0,125.0,636.0,998.0,861.0,287.0,286.0,173.0,298.0,668.0,616.0
Mu opioid receptor,950.0,792.0,67.0,816.0,138.0,77.0,694.0,998.0,6.0,503.0,527.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",834.0,958.0,400.0,46.0,823.0,203.0,417.0,986.0,619.0,63.0,988.0
Caspase-3,297.0,810.0,44.0,613.0,967.0,881.0,188.0,161.0,735.0,768.0,650.0
Lysosomal Pro-X carboxypeptidase,601.0,50.0,306.0,303.0,79.0,928.0,283.0,133.0,338.0,931.0,225.0
Glycine transporter 1,146.0,633.0,819.0,121.0,937.0,37.0,516.0,677.0,990.0,388.0,554.0
Dopamine D3 receptor,893.0,917.0,52.0,15.0,953.0,866.0,737.0,178.0,998.0,21.0,932.0
Serine/threonine-protein kinase Sgk1,746.0,105.0,976.0,573.0,72.0,777.0,99.0,882.0,156.0,951.0,458.0
Ribosomal protein S6 kinase alpha 3,689.0,290.0,820.0,653.0,67.0,714.0,607.0,752.0,54.0,845.0,349.0
Peroxisome proliferator-activated receptor gamma,531.0,792.0,21.0,40.0,979.0,539.0,920.0,20.0,959.0,60.0,592.0
Delta opioid receptor,86.0,110.0,977.0,963.0,599.0,275.0,75.0,1.0,645.0,705.0,35.0
Hypoxanthine-guanine phosphoribosyltransferase,9.0,83.0,921.0,925.0,484.0,401.0,288.0,93.0,274.0,457.0,184.0
Kappa opioid receptor,609.0,187.0,982.0,947.0,297.0,724.0,200.0,581.0,0.0,989.0,791.0
C5a anaphylatoxin chemotactic receptor,348.0,988.0,4.0,503.0,317.0,773.0,826.0,721.0,760.0,84.0,260.0
Dual specificity phosphatase Cdc25C,757.0,345.0,0.0,468.0,644.0,125.0,917.0,993.0,789.0,58.0,903.0
Dopamine transporter,731.0,823.0,904.0,24.0,353.0,676.0,765.0,596.0,236.0,319.0,668.0
Peroxisome proliferator-activated receptor alpha,54.0,878.0,916.0,744.0,962.0,560.0,585.0,96.0,423.0,171.0,935.0
HERG,862.0,907.0,0.0,755.0,951.0,209.0,718.0,989.0,455.0,50.0,953.0
Epoxide hydratase,462.0,159.0,931.0,781.0,61.0,736.0,500.0,374.0,339.0,723.0,59.0
Phosphodiesterase 3A,664.0,850.0,1.0,754.0,638.0,739.0,859.0,948.0,631.0,387.0,737.0
C-C chemokine receptor type 1,788.0,363.0,363.0,76.0,21.0,460.0,538.0,894.0,765.0,865.0,121.0
