,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Endothelial PAS domain-containing protein 1,927.0,916.0,791.0,124.0,16.0,360.0,17.0,661.0,180.0,325.0,34.0
Nicotinamide phosphoribosyltransferase,4.0,878.0,143.0,892.0,980.0,39.0,274.0,3.0,878.0,66.0,641.0
Replication protein A 70 kDa DNA-binding subunit,992.0,14.0,55.0,309.0,159.0,206.0,599.0,414.0,907.0,623.0,331.0
DNA topoisomerase I,797.0,939.0,699.0,151.0,424.0,479.0,713.0,705.0,662.0,594.0,808.0
Farnesyl diphosphate synthase,17.0,321.0,735.0,966.0,567.0,179.0,360.0,178.0,492.0,432.0,160.0
Glucagon-like peptide 1 receptor,988.0,24.0,901.0,186.0,394.0,670.0,130.0,642.0,270.0,986.0,571.0
Endothelin receptor ET-B,172.0,768.0,335.0,246.0,68.0,690.0,713.0,995.0,699.0,140.0,52.0
Steroid 5-alpha-reductase 1,926.0,28.0,188.0,609.0,165.0,509.0,102.0,205.0,396.0,663.0,490.0
Vasopressin V2 receptor,774.0,204.0,512.0,436.0,988.0,519.0,76.0,7.0,161.0,961.0,851.0
Somatostatin receptor 5,85.0,928.0,725.0,190.0,623.0,700.0,936.0,954.0,355.0,400.0,789.0
"Histone-lysine N-methyltransferase, H3 lysine-79 specific",992.0,189.0,878.0,281.0,158.0,477.0,684.0,630.0,378.0,540.0,204.0
Transmembrane protease serine 6,36.0,928.0,171.0,971.0,893.0,136.0,804.0,140.0,895.0,356.0,433.0
Bromodomain-containing protein 3,546.0,81.0,648.0,285.0,57.0,863.0,826.0,997.0,312.0,500.0,732.0
Cysteinyl leukotriene receptor 1,890.0,943.0,969.0,49.0,492.0,264.0,324.0,497.0,218.0,372.0,427.0
Corticotropin releasing factor receptor 1,34.0,995.0,59.0,765.0,994.0,363.0,643.0,28.0,791.0,281.0,851.0
Plasminogen,993.0,109.0,128.0,335.0,26.0,656.0,402.0,501.0,925.0,425.0,102.0
Leukocyte adhesion glycoprotein LFA-1 alpha,850.0,77.0,706.0,244.0,53.0,259.0,382.0,813.0,332.0,294.0,125.0
Somatostatin receptor 2,1.0,448.0,600.0,933.0,438.0,671.0,365.0,868.0,246.0,191.0,609.0
DNA topoisomerase II alpha,54.0,221.0,103.0,383.0,945.0,870.0,191.0,233.0,417.0,713.0,287.0
Angiotensin-converting enzyme,996.0,159.0,455.0,113.0,99.0,612.0,369.0,810.0,525.0,763.0,465.0
Prostanoid EP1 receptor,151.0,107.0,196.0,948.0,858.0,525.0,774.0,122.0,667.0,674.0,897.0
Muscarinic acetylcholine receptor M4,536.0,577.0,308.0,575.0,875.0,815.0,246.0,436.0,144.0,939.0,575.0
Inosine-5'-monophosphate dehydrogenase 1,469.0,975.0,283.0,739.0,53.0,195.0,802.0,910.0,797.0,25.0,960.0
Receptor protein-tyrosine kinase erbB-2,797.0,934.0,525.0,65.0,15.0,64.0,647.0,926.0,765.0,10.0,99.0
TNF-alpha,775.0,550.0,821.0,668.0,453.0,545.0,898.0,238.0,746.0,741.0,582.0
Phosphodiesterase 5A,45.0,133.0,367.0,957.0,958.0,802.0,620.0,95.0,655.0,743.0,462.0
Histone deacetylase 3,303.0,112.0,784.0,255.0,798.0,743.0,798.0,663.0,265.0,887.0,247.0
Serotonin 2b (5-HT2b) receptor,313.0,954.0,693.0,167.0,772.0,80.0,215.0,125.0,449.0,456.0,265.0
Thromboxane-A synthase,12.0,10.0,145.0,985.0,975.0,989.0,329.0,26.0,295.0,915.0,941.0
Prostanoid EP4 receptor,897.0,58.0,263.0,161.0,5.0,732.0,577.0,978.0,713.0,61.0,332.0
Tyrosine-protein kinase FYN,943.0,892.0,740.0,20.0,8.0,245.0,827.0,1000.0,547.0,212.0,166.0
Macrophage colony stimulating factor  receptor,40.0,145.0,523.0,815.0,919.0,910.0,710.0,700.0,369.0,757.0,416.0
Dopamine D5 receptor,928.0,975.0,979.0,196.0,899.0,381.0,668.0,73.0,299.0,645.0,951.0
Somatostatin receptor 4,453.0,886.0,251.0,880.0,696.0,184.0,643.0,36.0,895.0,92.0,498.0
Gonadotropin-releasing hormone receptor,972.0,927.0,385.0,62.0,45.0,293.0,180.0,904.0,334.0,377.0,465.0
Steroid 5-alpha-reductase 2,17.0,383.0,296.0,951.0,375.0,384.0,685.0,815.0,725.0,326.0,809.0
Voltage-gated T-type calcium channel alpha-1H subunit,775.0,9.0,504.0,136.0,583.0,972.0,389.0,923.0,89.0,968.0,602.0
Thyroid hormone receptor alpha,983.0,910.0,211.0,703.0,411.0,16.0,42.0,0.0,920.0,156.0,90.0
4-hydroxyphenylpyruvate dioxygenase,8.0,959.0,542.0,947.0,997.0,373.0,529.0,11.0,697.0,434.0,644.0
Tyrosine-protein kinase ABL,641.0,7.0,252.0,311.0,244.0,860.0,135.0,579.0,269.0,531.0,21.0
Histone deacetylase 6,348.0,880.0,851.0,454.0,943.0,162.0,985.0,596.0,765.0,429.0,846.0
Alpha-2a adrenergic receptor,812.0,875.0,663.0,63.0,404.0,81.0,812.0,439.0,753.0,31.0,688.0
Vascular endothelial growth factor receptor 1,554.0,118.0,690.0,357.0,627.0,484.0,523.0,577.0,238.0,855.0,631.0
Androgen Receptor,723.0,946.0,132.0,843.0,97.0,230.0,19.0,512.0,228.0,412.0,401.0
Tissue-type plasminogen activator,521.0,142.0,111.0,861.0,570.0,534.0,184.0,275.0,503.0,971.0,886.0
Serotonin 4 (5-HT4) receptor,345.0,134.0,231.0,199.0,228.0,932.0,850.0,935.0,541.0,401.0,358.0
Calcium sensing receptor,69.0,165.0,243.0,873.0,767.0,943.0,534.0,499.0,377.0,333.0,276.0
Prostanoid EP2 receptor,604.0,976.0,834.0,267.0,61.0,406.0,780.0,966.0,664.0,178.0,707.0
Neuronal acetylcholine receptor protein alpha-4 subunit,936.0,178.0,765.0,71.0,834.0,316.0,96.0,165.0,139.0,923.0,106.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",822.0,365.0,912.0,395.0,313.0,571.0,832.0,878.0,371.0,475.0,699.0
Vasopressin V1a receptor,780.0,607.0,675.0,286.0,415.0,668.0,806.0,460.0,460.0,451.0,772.0
Glutamate carboxypeptidase II,125.0,323.0,814.0,948.0,741.0,430.0,338.0,178.0,424.0,732.0,378.0
Serotonin 1b (5-HT1b) receptor,129.0,1.0,26.0,699.0,813.0,598.0,565.0,915.0,515.0,958.0,258.0
Serotonin 3a (5-HT3a) receptor,982.0,265.0,293.0,61.0,11.0,169.0,347.0,942.0,649.0,250.0,666.0
Aldose reductase,391.0,727.0,163.0,504.0,95.0,678.0,96.0,589.0,456.0,412.0,219.0
Cholecystokinin A receptor,216.0,779.0,699.0,557.0,726.0,431.0,767.0,311.0,695.0,331.0,639.0
FK506-binding protein 1A,221.0,986.0,975.0,394.0,944.0,527.0,235.0,209.0,94.0,814.0,696.0
GABA transporter 1,93.0,955.0,278.0,932.0,952.0,499.0,922.0,29.0,879.0,76.0,928.0
Glutamate [NMDA] receptor subunit epsilon 2,412.0,27.0,704.0,878.0,592.0,587.0,294.0,364.0,225.0,717.0,105.0
Serine/threonine-protein kinase RAF,894.0,993.0,644.0,15.0,156.0,135.0,594.0,900.0,499.0,268.0,867.0
Aminopeptidase N,943.0,247.0,181.0,622.0,10.0,823.0,660.0,981.0,317.0,151.0,698.0
Cytochrome P450 11B1,369.0,38.0,898.0,322.0,649.0,413.0,550.0,408.0,646.0,783.0,147.0
Mitogen-activated protein kinase kinase kinase 12,444.0,603.0,59.0,423.0,403.0,146.0,240.0,279.0,632.0,325.0,206.0
Platelet-derived growth factor receptor beta,854.0,888.0,710.0,90.0,90.0,319.0,790.0,848.0,592.0,56.0,579.0
Butyrylcholinesterase,228.0,258.0,710.0,833.0,916.0,723.0,839.0,94.0,719.0,655.0,838.0
Alpha-2c adrenergic receptor,896.0,192.0,207.0,789.0,655.0,202.0,113.0,25.0,775.0,728.0,243.0
Somatostatin receptor 1,44.0,994.0,740.0,435.0,152.0,451.0,60.0,876.0,255.0,325.0,345.0
Voltage-gated calcium channel alpha2/delta subunit 1,837.0,48.0,276.0,259.0,928.0,360.0,606.0,126.0,503.0,830.0,536.0
Vasopressin V1b receptor,18.0,828.0,557.0,931.0,923.0,149.0,293.0,133.0,431.0,393.0,585.0
Protoporphyrinogen oxidase,24.0,874.0,212.0,883.0,795.0,801.0,608.0,157.0,690.0,299.0,624.0
Xanthine dehydrogenase,766.0,8.0,479.0,412.0,246.0,769.0,643.0,927.0,419.0,950.0,222.0
Aldehyde dehydrogenase,39.0,125.0,411.0,618.0,630.0,848.0,660.0,958.0,235.0,635.0,220.0
Stem cell growth factor receptor,996.0,937.0,917.0,70.0,57.0,136.0,773.0,727.0,547.0,168.0,632.0
Histone deacetylase 2,962.0,785.0,886.0,1.0,6.0,690.0,360.0,993.0,278.0,660.0,454.0
Lysine-specific demethylase 2A,164.0,297.0,93.0,979.0,896.0,699.0,122.0,6.0,790.0,337.0,247.0
Histamine H2 receptor,704.0,596.0,753.0,225.0,386.0,655.0,555.0,350.0,362.0,288.0,760.0
Alpha-2b adrenergic receptor,951.0,708.0,456.0,518.0,343.0,216.0,861.0,468.0,893.0,214.0,648.0
Neprilysin,6.0,476.0,689.0,971.0,962.0,624.0,580.0,182.0,282.0,844.0,595.0
Melatonin receptor 1A,744.0,162.0,470.0,83.0,467.0,439.0,370.0,694.0,321.0,753.0,556.0
Melatonin receptor 1B,982.0,957.0,809.0,42.0,43.0,235.0,90.0,527.0,450.0,184.0,27.0
Thyroid hormone receptor beta-1,151.0,95.0,317.0,954.0,612.0,628.0,190.0,314.0,871.0,837.0,413.0
Cyclophilin A,200.0,251.0,262.0,728.0,871.0,934.0,611.0,533.0,352.0,774.0,247.0
Monoamine oxidase A,457.0,140.0,518.0,735.0,551.0,950.0,610.0,708.0,155.0,286.0,866.0
Thymidylate synthase,128.0,817.0,326.0,887.0,894.0,320.0,551.0,21.0,651.0,510.0,701.0
Vascular endothelial growth factor receptor 3,489.0,945.0,408.0,353.0,220.0,504.0,865.0,962.0,393.0,212.0,934.0
Insulin-like growth factor I receptor,841.0,803.0,869.0,165.0,235.0,10.0,922.0,851.0,879.0,401.0,97.0
Dihydroorotate dehydrogenase,10.0,162.0,570.0,834.0,512.0,883.0,900.0,896.0,644.0,222.0,443.0
Epoxide hydrolase 1,172.0,889.0,647.0,595.0,828.0,442.0,729.0,371.0,330.0,372.0,982.0
Sulfonylurea receptor 2,274.0,17.0,59.0,978.0,989.0,846.0,145.0,7.0,394.0,963.0,724.0
Tyrosine-protein kinase receptor FLT3,985.0,725.0,589.0,3.0,27.0,497.0,142.0,952.0,77.0,587.0,55.0
Vitamin D receptor,643.0,991.0,561.0,158.0,733.0,338.0,376.0,182.0,506.0,113.0,523.0
Cytochrome P450 19A1,997.0,14.0,950.0,93.0,1.0,280.0,171.0,980.0,148.0,944.0,500.0
Sodium channel protein type V alpha subunit,148.0,2.0,77.0,958.0,663.0,639.0,902.0,203.0,898.0,337.0,342.0
Insulin receptor,548.0,781.0,188.0,62.0,429.0,682.0,273.0,647.0,269.0,566.0,225.0
Serotonin 1d (5-HT1d) receptor,330.0,978.0,654.0,649.0,662.0,25.0,119.0,34.0,818.0,213.0,152.0
Glucagon receptor,211.0,514.0,268.0,645.0,217.0,822.0,502.0,901.0,553.0,392.0,674.0
Inhibitor of nuclear factor kappa B kinase beta subunit,798.0,119.0,524.0,435.0,949.0,259.0,69.0,4.0,386.0,667.0,99.0
DNA (cytosine-5)-methyltransferase 1,485.0,120.0,546.0,730.0,572.0,756.0,267.0,565.0,210.0,949.0,422.0
Mineralocorticoid receptor,438.0,65.0,139.0,945.0,198.0,675.0,645.0,463.0,579.0,756.0,937.0
Prostanoid IP receptor,799.0,235.0,641.0,413.0,310.0,330.0,662.0,698.0,829.0,500.0,448.0
Equilibrative nucleoside transporter 1,79.0,899.0,566.0,800.0,970.0,281.0,714.0,33.0,808.0,308.0,544.0
Plasma kallikrein,15.0,942.0,533.0,792.0,907.0,770.0,702.0,648.0,247.0,397.0,597.0
Purinergic receptor P2Y12,452.0,104.0,133.0,837.0,728.0,953.0,435.0,322.0,390.0,505.0,720.0
Inosine-5'-monophosphate dehydrogenase 2,861.0,943.0,934.0,5.0,53.0,126.0,567.0,953.0,416.0,132.0,183.0
Retinoic acid receptor gamma,787.0,10.0,185.0,103.0,76.0,449.0,622.0,944.0,580.0,694.0,610.0
Platelet-derived growth factor receptor alpha,766.0,792.0,735.0,151.0,331.0,116.0,335.0,259.0,664.0,264.0,43.0
Isocitrate dehydrogenase [NADP] cytoplasmic,152.0,571.0,671.0,961.0,509.0,772.0,802.0,963.0,413.0,667.0,511.0
Retinoic acid receptor beta,956.0,99.0,393.0,146.0,90.0,765.0,153.0,931.0,218.0,866.0,417.0
C-X-C chemokine receptor type 7,250.0,983.0,861.0,767.0,864.0,725.0,824.0,101.0,441.0,156.0,783.0
Nociceptin receptor,41.0,698.0,447.0,965.0,1000.0,491.0,497.0,0.0,811.0,114.0,752.0
Coagulation factor IX,2.0,599.0,337.0,850.0,975.0,632.0,721.0,331.0,284.0,645.0,890.0
Dihydrofolate reductase,940.0,523.0,608.0,256.0,22.0,340.0,825.0,959.0,844.0,243.0,231.0
Niemann-Pick C1-like protein 1,613.0,120.0,344.0,811.0,211.0,207.0,319.0,701.0,447.0,729.0,868.0
Somatostatin receptor 3,962.0,918.0,490.0,47.0,48.0,103.0,37.0,571.0,198.0,581.0,514.0
Epidermal growth factor receptor erbB1,285.0,617.0,848.0,696.0,938.0,735.0,535.0,344.0,303.0,812.0,596.0
Glucocorticoid receptor,839.0,14.0,104.0,179.0,150.0,847.0,803.0,960.0,718.0,881.0,195.0
Muscarinic acetylcholine receptor M5,941.0,841.0,524.0,559.0,237.0,587.0,580.0,697.0,440.0,200.0,775.0
Monoamine oxidase B,959.0,99.0,542.0,53.0,133.0,305.0,74.0,752.0,164.0,726.0,56.0
Thrombin,88.0,904.0,360.0,929.0,929.0,105.0,512.0,45.0,844.0,59.0,426.0
Tyrosine-protein kinase receptor RET,864.0,735.0,388.0,102.0,196.0,140.0,493.0,364.0,687.0,137.0,669.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",37.0,755.0,741.0,891.0,843.0,187.0,253.0,269.0,207.0,565.0,320.0
Bile acid receptor FXR,480.0,233.0,137.0,555.0,236.0,742.0,431.0,865.0,469.0,528.0,458.0
Oxytocin receptor,832.0,139.0,632.0,68.0,10.0,924.0,675.0,999.0,224.0,221.0,335.0
Carbonic anhydrase II,871.0,336.0,114.0,528.0,28.0,547.0,783.0,654.0,891.0,252.0,868.0
Peptidyl-prolyl cis-trans isomerase FKBP5,531.0,277.0,376.0,804.0,995.0,429.0,322.0,2.0,865.0,782.0,336.0
Retinoic acid receptor alpha,225.0,108.0,443.0,700.0,941.0,795.0,481.0,375.0,308.0,977.0,741.0
Dopamine D1 receptor,4.0,768.0,573.0,951.0,990.0,341.0,105.0,3.0,498.0,586.0,713.0
Estrogen receptor alpha,410.0,252.0,364.0,390.0,161.0,571.0,392.0,657.0,430.0,271.0,341.0
Retinoid X receptor alpha,402.0,364.0,395.0,437.0,492.0,814.0,910.0,966.0,372.0,690.0,637.0
Ceramide glucosyltransferase,633.0,987.0,785.0,156.0,124.0,385.0,132.0,957.0,193.0,387.0,9.0
Ephrin type-A receptor 2,724.0,8.0,801.0,642.0,891.0,313.0,210.0,58.0,244.0,993.0,439.0
Thromboxane A2 receptor,403.0,639.0,141.0,908.0,671.0,566.0,785.0,173.0,915.0,130.0,820.0
Sodium channel protein type IV alpha subunit,463.0,171.0,224.0,407.0,896.0,441.0,803.0,168.0,479.0,434.0,710.0
Tyrosine-protein kinase YES,986.0,204.0,963.0,23.0,59.0,703.0,175.0,970.0,48.0,786.0,55.0
Progesterone receptor,162.0,991.0,520.0,867.0,228.0,164.0,714.0,599.0,872.0,77.0,506.0
Fatty acid binding protein adipocyte,54.0,932.0,356.0,482.0,653.0,708.0,901.0,781.0,460.0,320.0,805.0
Macrophage migration inhibitory factor,999.0,325.0,422.0,441.0,149.0,48.0,627.0,78.0,914.0,163.0,755.0
Trypsin I,203.0,992.0,430.0,864.0,514.0,416.0,557.0,289.0,931.0,84.0,451.0
Beta-2 adrenergic receptor,2.0,278.0,729.0,380.0,990.0,871.0,880.0,219.0,441.0,890.0,846.0
C-X-C chemokine receptor type 4,745.0,417.0,53.0,623.0,87.0,719.0,574.0,780.0,818.0,186.0,544.0
Cyclin T1,397.0,815.0,471.0,190.0,122.0,647.0,736.0,984.0,304.0,709.0,698.0
Muscarinic acetylcholine receptor M2,862.0,690.0,932.0,87.0,270.0,317.0,267.0,448.0,249.0,97.0,117.0
Beta-1 adrenergic receptor,341.0,204.0,644.0,825.0,118.0,198.0,426.0,820.0,758.0,358.0,117.0
Serotonin 1a (5-HT1a) receptor,18.0,3.0,107.0,979.0,969.0,897.0,233.0,70.0,227.0,986.0,913.0
Kynurenine 3-monooxygenase,83.0,559.0,139.0,914.0,518.0,354.0,577.0,625.0,736.0,349.0,617.0
"Glutaminase kidney isoform, mitochondrial",713.0,7.0,875.0,78.0,880.0,797.0,172.0,497.0,65.0,926.0,131.0
Serine/threonine-protein kinase PIM1,875.0,347.0,496.0,49.0,359.0,541.0,330.0,667.0,349.0,560.0,266.0
Tyrosine-protein kinase JAK3,952.0,983.0,678.0,533.0,542.0,228.0,245.0,36.0,380.0,513.0,891.0
Arachidonate 5-lipoxygenase,863.0,622.0,315.0,831.0,444.0,404.0,541.0,340.0,723.0,304.0,531.0
ATPase family AAA domain-containing protein 2,47.0,969.0,150.0,195.0,928.0,272.0,513.0,81.0,667.0,43.0,300.0
Muscarinic acetylcholine receptor M1,637.0,1.0,539.0,571.0,536.0,933.0,723.0,859.0,202.0,985.0,979.0
Tyrosyl-DNA phosphodiesterase 2,716.0,859.0,972.0,461.0,938.0,714.0,907.0,288.0,545.0,758.0,751.0
Dopamine D2 receptor,92.0,112.0,155.0,957.0,951.0,670.0,492.0,13.0,541.0,350.0,352.0
Beta-glucocerebrosidase,998.0,995.0,881.0,5.0,0.0,55.0,161.0,991.0,446.0,431.0,189.0
Cannabinoid CB1 receptor,466.0,814.0,328.0,329.0,94.0,94.0,238.0,696.0,768.0,156.0,591.0
Serine/threonine-protein kinase Aurora-B,7.0,167.0,301.0,507.0,816.0,983.0,963.0,978.0,364.0,533.0,885.0
Histone-lysine N-methyltransferase EZH2,56.0,989.0,671.0,869.0,988.0,273.0,32.0,5.0,84.0,650.0,71.0
Dopamine D4 receptor,831.0,496.0,735.0,28.0,463.0,259.0,759.0,304.0,750.0,237.0,145.0
Acetylcholinesterase,251.0,761.0,911.0,658.0,716.0,116.0,242.0,126.0,203.0,619.0,288.0
Motilin receptor,387.0,747.0,214.0,812.0,50.0,119.0,298.0,871.0,835.0,76.0,56.0
MAP kinase-activated protein kinase 2,780.0,2.0,87.0,669.0,471.0,849.0,192.0,300.0,504.0,848.0,898.0
Cyclooxygenase-1,329.0,65.0,129.0,789.0,423.0,830.0,394.0,428.0,769.0,876.0,454.0
Norepinephrine transporter,757.0,727.0,708.0,254.0,21.0,184.0,733.0,953.0,622.0,82.0,376.0
Alpha-1d adrenergic receptor,545.0,180.0,765.0,529.0,992.0,992.0,949.0,293.0,361.0,765.0,951.0
Serotonin 2a (5-HT2a) receptor,8.0,410.0,204.0,743.0,969.0,621.0,731.0,127.0,774.0,681.0,207.0
Anandamide amidohydrolase,990.0,850.0,849.0,39.0,5.0,197.0,543.0,979.0,122.0,82.0,274.0
Aldehyde reductase,443.0,9.0,85.0,958.0,396.0,266.0,415.0,374.0,881.0,745.0,448.0
Serotonin 2c (5-HT2c) receptor,55.0,933.0,496.0,942.0,989.0,279.0,144.0,5.0,540.0,784.0,853.0
Tyrosine-protein kinase BLK,787.0,574.0,353.0,178.0,130.0,989.0,851.0,988.0,252.0,191.0,720.0
Dipeptidyl peptidase I,840.0,935.0,487.0,99.0,529.0,58.0,392.0,301.0,667.0,504.0,784.0
Adenosine A1 receptor,907.0,328.0,638.0,107.0,188.0,906.0,623.0,980.0,97.0,637.0,935.0
Acyl coenzyme A:cholesterol acyltransferase,413.0,838.0,972.0,340.0,974.0,189.0,293.0,3.0,259.0,562.0,76.0
Type-1 angiotensin II receptor,2.0,812.0,127.0,988.0,995.0,647.0,512.0,93.0,609.0,936.0,850.0
Sphingosine 1-phosphate receptor Edg-8,146.0,47.0,222.0,989.0,513.0,373.0,792.0,75.0,889.0,194.0,481.0
c-Jun N-terminal kinase 1,672.0,117.0,57.0,483.0,144.0,858.0,231.0,728.0,532.0,721.0,125.0
Serotonin transporter,135.0,446.0,465.0,928.0,766.0,834.0,873.0,339.0,779.0,233.0,843.0
ADAMTS5,979.0,918.0,974.0,4.0,44.0,276.0,449.0,996.0,42.0,464.0,137.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,997.0,891.0,790.0,11.0,3.0,57.0,161.0,965.0,233.0,379.0,141.0
Alpha-1a adrenergic receptor,93.0,84.0,216.0,964.0,610.0,711.0,653.0,349.0,708.0,296.0,471.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,953.0,56.0,444.0,308.0,929.0,511.0,176.0,38.0,592.0,697.0,785.0
Cyclooxygenase-2,669.0,985.0,273.0,377.0,483.0,589.0,433.0,475.0,619.0,716.0,362.0
Voltage-gated potassium channel subunit Kv1.1,987.0,328.0,952.0,55.0,0.0,233.0,91.0,985.0,112.0,819.0,85.0
Histamine H1 receptor,164.0,619.0,295.0,927.0,953.0,127.0,733.0,10.0,903.0,256.0,328.0
ADAMTS4,19.0,678.0,486.0,578.0,838.0,541.0,765.0,609.0,395.0,263.0,795.0
Alpha-1b adrenergic receptor,367.0,994.0,513.0,278.0,628.0,747.0,918.0,763.0,543.0,729.0,901.0
Potassium channel subfamily K member 3,941.0,453.0,809.0,375.0,707.0,463.0,565.0,88.0,698.0,39.0,946.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",534.0,4.0,417.0,855.0,382.0,723.0,169.0,532.0,557.0,912.0,310.0
Carbonic anhydrase VII,0.0,993.0,870.0,588.0,567.0,415.0,860.0,854.0,466.0,106.0,439.0
Neurokinin 2 receptor,289.0,845.0,389.0,797.0,463.0,347.0,618.0,450.0,481.0,299.0,382.0
Mu opioid receptor,983.0,741.0,911.0,158.0,29.0,695.0,551.0,850.0,528.0,682.0,676.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",278.0,405.0,275.0,323.0,902.0,636.0,487.0,217.0,432.0,614.0,498.0
Caspase-3,180.0,41.0,219.0,689.0,781.0,444.0,168.0,129.0,316.0,622.0,96.0
Lysosomal Pro-X carboxypeptidase,67.0,98.0,225.0,969.0,765.0,182.0,155.0,431.0,458.0,702.0,134.0
Glycine transporter 1,873.0,259.0,501.0,22.0,153.0,628.0,879.0,982.0,517.0,486.0,866.0
Dopamine D3 receptor,988.0,458.0,112.0,560.0,32.0,270.0,90.0,658.0,679.0,516.0,269.0
Serine/threonine-protein kinase Sgk1,51.0,312.0,448.0,896.0,770.0,945.0,743.0,533.0,352.0,883.0,828.0
Ribosomal protein S6 kinase alpha 3,5.0,225.0,296.0,920.0,989.0,404.0,668.0,39.0,789.0,349.0,181.0
Peroxisome proliferator-activated receptor gamma,798.0,566.0,327.0,557.0,871.0,227.0,463.0,47.0,633.0,223.0,518.0
Delta opioid receptor,996.0,989.0,989.0,3.0,29.0,224.0,376.0,856.0,193.0,190.0,72.0
Hypoxanthine-guanine phosphoribosyltransferase,479.0,556.0,344.0,683.0,133.0,832.0,938.0,641.0,777.0,202.0,811.0
Kappa opioid receptor,23.0,717.0,747.0,932.0,993.0,803.0,863.0,290.0,294.0,836.0,983.0
C5a anaphylatoxin chemotactic receptor,312.0,577.0,694.0,647.0,625.0,344.0,757.0,442.0,503.0,456.0,870.0
Dual specificity phosphatase Cdc25C,1000.0,116.0,406.0,31.0,5.0,372.0,472.0,958.0,633.0,456.0,577.0
Dopamine transporter,12.0,309.0,272.0,871.0,782.0,922.0,401.0,765.0,372.0,734.0,515.0
Peroxisome proliferator-activated receptor alpha,789.0,497.0,558.0,587.0,193.0,625.0,579.0,730.0,825.0,577.0,614.0
HERG,964.0,81.0,668.0,88.0,306.0,864.0,683.0,769.0,422.0,538.0,269.0
Epoxide hydratase,618.0,884.0,597.0,248.0,103.0,474.0,679.0,964.0,313.0,126.0,840.0
Phosphodiesterase 3A,45.0,107.0,757.0,843.0,950.0,321.0,139.0,13.0,258.0,695.0,277.0
C-C chemokine receptor type 1,911.0,143.0,134.0,61.0,50.0,702.0,18.0,712.0,395.0,634.0,5.0
