,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Cholecystokinin A receptor,219.0,85.0,811.0,1000.0,118.0,423.0,597.0,729.0,890.0,776.0,295.0
FK506-binding protein 1A,945.0,691.0,783.0,413.0,917.0,83.0,162.0,114.0,121.0,523.0,296.0
GABA transporter 1,92.0,921.0,77.0,368.0,887.0,835.0,502.0,140.0,333.0,411.0,493.0
Glutamate [NMDA] receptor subunit epsilon 2,33.0,978.0,100.0,90.0,493.0,728.0,305.0,864.0,372.0,744.0,590.0
Serine/threonine-protein kinase RAF,878.0,59.0,891.0,688.0,976.0,70.0,881.0,26.0,316.0,294.0,784.0
Aminopeptidase N,173.0,574.0,931.0,835.0,93.0,136.0,450.0,931.0,899.0,924.0,878.0
Cytochrome P450 11B1,943.0,79.0,454.0,834.0,660.0,718.0,708.0,58.0,504.0,51.0,422.0
Mitogen-activated protein kinase kinase kinase 12,451.0,280.0,44.0,786.0,235.0,651.0,583.0,848.0,182.0,150.0,365.0
Platelet-derived growth factor receptor beta,852.0,826.0,493.0,8.0,907.0,595.0,82.0,911.0,136.0,958.0,106.0
Butyrylcholinesterase,715.0,562.0,366.0,265.0,692.0,619.0,397.0,256.0,207.0,827.0,636.0
Alpha-2c adrenergic receptor,922.0,15.0,195.0,392.0,54.0,893.0,920.0,791.0,909.0,37.0,239.0
Somatostatin receptor 1,509.0,716.0,829.0,385.0,898.0,194.0,117.0,254.0,225.0,686.0,642.0
Voltage-gated calcium channel alpha2/delta subunit 1,490.0,882.0,994.0,453.0,886.0,2.0,254.0,85.0,161.0,906.0,801.0
Vasopressin V1b receptor,102.0,658.0,137.0,827.0,361.0,846.0,738.0,518.0,578.0,274.0,425.0
Protoporphyrinogen oxidase,11.0,746.0,913.0,995.0,24.0,327.0,733.0,835.0,602.0,793.0,971.0
Xanthine dehydrogenase,63.0,547.0,694.0,903.0,238.0,858.0,292.0,759.0,547.0,587.0,250.0
Aldehyde dehydrogenase,420.0,411.0,71.0,236.0,612.0,890.0,668.0,758.0,568.0,234.0,149.0
Stem cell growth factor receptor,36.0,827.0,109.0,826.0,89.0,927.0,709.0,644.0,769.0,379.0,694.0
Histone deacetylase 2,734.0,9.0,479.0,531.0,198.0,873.0,784.0,701.0,749.0,273.0,624.0
Lysine-specific demethylase 2A,832.0,609.0,929.0,712.0,656.0,1.0,902.0,16.0,793.0,656.0,917.0
Histamine H2 receptor,632.0,749.0,474.0,785.0,592.0,366.0,347.0,157.0,603.0,598.0,713.0
Alpha-2b adrenergic receptor,968.0,497.0,427.0,6.0,908.0,415.0,126.0,284.0,52.0,633.0,105.0
Neprilysin,747.0,563.0,622.0,459.0,591.0,234.0,154.0,859.0,218.0,659.0,275.0
Melatonin receptor 1A,695.0,254.0,62.0,59.0,677.0,969.0,636.0,806.0,586.0,316.0,211.0
Melatonin receptor 1B,948.0,82.0,753.0,630.0,452.0,333.0,283.0,162.0,958.0,145.0,481.0
Thyroid hormone receptor beta-1,394.0,88.0,151.0,624.0,947.0,959.0,867.0,71.0,560.0,89.0,173.0
Cyclophilin A,632.0,683.0,219.0,133.0,531.0,715.0,341.0,857.0,46.0,517.0,578.0
Monoamine oxidase A,986.0,541.0,898.0,16.0,562.0,40.0,164.0,851.0,460.0,920.0,673.0
Thymidylate synthase,3.0,719.0,459.0,932.0,41.0,919.0,602.0,864.0,883.0,692.0,761.0
Vascular endothelial growth factor receptor 3,60.0,973.0,894.0,508.0,79.0,98.0,359.0,935.0,208.0,916.0,775.0
Insulin-like growth factor I receptor,101.0,275.0,352.0,482.0,743.0,916.0,757.0,82.0,820.0,131.0,358.0
Dihydroorotate dehydrogenase,13.0,364.0,377.0,978.0,55.0,948.0,706.0,794.0,884.0,240.0,678.0
Epoxide hydrolase 1,435.0,692.0,803.0,206.0,116.0,256.0,294.0,979.0,72.0,414.0,569.0
Sulfonylurea receptor 2,996.0,30.0,903.0,502.0,974.0,37.0,460.0,7.0,688.0,350.0,406.0
Tyrosine-protein kinase receptor FLT3,993.0,982.0,695.0,5.0,936.0,7.0,187.0,127.0,19.0,860.0,450.0
Vitamin D receptor,644.0,699.0,193.0,324.0,835.0,503.0,379.0,512.0,625.0,735.0,625.0
Cytochrome P450 19A1,516.0,699.0,117.0,608.0,609.0,601.0,308.0,402.0,442.0,621.0,162.0
Sodium channel protein type V alpha subunit,973.0,177.0,504.0,26.0,818.0,730.0,766.0,669.0,297.0,402.0,324.0
Insulin receptor,857.0,220.0,946.0,268.0,336.0,518.0,646.0,562.0,789.0,397.0,417.0
Serotonin 1d (5-HT1d) receptor,298.0,317.0,841.0,976.0,135.0,395.0,847.0,95.0,867.0,138.0,311.0
Glucagon receptor,375.0,42.0,70.0,964.0,622.0,972.0,510.0,333.0,868.0,256.0,377.0
Inhibitor of nuclear factor kappa B kinase beta subunit,508.0,812.0,480.0,898.0,237.0,93.0,579.0,454.0,703.0,737.0,720.0
DNA (cytosine-5)-methyltransferase 1,675.0,254.0,517.0,623.0,105.0,787.0,763.0,666.0,985.0,211.0,317.0
Mineralocorticoid receptor,680.0,196.0,131.0,213.0,867.0,455.0,849.0,83.0,140.0,232.0,407.0
Prostanoid IP receptor,255.0,524.0,716.0,767.0,263.0,244.0,827.0,395.0,678.0,581.0,901.0
Equilibrative nucleoside transporter 1,36.0,972.0,649.0,524.0,546.0,557.0,72.0,928.0,86.0,662.0,566.0
Plasma kallikrein,242.0,46.0,908.0,592.0,321.0,105.0,555.0,692.0,531.0,754.0,779.0
Purinergic receptor P2Y12,929.0,922.0,58.0,32.0,490.0,938.0,173.0,928.0,137.0,733.0,126.0
Inosine-5'-monophosphate dehydrogenase 2,861.0,880.0,898.0,358.0,691.0,245.0,68.0,325.0,332.0,550.0,589.0
Retinoic acid receptor gamma,183.0,843.0,143.0,210.0,149.0,290.0,773.0,865.0,361.0,845.0,839.0
Platelet-derived growth factor receptor alpha,20.0,620.0,451.0,788.0,280.0,932.0,328.0,759.0,479.0,288.0,197.0
Isocitrate dehydrogenase [NADP] cytoplasmic,0.0,97.0,966.0,1000.0,290.0,474.0,844.0,16.0,985.0,122.0,815.0
Retinoic acid receptor beta,439.0,722.0,260.0,667.0,672.0,95.0,704.0,331.0,235.0,532.0,694.0
C-X-C chemokine receptor type 7,272.0,130.0,788.0,865.0,196.0,661.0,891.0,371.0,662.0,270.0,568.0
Nociceptin receptor,301.0,914.0,26.0,1.0,975.0,828.0,9.0,742.0,7.0,968.0,263.0
Coagulation factor IX,985.0,86.0,644.0,32.0,649.0,594.0,714.0,315.0,858.0,286.0,369.0
Dihydrofolate reductase,980.0,903.0,696.0,44.0,106.0,84.0,343.0,954.0,112.0,578.0,766.0
Niemann-Pick C1-like protein 1,322.0,611.0,408.0,15.0,942.0,504.0,122.0,534.0,100.0,810.0,347.0
Somatostatin receptor 3,883.0,36.0,782.0,962.0,333.0,290.0,735.0,126.0,868.0,193.0,337.0
Epidermal growth factor receptor erbB1,52.0,194.0,83.0,993.0,197.0,911.0,969.0,291.0,999.0,172.0,632.0
Glucocorticoid receptor,186.0,923.0,598.0,991.0,42.0,672.0,470.0,883.0,429.0,744.0,530.0
Muscarinic acetylcholine receptor M5,241.0,559.0,417.0,80.0,953.0,307.0,193.0,588.0,23.0,713.0,485.0
Monoamine oxidase B,758.0,234.0,846.0,961.0,417.0,180.0,580.0,132.0,892.0,350.0,570.0
Thrombin,198.0,957.0,647.0,346.0,287.0,368.0,156.0,904.0,93.0,517.0,141.0
Tyrosine-protein kinase receptor RET,835.0,819.0,133.0,15.0,7.0,529.0,581.0,996.0,201.0,961.0,814.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",992.0,252.0,904.0,10.0,999.0,188.0,176.0,7.0,201.0,237.0,260.0
Bile acid receptor FXR,148.0,263.0,493.0,936.0,120.0,947.0,266.0,759.0,615.0,457.0,292.0
Oxytocin receptor,561.0,519.0,773.0,712.0,500.0,140.0,298.0,347.0,472.0,906.0,951.0
Carbonic anhydrase II,163.0,274.0,219.0,763.0,854.0,874.0,153.0,503.0,170.0,144.0,72.0
Peptidyl-prolyl cis-trans isomerase FKBP5,997.0,917.0,259.0,6.0,957.0,122.0,884.0,166.0,182.0,160.0,114.0
Retinoic acid receptor alpha,1.0,508.0,439.0,998.0,430.0,642.0,918.0,37.0,949.0,131.0,701.0
Dopamine D1 receptor,343.0,923.0,358.0,31.0,89.0,661.0,328.0,971.0,151.0,313.0,472.0
Estrogen receptor alpha,33.0,889.0,552.0,714.0,208.0,58.0,501.0,956.0,275.0,989.0,949.0
Retinoid X receptor alpha,123.0,612.0,455.0,641.0,901.0,413.0,201.0,66.0,540.0,825.0,627.0
Ceramide glucosyltransferase,986.0,4.0,702.0,33.0,239.0,817.0,712.0,816.0,969.0,75.0,156.0
Ephrin type-A receptor 2,903.0,105.0,177.0,895.0,653.0,417.0,861.0,109.0,956.0,37.0,446.0
Thromboxane A2 receptor,935.0,225.0,929.0,211.0,474.0,664.0,695.0,270.0,598.0,722.0,751.0
Sodium channel protein type IV alpha subunit,38.0,719.0,70.0,957.0,798.0,926.0,893.0,5.0,945.0,135.0,243.0
Tyrosine-protein kinase YES,491.0,629.0,127.0,301.0,920.0,320.0,386.0,298.0,315.0,747.0,364.0
Progesterone receptor,8.0,710.0,688.0,988.0,45.0,350.0,287.0,659.0,153.0,396.0,543.0
Fatty acid binding protein adipocyte,997.0,86.0,974.0,22.0,774.0,155.0,313.0,719.0,262.0,555.0,355.0
Macrophage migration inhibitory factor,999.0,302.0,207.0,6.0,708.0,326.0,542.0,835.0,691.0,284.0,365.0
Trypsin I,717.0,172.0,693.0,278.0,53.0,985.0,640.0,931.0,358.0,330.0,124.0
Beta-2 adrenergic receptor,0.0,669.0,542.0,1000.0,12.0,575.0,691.0,782.0,840.0,764.0,895.0
C-X-C chemokine receptor type 4,717.0,981.0,224.0,103.0,999.0,160.0,638.0,15.0,78.0,725.0,719.0
Cyclin T1,30.0,174.0,542.0,993.0,57.0,313.0,951.0,634.0,995.0,284.0,950.0
Muscarinic acetylcholine receptor M2,318.0,376.0,271.0,565.0,967.0,751.0,387.0,37.0,540.0,151.0,104.0
Beta-1 adrenergic receptor,462.0,890.0,329.0,937.0,244.0,449.0,214.0,564.0,480.0,682.0,217.0
Serotonin 1a (5-HT1a) receptor,999.0,217.0,458.0,0.0,815.0,834.0,69.0,871.0,90.0,914.0,436.0
Kynurenine 3-monooxygenase,554.0,535.0,711.0,524.0,85.0,559.0,343.0,893.0,197.0,506.0,268.0
"Glutaminase kidney isoform, mitochondrial",40.0,834.0,266.0,442.0,762.0,390.0,734.0,115.0,556.0,719.0,650.0
Serine/threonine-protein kinase PIM1,937.0,327.0,865.0,203.0,60.0,435.0,323.0,983.0,186.0,652.0,674.0
Tyrosine-protein kinase JAK3,211.0,842.0,933.0,197.0,979.0,26.0,171.0,51.0,175.0,655.0,755.0
Arachidonate 5-lipoxygenase,679.0,200.0,70.0,697.0,263.0,988.0,323.0,930.0,650.0,180.0,342.0
ATPase family AAA domain-containing protein 2,450.0,468.0,527.0,53.0,759.0,745.0,373.0,231.0,250.0,454.0,521.0
Muscarinic acetylcholine receptor M1,247.0,634.0,905.0,449.0,184.0,46.0,233.0,858.0,202.0,896.0,793.0
Tyrosyl-DNA phosphodiesterase 2,233.0,973.0,846.0,913.0,394.0,17.0,354.0,884.0,239.0,752.0,589.0
Dopamine D2 receptor,996.0,38.0,615.0,313.0,917.0,72.0,845.0,79.0,590.0,319.0,238.0
Beta-glucocerebrosidase,118.0,957.0,321.0,759.0,482.0,559.0,272.0,215.0,303.0,622.0,726.0
Cannabinoid CB1 receptor,914.0,130.0,518.0,339.0,753.0,734.0,433.0,99.0,470.0,150.0,16.0
Serine/threonine-protein kinase Aurora-B,987.0,507.0,229.0,3.0,678.0,667.0,414.0,770.0,661.0,525.0,179.0
Histone-lysine N-methyltransferase EZH2,0.0,805.0,80.0,990.0,205.0,951.0,771.0,251.0,946.0,76.0,597.0
Dopamine D4 receptor,342.0,518.0,414.0,240.0,610.0,573.0,334.0,507.0,525.0,892.0,827.0
Acetylcholinesterase,691.0,842.0,890.0,710.0,204.0,22.0,423.0,877.0,214.0,580.0,837.0
Motilin receptor,90.0,888.0,408.0,938.0,931.0,41.0,385.0,89.0,240.0,950.0,827.0
MAP kinase-activated protein kinase 2,916.0,152.0,473.0,41.0,917.0,689.0,419.0,780.0,55.0,310.0,396.0
Cyclooxygenase-1,148.0,937.0,430.0,122.0,15.0,958.0,590.0,819.0,469.0,204.0,267.0
Norepinephrine transporter,62.0,801.0,74.0,727.0,75.0,996.0,660.0,874.0,769.0,385.0,574.0
Alpha-1d adrenergic receptor,89.0,165.0,278.0,954.0,145.0,958.0,733.0,594.0,846.0,129.0,343.0
Serotonin 2a (5-HT2a) receptor,919.0,61.0,667.0,379.0,436.0,355.0,921.0,261.0,827.0,386.0,559.0
Anandamide amidohydrolase,861.0,45.0,483.0,671.0,689.0,578.0,676.0,36.0,959.0,96.0,492.0
Aldehyde reductase,531.0,118.0,863.0,259.0,40.0,740.0,481.0,975.0,352.0,687.0,419.0
Serotonin 2c (5-HT2c) receptor,842.0,88.0,575.0,192.0,403.0,195.0,436.0,933.0,600.0,372.0,427.0
Tyrosine-protein kinase BLK,880.0,507.0,862.0,210.0,903.0,93.0,258.0,303.0,158.0,928.0,747.0
Dipeptidyl peptidase I,504.0,993.0,545.0,401.0,755.0,137.0,160.0,364.0,248.0,980.0,675.0
Adenosine A1 receptor,278.0,629.0,823.0,177.0,944.0,129.0,314.0,413.0,71.0,792.0,572.0
Acyl coenzyme A:cholesterol acyltransferase,873.0,114.0,495.0,565.0,757.0,253.0,692.0,169.0,822.0,69.0,312.0
Type-1 angiotensin II receptor,339.0,411.0,642.0,911.0,29.0,586.0,461.0,866.0,464.0,356.0,495.0
Sphingosine 1-phosphate receptor Edg-8,609.0,979.0,346.0,134.0,941.0,214.0,458.0,309.0,45.0,918.0,570.0
c-Jun N-terminal kinase 1,657.0,229.0,7.0,110.0,936.0,989.0,455.0,151.0,898.0,203.0,25.0
Serotonin transporter,1.0,997.0,466.0,723.0,39.0,412.0,247.0,996.0,63.0,719.0,811.0
ADAMTS5,720.0,155.0,758.0,883.0,642.0,698.0,245.0,59.0,827.0,304.0,375.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,894.0,164.0,86.0,71.0,774.0,889.0,791.0,113.0,649.0,252.0,345.0
Alpha-1a adrenergic receptor,18.0,519.0,682.0,905.0,95.0,417.0,868.0,526.0,804.0,39.0,635.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,91.0,242.0,215.0,973.0,60.0,713.0,855.0,926.0,799.0,408.0,733.0
Cyclooxygenase-2,955.0,203.0,383.0,231.0,708.0,595.0,909.0,32.0,963.0,515.0,585.0
Voltage-gated potassium channel subunit Kv1.1,996.0,44.0,534.0,122.0,350.0,317.0,470.0,895.0,152.0,446.0,500.0
Histamine H1 receptor,202.0,157.0,569.0,877.0,140.0,964.0,331.0,927.0,842.0,753.0,706.0
ADAMTS4,696.0,573.0,110.0,273.0,862.0,943.0,555.0,47.0,791.0,105.0,131.0
Alpha-1b adrenergic receptor,49.0,243.0,902.0,800.0,356.0,211.0,835.0,585.0,868.0,406.0,880.0
Potassium channel subfamily K member 3,764.0,867.0,795.0,754.0,643.0,91.0,336.0,224.0,124.0,675.0,721.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",20.0,945.0,247.0,752.0,210.0,865.0,86.0,550.0,239.0,672.0,201.0
Carbonic anhydrase VII,1000.0,76.0,864.0,7.0,586.0,18.0,405.0,954.0,75.0,704.0,356.0
Neurokinin 2 receptor,458.0,739.0,559.0,912.0,987.0,118.0,211.0,86.0,96.0,805.0,759.0
Mu opioid receptor,243.0,271.0,21.0,831.0,784.0,973.0,199.0,639.0,394.0,217.0,49.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",209.0,180.0,862.0,904.0,16.0,319.0,968.0,575.0,995.0,93.0,813.0
Caspase-3,954.0,526.0,617.0,233.0,838.0,604.0,713.0,30.0,721.0,670.0,358.0
Lysosomal Pro-X carboxypeptidase,17.0,914.0,331.0,525.0,494.0,142.0,608.0,585.0,300.0,799.0,794.0
Glycine transporter 1,233.0,415.0,504.0,166.0,153.0,986.0,756.0,607.0,963.0,205.0,304.0
Dopamine D3 receptor,988.0,202.0,646.0,229.0,298.0,231.0,345.0,667.0,671.0,347.0,513.0
Serine/threonine-protein kinase Sgk1,910.0,485.0,527.0,660.0,869.0,176.0,220.0,513.0,20.0,773.0,342.0
Ribosomal protein S6 kinase alpha 3,38.0,629.0,113.0,179.0,934.0,794.0,443.0,718.0,188.0,444.0,330.0
Peroxisome proliferator-activated receptor gamma,353.0,409.0,341.0,576.0,283.0,522.0,481.0,714.0,238.0,840.0,685.0
Delta opioid receptor,25.0,892.0,537.0,640.0,439.0,769.0,370.0,592.0,179.0,755.0,526.0
Hypoxanthine-guanine phosphoribosyltransferase,886.0,240.0,873.0,936.0,547.0,130.0,731.0,39.0,917.0,652.0,806.0
Kappa opioid receptor,406.0,993.0,743.0,131.0,244.0,116.0,74.0,985.0,48.0,958.0,694.0
C5a anaphylatoxin chemotactic receptor,189.0,182.0,574.0,627.0,915.0,380.0,460.0,43.0,778.0,253.0,436.0
Dual specificity phosphatase Cdc25C,997.0,231.0,565.0,451.0,968.0,562.0,536.0,5.0,571.0,332.0,82.0
Dopamine transporter,859.0,43.0,140.0,9.0,255.0,883.0,817.0,725.0,832.0,54.0,195.0
Peroxisome proliferator-activated receptor alpha,474.0,668.0,87.0,769.0,213.0,638.0,106.0,1000.0,74.0,589.0,253.0
HERG,909.0,14.0,839.0,349.0,605.0,618.0,895.0,10.0,980.0,339.0,682.0
Epoxide hydratase,187.0,558.0,929.0,882.0,47.0,362.0,696.0,702.0,282.0,220.0,681.0
Phosphodiesterase 3A,901.0,126.0,284.0,597.0,861.0,669.0,217.0,116.0,528.0,54.0,123.0
C-C chemokine receptor type 1,510.0,898.0,713.0,835.0,962.0,23.0,305.0,8.0,569.0,778.0,557.0
