,EGFR,Hypoxia,JAK.STAT,MAPK,NFkB,PI3K,TGFb,TNFa,Trail,VEGF,p53
Endothelial PAS domain-containing protein 1,777.0,846.0,263.0,866.0,781.0,711.0,84.0,3.0,493.0,937.0,793.0
Nicotinamide phosphoribosyltransferase,968.0,557.0,717.0,9.0,256.0,87.0,809.0,811.0,447.0,444.0,234.0
Replication protein A 70 kDa DNA-binding subunit,93.0,415.0,44.0,500.0,947.0,921.0,623.0,959.0,537.0,352.0,157.0
DNA topoisomerase I,607.0,889.0,143.0,178.0,216.0,127.0,387.0,176.0,956.0,514.0,808.0
Farnesyl diphosphate synthase,124.0,514.0,728.0,942.0,918.0,458.0,224.0,28.0,531.0,359.0,823.0
Glucagon-like peptide 1 receptor,728.0,959.0,78.0,9.0,71.0,858.0,241.0,292.0,868.0,603.0,145.0
Endothelin receptor ET-B,784.0,318.0,5.0,602.0,988.0,344.0,609.0,267.0,500.0,370.0,635.0
Steroid 5-alpha-reductase 1,501.0,935.0,3.0,42.0,683.0,532.0,425.0,828.0,403.0,578.0,960.0
Vasopressin V2 receptor,561.0,588.0,966.0,207.0,124.0,441.0,402.0,681.0,383.0,664.0,137.0
Somatostatin receptor 5,974.0,44.0,999.0,107.0,303.0,384.0,769.0,99.0,685.0,818.0,392.0
"Histone-lysine N-methyltransferase, H3 lysine-79 specific",435.0,295.0,193.0,988.0,991.0,332.0,208.0,224.0,202.0,515.0,865.0
Transmembrane protease serine 6,580.0,318.0,938.0,391.0,490.0,326.0,570.0,40.0,755.0,188.0,634.0
Bromodomain-containing protein 3,359.0,273.0,800.0,526.0,351.0,978.0,907.0,984.0,97.0,517.0,37.0
Cysteinyl leukotriene receptor 1,412.0,620.0,668.0,194.0,111.0,509.0,815.0,679.0,460.0,540.0,588.0
Corticotropin releasing factor receptor 1,235.0,264.0,921.0,834.0,850.0,939.0,516.0,208.0,586.0,593.0,788.0
Plasminogen,336.0,295.0,199.0,871.0,700.0,274.0,344.0,964.0,216.0,319.0,470.0
Leukocyte adhesion glycoprotein LFA-1 alpha,325.0,378.0,585.0,972.0,719.0,132.0,123.0,722.0,148.0,717.0,167.0
Somatostatin receptor 2,796.0,120.0,257.0,379.0,98.0,297.0,625.0,924.0,194.0,380.0,608.0
DNA topoisomerase II alpha,699.0,792.0,94.0,354.0,218.0,964.0,416.0,7.0,541.0,872.0,866.0
Angiotensin-converting enzyme,948.0,882.0,470.0,43.0,249.0,198.0,535.0,546.0,585.0,703.0,254.0
Prostanoid EP1 receptor,431.0,747.0,440.0,243.0,484.0,486.0,386.0,45.0,821.0,248.0,272.0
Muscarinic acetylcholine receptor M4,45.0,504.0,529.0,809.0,509.0,816.0,843.0,980.0,424.0,324.0,861.0
Inosine-5'-monophosphate dehydrogenase 1,637.0,73.0,980.0,707.0,817.0,116.0,432.0,2.0,783.0,346.0,184.0
Receptor protein-tyrosine kinase erbB-2,311.0,670.0,632.0,279.0,327.0,465.0,482.0,115.0,760.0,452.0,482.0
TNF-alpha,485.0,778.0,184.0,522.0,387.0,262.0,184.0,835.0,425.0,290.0,374.0
Phosphodiesterase 5A,252.0,913.0,386.0,590.0,894.0,989.0,148.0,62.0,396.0,709.0,338.0
Histone deacetylase 3,713.0,644.0,260.0,299.0,210.0,510.0,477.0,703.0,156.0,819.0,368.0
Serotonin 2b (5-HT2b) receptor,332.0,289.0,104.0,864.0,806.0,167.0,677.0,550.0,448.0,169.0,985.0
Thromboxane-A synthase,934.0,327.0,495.0,146.0,926.0,13.0,677.0,445.0,821.0,143.0,74.0
Prostanoid EP4 receptor,274.0,301.0,873.0,259.0,116.0,139.0,532.0,620.0,606.0,407.0,166.0
Tyrosine-protein kinase FYN,210.0,158.0,436.0,727.0,605.0,624.0,700.0,997.0,419.0,492.0,521.0
Macrophage colony stimulating factor  receptor,35.0,290.0,479.0,999.0,846.0,474.0,792.0,972.0,319.0,306.0,705.0
Dopamine D5 receptor,62.0,427.0,978.0,810.0,0.0,537.0,502.0,948.0,624.0,263.0,918.0
Somatostatin receptor 4,918.0,562.0,913.0,341.0,452.0,887.0,416.0,0.0,280.0,930.0,640.0
Gonadotropin-releasing hormone receptor,832.0,492.0,397.0,15.0,817.0,843.0,958.0,685.0,816.0,727.0,84.0
Steroid 5-alpha-reductase 2,870.0,942.0,619.0,125.0,416.0,434.0,268.0,11.0,392.0,501.0,815.0
Voltage-gated T-type calcium channel alpha-1H subunit,338.0,482.0,174.0,564.0,518.0,35.0,219.0,917.0,642.0,224.0,663.0
Thyroid hormone receptor alpha,846.0,984.0,220.0,221.0,877.0,899.0,77.0,101.0,309.0,857.0,647.0
4-hydroxyphenylpyruvate dioxygenase,326.0,7.0,516.0,993.0,596.0,99.0,819.0,997.0,454.0,202.0,237.0
Tyrosine-protein kinase ABL,472.0,757.0,477.0,194.0,106.0,511.0,379.0,462.0,852.0,630.0,941.0
Histone deacetylase 6,524.0,523.0,363.0,177.0,451.0,690.0,667.0,725.0,404.0,737.0,45.0
Alpha-2a adrenergic receptor,795.0,356.0,971.0,87.0,62.0,462.0,584.0,44.0,598.0,824.0,712.0
Vascular endothelial growth factor receptor 1,191.0,610.0,134.0,557.0,341.0,280.0,483.0,962.0,709.0,173.0,961.0
Androgen Receptor,485.0,788.0,881.0,748.0,981.0,994.0,414.0,0.0,932.0,627.0,369.0
Tissue-type plasminogen activator,297.0,420.0,720.0,948.0,109.0,270.0,290.0,876.0,183.0,871.0,104.0
Serotonin 4 (5-HT4) receptor,694.0,126.0,827.0,267.0,308.0,465.0,608.0,733.0,91.0,425.0,134.0
Calcium sensing receptor,245.0,294.0,22.0,752.0,858.0,834.0,150.0,957.0,300.0,655.0,116.0
Prostanoid EP2 receptor,612.0,973.0,918.0,59.0,80.0,992.0,332.0,4.0,468.0,868.0,985.0
Neuronal acetylcholine receptor protein alpha-4 subunit,426.0,506.0,0.0,837.0,332.0,1.0,225.0,957.0,941.0,11.0,447.0
"Potassium channel, inwardly rectifying, subfamily J, member 11",756.0,403.0,859.0,179.0,326.0,391.0,591.0,554.0,303.0,814.0,487.0
Vasopressin V1a receptor,242.0,636.0,1.0,21.0,929.0,107.0,791.0,612.0,712.0,399.0,642.0
Glutamate carboxypeptidase II,237.0,707.0,876.0,846.0,655.0,705.0,606.0,327.0,731.0,317.0,860.0
Serotonin 1b (5-HT1b) receptor,760.0,509.0,322.0,736.0,440.0,94.0,266.0,945.0,611.0,163.0,326.0
Serotonin 3a (5-HT3a) receptor,789.0,516.0,686.0,752.0,24.0,901.0,720.0,449.0,327.0,627.0,441.0
Aldose reductase,678.0,305.0,594.0,284.0,992.0,703.0,424.0,674.0,345.0,730.0,90.0
Cholecystokinin A receptor,363.0,571.0,333.0,563.0,227.0,351.0,309.0,488.0,686.0,201.0,183.0
FK506-binding protein 1A,640.0,172.0,957.0,252.0,991.0,624.0,811.0,228.0,236.0,526.0,4.0
GABA transporter 1,834.0,710.0,976.0,30.0,92.0,893.0,944.0,217.0,459.0,632.0,897.0
Glutamate [NMDA] receptor subunit epsilon 2,33.0,623.0,845.0,903.0,609.0,556.0,386.0,44.0,352.0,654.0,993.0
Serine/threonine-protein kinase RAF,446.0,958.0,166.0,91.0,407.0,467.0,671.0,271.0,384.0,419.0,338.0
Aminopeptidase N,593.0,8.0,668.0,919.0,368.0,153.0,481.0,864.0,346.0,43.0,438.0
Cytochrome P450 11B1,772.0,463.0,385.0,168.0,206.0,391.0,602.0,607.0,732.0,859.0,958.0
Mitogen-activated protein kinase kinase kinase 12,477.0,825.0,634.0,861.0,996.0,981.0,120.0,77.0,73.0,850.0,359.0
Platelet-derived growth factor receptor beta,18.0,349.0,686.0,885.0,618.0,880.0,384.0,59.0,493.0,435.0,568.0
Butyrylcholinesterase,197.0,396.0,396.0,992.0,197.0,701.0,239.0,382.0,367.0,790.0,488.0
Alpha-2c adrenergic receptor,524.0,617.0,380.0,203.0,437.0,60.0,174.0,738.0,835.0,703.0,158.0
Somatostatin receptor 1,197.0,532.0,249.0,904.0,90.0,432.0,534.0,824.0,814.0,498.0,570.0
Voltage-gated calcium channel alpha2/delta subunit 1,997.0,697.0,23.0,58.0,821.0,10.0,663.0,932.0,195.0,247.0,721.0
Vasopressin V1b receptor,774.0,708.0,781.0,200.0,248.0,839.0,585.0,572.0,637.0,528.0,840.0
Protoporphyrinogen oxidase,392.0,264.0,985.0,95.0,114.0,444.0,885.0,587.0,598.0,505.0,311.0
Xanthine dehydrogenase,684.0,603.0,118.0,554.0,356.0,547.0,336.0,444.0,394.0,458.0,529.0
Aldehyde dehydrogenase,610.0,693.0,3.0,274.0,972.0,473.0,398.0,738.0,305.0,728.0,26.0
Stem cell growth factor receptor,708.0,344.0,765.0,41.0,246.0,53.0,613.0,167.0,860.0,396.0,377.0
Histone deacetylase 2,906.0,467.0,289.0,280.0,651.0,390.0,283.0,22.0,415.0,416.0,849.0
Lysine-specific demethylase 2A,180.0,718.0,938.0,917.0,720.0,990.0,437.0,554.0,185.0,479.0,256.0
Histamine H2 receptor,186.0,529.0,86.0,777.0,295.0,553.0,817.0,969.0,325.0,819.0,891.0
Alpha-2b adrenergic receptor,960.0,126.0,874.0,43.0,37.0,87.0,466.0,990.0,179.0,515.0,187.0
Neprilysin,37.0,521.0,763.0,994.0,191.0,746.0,204.0,203.0,893.0,384.0,867.0
Melatonin receptor 1A,934.0,66.0,173.0,567.0,812.0,6.0,723.0,933.0,713.0,375.0,40.0
Melatonin receptor 1B,310.0,797.0,298.0,193.0,852.0,799.0,197.0,161.0,378.0,974.0,510.0
Thyroid hormone receptor beta-1,888.0,795.0,44.0,201.0,127.0,521.0,468.0,982.0,697.0,37.0,662.0
Cyclophilin A,482.0,119.0,981.0,881.0,958.0,829.0,645.0,25.0,76.0,875.0,76.0
Monoamine oxidase A,734.0,551.0,394.0,81.0,755.0,382.0,850.0,984.0,182.0,144.0,119.0
Thymidylate synthase,102.0,280.0,1000.0,905.0,106.0,1000.0,728.0,5.0,216.0,884.0,981.0
Vascular endothelial growth factor receptor 3,83.0,377.0,967.0,919.0,185.0,993.0,654.0,149.0,675.0,56.0,840.0
Insulin-like growth factor I receptor,663.0,520.0,13.0,483.0,633.0,311.0,388.0,143.0,817.0,517.0,687.0
Dihydroorotate dehydrogenase,263.0,229.0,936.0,846.0,111.0,6.0,736.0,968.0,510.0,140.0,751.0
Epoxide hydrolase 1,327.0,604.0,315.0,269.0,456.0,395.0,822.0,826.0,155.0,637.0,171.0
Sulfonylurea receptor 2,224.0,662.0,577.0,80.0,967.0,475.0,642.0,100.0,817.0,386.0,160.0
Tyrosine-protein kinase receptor FLT3,643.0,950.0,165.0,76.0,977.0,610.0,178.0,2.0,984.0,597.0,818.0
Vitamin D receptor,863.0,352.0,457.0,759.0,190.0,701.0,803.0,976.0,620.0,781.0,240.0
Cytochrome P450 19A1,790.0,618.0,260.0,564.0,655.0,186.0,239.0,166.0,694.0,357.0,731.0
Sodium channel protein type V alpha subunit,396.0,575.0,295.0,315.0,938.0,994.0,340.0,814.0,5.0,418.0,113.0
Insulin receptor,181.0,623.0,563.0,856.0,12.0,950.0,194.0,138.0,523.0,907.0,891.0
Serotonin 1d (5-HT1d) receptor,896.0,372.0,242.0,635.0,962.0,329.0,778.0,338.0,262.0,395.0,120.0
Glucagon receptor,119.0,493.0,967.0,477.0,214.0,949.0,540.0,35.0,767.0,568.0,932.0
Inhibitor of nuclear factor kappa B kinase beta subunit,37.0,98.0,880.0,807.0,84.0,11.0,663.0,998.0,624.0,346.0,306.0
DNA (cytosine-5)-methyltransferase 1,889.0,831.0,30.0,12.0,287.0,382.0,307.0,946.0,659.0,828.0,650.0
Mineralocorticoid receptor,708.0,572.0,835.0,609.0,219.0,444.0,400.0,449.0,241.0,666.0,709.0
Prostanoid IP receptor,768.0,96.0,143.0,376.0,605.0,48.0,581.0,968.0,321.0,359.0,214.0
Equilibrative nucleoside transporter 1,169.0,862.0,624.0,738.0,45.0,219.0,537.0,603.0,541.0,601.0,706.0
Plasma kallikrein,713.0,989.0,168.0,7.0,976.0,956.0,586.0,8.0,804.0,308.0,822.0
Purinergic receptor P2Y12,266.0,269.0,770.0,691.0,48.0,766.0,682.0,888.0,361.0,133.0,882.0
Inosine-5'-monophosphate dehydrogenase 2,975.0,29.0,989.0,166.0,351.0,20.0,324.0,968.0,551.0,386.0,34.0
Retinoic acid receptor gamma,662.0,137.0,779.0,879.0,928.0,244.0,386.0,671.0,99.0,744.0,30.0
Platelet-derived growth factor receptor alpha,22.0,965.0,16.0,827.0,936.0,910.0,96.0,26.0,827.0,635.0,944.0
Isocitrate dehydrogenase [NADP] cytoplasmic,812.0,467.0,48.0,226.0,975.0,847.0,857.0,50.0,785.0,289.0,260.0
Retinoic acid receptor beta,324.0,94.0,674.0,461.0,522.0,436.0,768.0,802.0,581.0,323.0,17.0
C-X-C chemokine receptor type 7,995.0,331.0,286.0,0.0,5.0,3.0,995.0,1000.0,507.0,128.0,254.0
Nociceptin receptor,199.0,294.0,911.0,961.0,136.0,56.0,621.0,989.0,569.0,328.0,502.0
Coagulation factor IX,246.0,514.0,811.0,862.0,220.0,419.0,204.0,121.0,252.0,439.0,865.0
Dihydrofolate reductase,399.0,234.0,991.0,640.0,52.0,604.0,490.0,79.0,472.0,890.0,615.0
Niemann-Pick C1-like protein 1,291.0,437.0,609.0,993.0,789.0,996.0,71.0,40.0,233.0,791.0,927.0
Somatostatin receptor 3,753.0,867.0,61.0,571.0,991.0,992.0,213.0,41.0,92.0,995.0,378.0
Epidermal growth factor receptor erbB1,682.0,913.0,11.0,395.0,976.0,729.0,345.0,28.0,661.0,438.0,618.0
Glucocorticoid receptor,120.0,510.0,32.0,925.0,357.0,82.0,190.0,954.0,786.0,28.0,346.0
Muscarinic acetylcholine receptor M5,111.0,432.0,720.0,843.0,983.0,769.0,425.0,88.0,119.0,784.0,598.0
Monoamine oxidase B,995.0,612.0,396.0,4.0,3.0,150.0,838.0,873.0,912.0,453.0,374.0
Thrombin,217.0,571.0,384.0,163.0,387.0,865.0,577.0,959.0,637.0,484.0,107.0
Tyrosine-protein kinase receptor RET,265.0,135.0,184.0,806.0,420.0,65.0,421.0,957.0,452.0,799.0,783.0
"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",246.0,582.0,753.0,648.0,235.0,64.0,245.0,32.0,971.0,278.0,959.0
Bile acid receptor FXR,789.0,595.0,144.0,123.0,977.0,691.0,397.0,6.0,713.0,381.0,510.0
Oxytocin receptor,90.0,884.0,374.0,841.0,264.0,799.0,633.0,197.0,587.0,349.0,899.0
Carbonic anhydrase II,903.0,184.0,718.0,719.0,217.0,293.0,514.0,832.0,151.0,831.0,87.0
Peptidyl-prolyl cis-trans isomerase FKBP5,902.0,899.0,0.0,2.0,549.0,766.0,580.0,783.0,721.0,188.0,540.0
Retinoic acid receptor alpha,13.0,653.0,46.0,999.0,712.0,752.0,169.0,951.0,210.0,73.0,730.0
Dopamine D1 receptor,910.0,854.0,902.0,82.0,993.0,644.0,246.0,0.0,621.0,304.0,371.0
Estrogen receptor alpha,809.0,344.0,1000.0,163.0,99.0,770.0,830.0,505.0,185.0,644.0,569.0
Retinoid X receptor alpha,129.0,100.0,949.0,572.0,770.0,981.0,768.0,516.0,143.0,525.0,193.0
Ceramide glucosyltransferase,376.0,148.0,998.0,877.0,227.0,632.0,774.0,523.0,349.0,660.0,116.0
Ephrin type-A receptor 2,125.0,184.0,922.0,888.0,433.0,11.0,673.0,940.0,552.0,432.0,514.0
Thromboxane A2 receptor,150.0,866.0,35.0,431.0,412.0,962.0,107.0,505.0,569.0,581.0,520.0
Sodium channel protein type IV alpha subunit,679.0,334.0,0.0,112.0,293.0,33.0,723.0,997.0,763.0,476.0,144.0
Tyrosine-protein kinase YES,913.0,770.0,1.0,132.0,512.0,29.0,548.0,802.0,946.0,52.0,829.0
Progesterone receptor,857.0,275.0,907.0,789.0,350.0,159.0,434.0,206.0,565.0,615.0,673.0
Fatty acid binding protein adipocyte,49.0,855.0,963.0,959.0,133.0,892.0,99.0,3.0,801.0,755.0,883.0
Macrophage migration inhibitory factor,579.0,87.0,982.0,861.0,98.0,228.0,712.0,962.0,18.0,883.0,199.0
Trypsin I,535.0,522.0,272.0,281.0,991.0,819.0,716.0,26.0,49.0,851.0,560.0
Beta-2 adrenergic receptor,440.0,852.0,309.0,233.0,80.0,559.0,559.0,905.0,675.0,232.0,640.0
C-X-C chemokine receptor type 4,352.0,431.0,979.0,464.0,266.0,646.0,754.0,958.0,554.0,641.0,168.0
Cyclin T1,470.0,198.0,379.0,534.0,747.0,514.0,517.0,475.0,486.0,190.0,671.0
Muscarinic acetylcholine receptor M2,917.0,871.0,835.0,24.0,1.0,8.0,317.0,444.0,960.0,629.0,431.0
Beta-1 adrenergic receptor,765.0,191.0,553.0,220.0,648.0,409.0,739.0,391.0,368.0,384.0,239.0
Serotonin 1a (5-HT1a) receptor,936.0,712.0,1.0,80.0,312.0,210.0,378.0,934.0,665.0,449.0,339.0
Kynurenine 3-monooxygenase,21.0,458.0,292.0,988.0,996.0,911.0,549.0,427.0,149.0,440.0,726.0
"Glutaminase kidney isoform, mitochondrial",9.0,146.0,830.0,1000.0,989.0,776.0,165.0,47.0,387.0,603.0,638.0
Serine/threonine-protein kinase PIM1,870.0,541.0,23.0,630.0,489.0,899.0,384.0,943.0,291.0,789.0,389.0
Tyrosine-protein kinase JAK3,413.0,63.0,958.0,774.0,28.0,110.0,584.0,853.0,160.0,460.0,121.0
Arachidonate 5-lipoxygenase,724.0,778.0,924.0,225.0,919.0,253.0,241.0,36.0,550.0,250.0,648.0
ATPase family AAA domain-containing protein 2,505.0,743.0,190.0,157.0,290.0,72.0,593.0,987.0,281.0,697.0,470.0
Muscarinic acetylcholine receptor M1,157.0,521.0,870.0,536.0,476.0,93.0,765.0,517.0,785.0,154.0,939.0
Tyrosyl-DNA phosphodiesterase 2,523.0,91.0,945.0,985.0,157.0,892.0,503.0,371.0,98.0,576.0,788.0
Dopamine D2 receptor,854.0,731.0,904.0,16.0,158.0,897.0,626.0,584.0,505.0,708.0,16.0
Beta-glucocerebrosidase,602.0,799.0,180.0,91.0,565.0,598.0,629.0,930.0,129.0,480.0,582.0
Cannabinoid CB1 receptor,856.0,513.0,647.0,17.0,965.0,841.0,607.0,14.0,829.0,840.0,532.0
Serine/threonine-protein kinase Aurora-B,7.0,757.0,39.0,984.0,796.0,805.0,90.0,8.0,886.0,717.0,904.0
Histone-lysine N-methyltransferase EZH2,408.0,444.0,191.0,537.0,780.0,136.0,400.0,308.0,639.0,412.0,299.0
Dopamine D4 receptor,616.0,475.0,73.0,218.0,16.0,111.0,676.0,927.0,398.0,276.0,898.0
Acetylcholinesterase,228.0,973.0,157.0,203.0,79.0,886.0,415.0,221.0,642.0,574.0,790.0
Motilin receptor,710.0,570.0,353.0,350.0,996.0,996.0,768.0,5.0,473.0,714.0,276.0
MAP kinase-activated protein kinase 2,988.0,762.0,667.0,6.0,161.0,692.0,235.0,180.0,775.0,422.0,167.0
Cyclooxygenase-1,410.0,129.0,849.0,564.0,261.0,628.0,592.0,723.0,391.0,374.0,42.0
Norepinephrine transporter,919.0,11.0,466.0,920.0,991.0,249.0,212.0,238.0,67.0,719.0,22.0
Alpha-1d adrenergic receptor,756.0,465.0,411.0,43.0,133.0,11.0,996.0,1000.0,776.0,36.0,224.0
Serotonin 2a (5-HT2a) receptor,457.0,876.0,442.0,384.0,350.0,796.0,177.0,62.0,225.0,799.0,997.0
Anandamide amidohydrolase,11.0,204.0,848.0,994.0,377.0,298.0,315.0,835.0,527.0,32.0,250.0
Aldehyde reductase,818.0,589.0,31.0,89.0,341.0,614.0,697.0,712.0,412.0,829.0,81.0
Serotonin 2c (5-HT2c) receptor,381.0,632.0,949.0,663.0,931.0,827.0,554.0,7.0,849.0,503.0,313.0
Tyrosine-protein kinase BLK,590.0,491.0,902.0,285.0,168.0,236.0,172.0,103.0,320.0,915.0,615.0
Dipeptidyl peptidase I,636.0,359.0,242.0,645.0,140.0,283.0,797.0,966.0,899.0,878.0,526.0
Adenosine A1 receptor,728.0,352.0,113.0,885.0,840.0,137.0,437.0,123.0,655.0,58.0,948.0
Acyl coenzyme A:cholesterol acyltransferase,3.0,623.0,433.0,925.0,195.0,81.0,109.0,955.0,740.0,326.0,828.0
Type-1 angiotensin II receptor,919.0,676.0,992.0,62.0,976.0,998.0,721.0,0.0,237.0,403.0,342.0
Sphingosine 1-phosphate receptor Edg-8,478.0,794.0,258.0,877.0,533.0,516.0,145.0,481.0,286.0,439.0,652.0
c-Jun N-terminal kinase 1,724.0,789.0,459.0,383.0,503.0,619.0,638.0,493.0,332.0,568.0,197.0
Serotonin transporter,688.0,195.0,563.0,523.0,381.0,427.0,855.0,581.0,426.0,767.0,273.0
ADAMTS5,702.0,416.0,10.0,544.0,81.0,74.0,221.0,999.0,633.0,620.0,367.0
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,791.0,548.0,6.0,32.0,3.0,43.0,326.0,1000.0,808.0,109.0,556.0
Alpha-1a adrenergic receptor,873.0,447.0,996.0,36.0,40.0,916.0,900.0,70.0,382.0,811.0,287.0
Dual-specificity tyrosine-phosphorylation regulated kinase 1A,290.0,833.0,745.0,51.0,439.0,466.0,642.0,395.0,854.0,509.0,868.0
Cyclooxygenase-2,587.0,442.0,502.0,869.0,817.0,411.0,325.0,18.0,529.0,368.0,897.0
Voltage-gated potassium channel subunit Kv1.1,220.0,130.0,617.0,966.0,765.0,328.0,152.0,966.0,181.0,865.0,168.0
Histamine H1 receptor,722.0,647.0,990.0,136.0,477.0,919.0,872.0,5.0,647.0,908.0,68.0
ADAMTS4,286.0,254.0,851.0,723.0,851.0,587.0,393.0,15.0,87.0,611.0,364.0
Alpha-1b adrenergic receptor,177.0,128.0,28.0,874.0,561.0,40.0,607.0,967.0,711.0,12.0,419.0
Potassium channel subfamily K member 3,813.0,838.0,7.0,442.0,993.0,547.0,483.0,33.0,170.0,902.0,921.0
"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",285.0,756.0,710.0,298.0,81.0,181.0,366.0,597.0,950.0,301.0,712.0
Carbonic anhydrase VII,683.0,113.0,994.0,744.0,723.0,350.0,355.0,19.0,677.0,216.0,501.0
Neurokinin 2 receptor,74.0,909.0,775.0,806.0,45.0,943.0,421.0,901.0,344.0,802.0,807.0
Mu opioid receptor,311.0,88.0,987.0,869.0,29.0,615.0,472.0,987.0,42.0,166.0,422.0
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",189.0,222.0,441.0,736.0,155.0,688.0,554.0,619.0,377.0,350.0,579.0
Caspase-3,862.0,301.0,735.0,368.0,441.0,112.0,368.0,786.0,869.0,603.0,289.0
Lysosomal Pro-X carboxypeptidase,28.0,571.0,148.0,991.0,800.0,715.0,356.0,619.0,527.0,272.0,877.0
Glycine transporter 1,869.0,115.0,185.0,567.0,999.0,126.0,592.0,15.0,216.0,497.0,268.0
Dopamine D3 receptor,928.0,577.0,3.0,132.0,960.0,496.0,363.0,465.0,254.0,846.0,507.0
Serine/threonine-protein kinase Sgk1,81.0,931.0,722.0,77.0,9.0,830.0,645.0,980.0,917.0,588.0,797.0
Ribosomal protein S6 kinase alpha 3,442.0,612.0,293.0,418.0,143.0,912.0,490.0,823.0,650.0,311.0,404.0
Peroxisome proliferator-activated receptor gamma,674.0,963.0,0.0,38.0,995.0,317.0,661.0,615.0,658.0,581.0,429.0
Delta opioid receptor,345.0,792.0,901.0,745.0,564.0,968.0,166.0,0.0,286.0,614.0,860.0
Hypoxanthine-guanine phosphoribosyltransferase,655.0,379.0,514.0,286.0,360.0,182.0,433.0,738.0,405.0,810.0,305.0
Kappa opioid receptor,358.0,49.0,638.0,948.0,767.0,32.0,773.0,782.0,240.0,149.0,667.0
C5a anaphylatoxin chemotactic receptor,799.0,303.0,992.0,376.0,1.0,54.0,798.0,954.0,445.0,268.0,481.0
Dual specificity phosphatase Cdc25C,988.0,247.0,997.0,120.0,280.0,207.0,789.0,622.0,606.0,648.0,64.0
Dopamine transporter,8.0,758.0,555.0,896.0,45.0,270.0,176.0,586.0,876.0,155.0,637.0
Peroxisome proliferator-activated receptor alpha,42.0,201.0,201.0,922.0,997.0,950.0,434.0,929.0,51.0,912.0,381.0
HERG,700.0,396.0,935.0,36.0,883.0,716.0,509.0,37.0,790.0,971.0,20.0
Epoxide hydratase,891.0,308.0,483.0,49.0,355.0,940.0,937.0,998.0,320.0,526.0,359.0
Phosphodiesterase 3A,901.0,609.0,40.0,359.0,3.0,13.0,527.0,899.0,903.0,115.0,850.0
C-C chemokine receptor type 1,240.0,938.0,58.0,410.0,191.0,412.0,246.0,11.0,885.0,276.0,878.0
